pos,doc_id,language,label
239,239,cebuano,1
240,240,cebuano,1
241,241,cebuano,1
242,242,cebuano,1
243,243,cebuano,1
244,244,cebuano,1
245,245,cebuano,1
246,246,cebuano,1
247,247,cebuano,1
248,248,cebuano,1
249,249,cebuano,1
250,250,cebuano,1
251,251,cebuano,1
252,252,cebuano,1
253,253,cebuano,1
254,254,cebuano,1
255,255,cebuano,1
256,256,cebuano,1
257,257,cebuano,1
258,258,cebuano,1
259,259,cebuano,1
260,260,cebuano,1
261,261,cebuano,1
262,262,cebuano,1
263,263,cebuano,1
264,264,cebuano,1
265,265,cebuano,1
266,266,cebuano,1
267,267,cebuano,1
268,268,cebuano,1
269,269,cebuano,1
270,270,cebuano,1
271,271,cebuano,1
272,272,cebuano,1
273,273,cebuano,1
274,274,cebuano,1
275,275,cebuano,1
276,276,cebuano,1
277,277,cebuano,1
278,278,cebuano,1
279,279,cebuano,1
280,280,cebuano,1
281,281,cebuano,1
282,282,cebuano,1
283,283,cebuano,1
284,284,cebuano,1
285,285,cebuano,1
286,286,cebuano,1
287,287,cebuano,1
288,288,cebuano,1
289,289,cebuano,1
290,290,cebuano,1
291,291,cebuano,1
292,292,cebuano,1
293,293,cebuano,1
294,294,cebuano,1
295,295,cebuano,1
296,296,cebuano,1
297,297,cebuano,1
298,298,cebuano,1
299,299,cebuano,1
300,300,cebuano,1
301,301,cebuano,1
302,302,cebuano,1
303,303,cebuano,1
304,304,cebuano,1
305,305,cebuano,1
306,306,cebuano,1
307,307,cebuano,1
308,308,cebuano,1
309,309,cebuano,1
310,310,cebuano,1
311,311,cebuano,1
312,312,cebuano,1
313,313,cebuano,1
314,314,cebuano,1
315,315,cebuano,1
316,316,cebuano,1
317,317,cebuano,1
318,318,cebuano,1
319,319,cebuano,1
320,320,cebuano,1
321,321,cebuano,1
322,322,cebuano,1
323,323,cebuano,1
324,324,cebuano,1
325,325,cebuano,1
326,326,cebuano,1
327,327,cebuano,1
328,328,cebuano,1
329,329,cebuano,1
330,330,cebuano,1
331,331,cebuano,1
332,332,cebuano,1
333,333,cebuano,1
334,334,cebuano,1
335,335,cebuano,1
336,336,cebuano,1
337,337,cebuano,1
338,338,cebuano,1
339,339,cebuano,1
340,340,cebuano,1
341,341,cebuano,1
342,342,cebuano,1
343,343,cebuano,1
344,344,cebuano,1
345,345,cebuano,1
346,346,cebuano,1
347,347,cebuano,1
348,348,cebuano,1
349,349,cebuano,1
350,350,cebuano,1
351,351,cebuano,1
352,352,cebuano,1
353,353,cebuano,1
354,354,cebuano,1
355,355,cebuano,1
356,356,cebuano,1
357,357,cebuano,1
358,358,cebuano,1
359,359,cebuano,1
360,360,cebuano,1
361,361,cebuano,1
362,362,cebuano,1
363,363,cebuano,1
364,364,cebuano,1
365,365,cebuano,1
366,366,cebuano,1
367,367,cebuano,1
368,368,cebuano,1
369,369,cebuano,1
370,370,cebuano,1
371,371,cebuano,1
372,372,cebuano,1
373,373,cebuano,1
374,374,cebuano,1
375,375,cebuano,1
376,376,cebuano,1
377,377,cebuano,1
378,378,cebuano,1
379,379,cebuano,1
380,380,cebuano,1
381,381,cebuano,1
382,382,cebuano,1
383,383,cebuano,1
384,384,cebuano,1
385,385,cebuano,1
386,386,cebuano,1
387,387,cebuano,1
388,388,cebuano,1
389,389,cebuano,1
390,390,cebuano,1
391,391,cebuano,1
392,392,cebuano,1
393,393,cebuano,1
394,394,cebuano,1
395,395,cebuano,1
396,396,cebuano,1
397,397,cebuano,1
398,398,cebuano,1
399,399,cebuano,1
400,400,cebuano,1
401,401,cebuano,1
402,402,cebuano,1
403,403,cebuano,2
404,404,cebuano,2
405,405,cebuano,2
406,406,cebuano,2
407,407,cebuano,2
408,408,cebuano,2
409,409,cebuano,2
410,410,cebuano,2
411,411,cebuano,2
412,412,cebuano,2
413,413,cebuano,2
414,414,cebuano,2
415,415,cebuano,2
416,416,cebuano,2
417,417,cebuano,2
418,418,cebuano,2
419,419,cebuano,2
420,420,cebuano,2
421,421,cebuano,2
422,422,cebuano,2
423,423,cebuano,2
424,424,cebuano,2
425,425,cebuano,2
426,426,cebuano,2
427,427,cebuano,2
428,428,cebuano,2
429,429,cebuano,2
430,430,cebuano,2
431,431,cebuano,2
432,432,cebuano,2
433,433,cebuano,2
434,434,cebuano,2
435,435,cebuano,2
436,436,cebuano,2
437,437,cebuano,2
438,438,cebuano,2
439,439,cebuano,2
440,440,cebuano,2
441,441,cebuano,2
442,442,cebuano,2
443,443,cebuano,2
444,444,cebuano,2
445,445,cebuano,2
446,446,cebuano,2
447,447,cebuano,2
448,448,cebuano,2
449,449,cebuano,2
450,450,cebuano,2
451,451,cebuano,2
452,452,cebuano,2
453,453,cebuano,2
454,454,cebuano,2
455,455,cebuano,2
456,456,cebuano,2
457,457,cebuano,2
458,458,cebuano,2
459,459,cebuano,2
460,460,cebuano,2
461,461,cebuano,2
462,462,cebuano,2
463,463,cebuano,2
464,464,cebuano,2
465,465,cebuano,2
466,466,cebuano,2
467,467,cebuano,2
468,468,cebuano,2
469,469,cebuano,2
470,470,cebuano,2
471,471,cebuano,2
472,472,cebuano,2
473,473,cebuano,2
474,474,cebuano,2
475,475,cebuano,2
476,476,cebuano,2
477,477,cebuano,2
478,478,cebuano,2
479,479,cebuano,2
480,480,cebuano,2
481,481,cebuano,2
482,482,cebuano,2
483,483,cebuano,2
484,484,cebuano,2
485,485,cebuano,2
486,486,cebuano,2
487,487,cebuano,2
488,488,cebuano,2
489,489,cebuano,2
490,490,cebuano,2
491,491,cebuano,2
492,492,cebuano,2
493,493,cebuano,2
494,494,cebuano,2
495,495,cebuano,2
496,496,cebuano,2
497,497,cebuano,2
498,498,cebuano,2
499,499,cebuano,2
500,500,cebuano,2
501,501,cebuano,2
502,502,cebuano,2
503,503,cebuano,3
504,504,cebuano,3
505,505,cebuano,3
506,506,cebuano,3
507,507,cebuano,3
508,508,cebuano,3
509,509,cebuano,3
510,510,cebuano,3
511,511,cebuano,3
512,512,cebuano,3
513,513,cebuano,3
514,514,cebuano,3
515,515,cebuano,3
516,516,cebuano,3
517,517,cebuano,3
518,518,cebuano,3
519,519,cebuano,3
520,520,cebuano,3
521,521,cebuano,3
522,522,cebuano,3
523,523,cebuano,3
524,524,cebuano,3
525,525,cebuano,3
526,526,cebuano,3
527,527,cebuano,3
528,528,cebuano,3
529,529,cebuano,3
530,530,cebuano,3
531,531,cebuano,3
532,532,cebuano,3
533,533,cebuano,3
534,534,cebuano,3
535,535,cebuano,3
536,536,cebuano,3
537,537,cebuano,3
538,538,cebuano,3
539,539,cebuano,3
540,540,cebuano,3
541,541,cebuano,3
542,542,cebuano,3
543,543,cebuano,3
544,544,cebuano,3
545,545,cebuano,3
546,546,cebuano,3
547,547,cebuano,3
548,548,cebuano,3
549,549,cebuano,3
550,550,cebuano,3
551,551,cebuano,3
552,552,cebuano,3
553,553,cebuano,3
554,554,cebuano,3
555,555,cebuano,3
556,556,cebuano,3
557,557,cebuano,3
558,558,cebuano,3
559,559,cebuano,3
560,560,cebuano,3
561,561,cebuano,3
562,562,cebuano,3
563,563,cebuano,3
564,564,cebuano,3
565,565,cebuano,3
566,566,cebuano,3
567,567,cebuano,3
568,568,cebuano,3
569,569,cebuano,3
570,570,cebuano,3
571,571,cebuano,3
572,572,cebuano,3
573,573,cebuano,3
574,574,cebuano,3
575,575,cebuano,3
576,576,cebuano,3
577,577,cebuano,3
578,578,cebuano,3
579,579,cebuano,3
580,580,cebuano,3
581,581,cebuano,3
582,582,cebuano,3
583,583,cebuano,3
584,584,bikol,1
585,585,bikol,1
586,586,bikol,1
587,587,bikol,1
588,588,bikol,1
589,589,bikol,1
590,590,bikol,1
591,591,bikol,1
592,592,bikol,1
593,593,bikol,1
594,594,bikol,1
595,595,bikol,1
596,596,bikol,1
597,597,bikol,1
598,598,bikol,1
599,599,bikol,1
600,600,bikol,1
601,601,bikol,1
602,602,bikol,1
603,603,bikol,1
604,604,bikol,1
605,605,bikol,1
606,606,bikol,1
607,607,bikol,1
608,608,bikol,1
609,609,bikol,1
610,610,bikol,1
611,611,bikol,1
612,612,bikol,1
613,613,bikol,1
614,614,bikol,1
615,615,bikol,1
616,616,bikol,1
617,617,bikol,1
618,618,bikol,1
619,619,bikol,1
620,620,bikol,1
621,621,bikol,1
622,622,bikol,1
623,623,bikol,1
624,624,bikol,1
625,625,bikol,1
626,626,bikol,1
627,627,bikol,1
628,628,bikol,1
629,629,bikol,1
630,630,bikol,1
631,631,bikol,1
632,632,bikol,1
633,633,bikol,1
634,634,bikol,1
635,635,bikol,1
636,636,bikol,1
637,637,bikol,1
638,638,bikol,1
639,639,bikol,1
640,640,bikol,1
641,641,bikol,1
642,642,bikol,1
643,643,bikol,1
644,644,bikol,1
645,645,bikol,1
646,646,bikol,1
647,647,bikol,1
648,648,bikol,1
649,649,bikol,1
650,650,bikol,1
651,651,bikol,1
652,652,bikol,2
653,653,bikol,2
654,654,bikol,2
655,655,bikol,2
656,656,bikol,2
657,657,bikol,2
658,658,bikol,2
659,659,bikol,2
660,660,bikol,2
661,661,bikol,2
662,662,bikol,2
663,663,bikol,2
664,664,bikol,2
665,665,bikol,2
666,666,bikol,2
667,667,bikol,2
668,668,bikol,2
669,669,bikol,2
670,670,bikol,2
671,671,bikol,2
672,672,bikol,2
673,673,bikol,2
674,674,bikol,2
675,675,bikol,2
676,676,bikol,2
677,677,bikol,2
678,678,bikol,2
679,679,bikol,3
680,680,bikol,3
681,681,bikol,3
682,682,bikol,3
683,683,bikol,3
684,684,bikol,3
685,685,bikol,3
686,686,bikol,3
687,687,bikol,3
688,688,bikol,3
689,689,bikol,3
690,690,bikol,3
691,691,bikol,3
692,692,bikol,3
693,693,bikol,3
694,694,bikol,3
695,695,bikol,3
696,696,bikol,3
697,697,bikol,3
698,698,bikol,3
699,699,bikol,3
700,700,bikol,3
701,701,bikol,3
702,702,bikol,3
703,703,bikol,3
704,704,bikol,3
705,705,bikol,3
706,706,bikol,3
707,707,bikol,3
708,708,bikol,3
709,709,bikol,3
710,710,bikol,3
711,711,bikol,3
712,712,bikol,3
713,713,bikol,3
714,714,bikol,3
715,715,bikol,3
716,716,bikol,3
717,717,bikol,3
718,718,bikol,3
719,719,bikol,3
720,720,bikol,3
721,721,bikol,3
722,722,bikol,3
723,723,bikol,3
724,724,bikol,3
725,725,bikol,3
726,726,bikol,3
727,727,bikol,3
728,728,bikol,3
729,729,bikol,3
730,730,bikol,3
731,731,bikol,3
732,732,bikol,3
733,733,bikol,3
