doc_id,language,label,split_role
175,tagalog,3,high_resource
176,tagalog,3,high_resource
177,tagalog,3,high_resource
178,tagalog,3,high_resource
179,tagalog,3,high_resource
180,tagalog,3,high_resource
181,tagalog,3,high_resource
182,tagalog,3,high_resource
183,tagalog,3,high_resource
184,tagalog,3,high_resource
185,tagalog,3,high_resource
186,tagalog,3,high_resource
187,tagalog,3,high_resource
188,tagalog,3,high_resource
189,tagalog,3,high_resource
190,tagalog,3,high_resource
191,tagalog,3,high_resource
192,tagalog,3,high_resource
193,tagalog,3,high_resource
194,tagalog,3,high_resource
195,tagalog,3,high_resource
196,tagalog,3,high_resource
197,tagalog,3,high_resource
198,tagalog,3,high_resource
199,tagalog,3,high_resource
200,tagalog,3,high_resource
201,tagalog,3,high_resource
202,tagalog,3,high_resource
203,tagalog,3,high_resource
204,tagalog,3,high_resource
205,tagalog,3,high_resource
206,tagalog,3,high_resource
207,tagalog,3,high_resource
208,tagalog,3,high_resource
209,tagalog,3,high_resource
210,tagalog,3,high_resource
211,tagalog,3,high_resource
212,tagalog,3,high_resource
213,tagalog,3,high_resource
214,tagalog,3,high_resource
215,tagalog,3,high_resource
216,tagalog,3,high_resource
217,tagalog,3,high_resource
218,tagalog,3,high_resource
219,tagalog,3,high_resource
220,tagalog,3,high_resource
221,tagalog,3,high_resource
222,tagalog,3,high_resource
223,tagalog,3,high_resource
224,tagalog,3,high_resource
225,tagalog,3,high_resource
226,tagalog,3,high_resource
227,tagalog,3,high_resource
228,tagalog,3,high_resource
229,tagalog,3,high_resource
230,tagalog,3,high_resource
231,tagalog,3,high_resource
232,tagalog,3,high_resource
233,tagalog,3,high_resource
234,tagalog,3,high_resource
235,tagalog,3,high_resource
236,tagalog,3,high_resource
237,tagalog,3,high_resource
238,tagalog,3,high_resource
239,cebuano,1,high_resource
240,cebuano,1,high_resource
241,cebuano,1,high_resource
242,cebuano,1,high_resource
243,cebuano,1,high_resource
244,cebuano,1,high_resource
245,cebuano,1,high_resource
246,cebuano,1,high_resource
247,cebuano,1,high_resource
248,cebuano,1,high_resource
249,cebuano,1,high_resource
250,cebuano,1,high_resource
251,cebuano,1,high_resource
252,cebuano,1,high_resource
253,cebuano,1,high_resource
254,cebuano,1,high_resource
255,cebuano,1,high_resource
256,cebuano,1,high_resource
257,cebuano,1,high_resource
258,cebuano,1,high_resource
259,cebuano,1,high_resource
260,cebuano,1,high_resource
261,cebuano,1,high_resource
262,cebuano,1,high_resource
263,cebuano,1,high_resource
264,cebuano,1,high_resource
265,cebuano,1,high_resource
266,cebuano,1,high_resource
267,cebuano,1,high_resource
268,cebuano,1,high_resource
269,cebuano,1,high_resource
270,cebuano,1,high_resource
271,cebuano,1,high_resource
272,cebuano,1,high_resource
273,cebuano,1,high_resource
274,cebuano,1,high_resource
275,cebuano,1,high_resource
276,cebuano,1,high_resource
277,cebuano,1,high_resource
278,cebuano,1,high_resource
279,cebuano,1,high_resource
280,cebuano,1,high_resource
281,cebuano,1,high_resource
282,cebuano,1,high_resource
283,cebuano,1,high_resource
284,cebuano,1,high_resource
285,cebuano,1,high_resource
286,cebuano,1,high_resource
287,cebuano,1,high_resource
288,cebuano,1,high_resource
289,cebuano,1,high_resource
290,cebuano,1,high_resource
291,cebuano,1,high_resource
292,cebuano,1,high_resource
293,cebuano,1,high_resource
294,cebuano,1,high_resource
295,cebuano,1,high_resource
296,cebuano,1,high_resource
297,cebuano,1,high_resource
298,cebuano,1,high_resource
299,cebuano,1,high_resource
300,cebuano,1,high_resource
301,cebuano,1,high_resource
302,cebuano,1,high_resource
303,cebuano,1,high_resource
304,cebuano,1,high_resource
305,cebuano,1,high_resource
306,cebuano,1,high_resource
307,cebuano,1,high_resource
308,cebuano,1,high_resource
309,cebuano,1,high_resource
310,cebuano,1,high_resource
311,cebuano,1,high_resource
312,cebuano,1,high_resource
313,cebuano,1,high_resource
314,cebuano,1,high_resource
315,cebuano,1,high_resource
316,cebuano,1,high_resource
317,cebuano,1,high_resource
318,cebuano,1,high_resource
319,cebuano,1,high_resource
320,cebuano,1,high_resource
321,cebuano,1,high_resource
322,cebuano,1,high_resource
323,cebuano,1,high_resource
324,cebuano,1,high_resource
325,cebuano,1,high_resource
326,cebuano,1,high_resource
327,cebuano,1,high_resource
328,cebuano,1,high_resource
329,cebuano,1,high_resource
330,cebuano,1,high_resource
331,cebuano,1,high_resource
332,cebuano,1,high_resource
333,cebuano,1,high_resource
334,cebuano,1,high_resource
335,cebuano,1,high_resource
336,cebuano,1,high_resource
337,cebuano,1,high_resource
338,cebuano,1,high_resource
339,cebuano,1,high_resource
340,cebuano,1,high_resource
341,cebuano,1,high_resource
342,cebuano,1,high_resource
343,cebuano,1,high_resource
344,cebuano,1,high_resource
345,cebuano,1,high_resource
346,cebuano,1,high_resource
347,cebuano,1,high_resource
348,cebuano,1,high_resource
349,cebuano,1,high_resource
350,cebuano,1,high_resource
351,cebuano,1,high_resource
352,cebuano,1,high_resource
353,cebuano,1,high_resource
354,cebuano,1,high_resource
355,cebuano,1,high_resource
356,cebuano,1,high_resource
357,cebuano,1,high_resource
358,cebuano,1,high_resource
359,cebuano,1,high_resource
360,cebuano,1,high_resource
361,cebuano,1,high_resource
362,cebuano,1,high_resource
363,cebuano,1,high_resource
364,cebuano,1,high_resource
365,cebuano,1,high_resource
366,cebuano,1,high_resource
367,cebuano,1,high_resource
368,cebuano,1,high_resource
369,cebuano,1,high_resource
370,cebuano,1,high_resource
371,cebuano,1,high_resource
372,cebuano,1,high_resource
373,cebuano,1,high_resource
374,cebuano,1,high_resource
375,cebuano,1,high_resource
376,cebuano,1,high_resource
377,cebuano,1,high_resource
378,cebuano,1,high_resource
379,cebuano,1,high_resource
380,cebuano,1,high_resource
381,cebuano,1,high_resource
382,cebuano,1,high_resource
383,cebuano,1,high_resource
384,cebuano,1,high_resource
385,cebuano,1,high_resource
386,cebuano,1,high_resource
387,cebuano,1,high_resource
388,cebuano,1,high_resource
389,cebuano,1,high_resource
390,cebuano,1,high_resource
391,cebuano,1,high_resource
392,cebuano,1,high_resource
393,cebuano,1,high_resource
394,cebuano,1,high_resource
395,cebuano,1,high_resource
396,cebuano,1,high_resource
397,cebuano,1,high_resource
398,cebuano,1,high_resource
399,cebuano,1,high_resource
400,cebuano,1,high_resource
401,cebuano,1,high_resource
402,cebuano,1,high_resource
403,cebuano,2,high_resource
404,cebuano,2,high_resource
405,cebuano,2,high_resource
406,cebuano,2,high_resource
407,cebuano,2,high_resource
408,cebuano,2,high_resource
409,cebuano,2,high_resource
410,cebuano,2,high_resource
411,cebuano,2,high_resource
412,cebuano,2,high_resource
413,cebuano,2,high_resource
414,cebuano,2,high_resource
415,cebuano,2,high_resource
416,cebuano,2,high_resource
417,cebuano,2,high_resource
418,cebuano,2,high_resource
419,cebuano,2,high_resource
420,cebuano,2,high_resource
421,cebuano,2,high_resource
422,cebuano,2,high_resource
423,cebuano,2,high_resource
424,cebuano,2,high_resource
425,cebuano,2,high_resource
426,cebuano,2,high_resource
427,cebuano,2,high_resource
428,cebuano,2,high_resource
429,cebuano,2,high_resource
430,cebuano,2,high_resource
431,cebuano,2,high_resource
432,cebuano,2,high_resource
433,cebuano,2,high_resource
434,cebuano,2,high_resource
435,cebuano,2,high_resource
436,cebuano,2,high_resource
437,cebuano,2,high_resource
438,cebuano,2,high_resource
439,cebuano,2,high_resource
440,cebuano,2,high_resource
441,cebuano,2,high_resource
442,cebuano,2,high_resource
443,cebuano,2,high_resource
444,cebuano,2,high_resource
445,cebuano,2,high_resource
446,cebuano,2,high_resource
447,cebuano,2,high_resource
448,cebuano,2,high_resource
449,cebuano,2,high_resource
450,cebuano,2,high_resource
451,cebuano,2,high_resource
452,cebuano,2,high_resource
453,cebuano,2,high_resource
454,cebuano,2,high_resource
455,cebuano,2,high_resource
456,cebuano,2,high_resource
457,cebuano,2,high_resource
458,cebuano,2,high_resource
459,cebuano,2,high_resource
460,cebuano,2,high_resource
461,cebuano,2,high_resource
462,cebuano,2,high_resource
463,cebuano,2,high_resource
464,cebuano,2,high_resource
465,cebuano,2,high_resource
466,cebuano,2,high_resource
467,cebuano,2,high_resource
468,cebuano,2,high_resource
469,cebuano,2,high_resource
470,cebuano,2,high_resource
471,cebuano,2,high_resource
472,cebuano,2,high_resource
473,cebuano,2,high_resource
474,cebuano,2,high_resource
475,cebuano,2,high_resource
476,cebuano,2,high_resource
477,cebuano,2,high_resource
478,cebuano,2,high_resource
479,cebuano,2,high_resource
480,cebuano,2,high_resource
481,cebuano,2,high_resource
482,cebuano,2,high_resource
483,cebuano,2,high_resource
484,cebuano,2,high_resource
485,cebuano,2,high_resource
486,cebuano,2,high_resource
487,cebuano,2,high_resource
488,cebuano,2,high_resource
489,cebuano,2,high_resource
490,cebuano,2,high_resource
491,cebuano,2,high_resource
492,cebuano,2,high_resource
493,cebuano,2,high_resource
494,cebuano,2,high_resource
495,cebuano,2,high_resource
496,cebuano,2,high_resource
497,cebuano,2,high_resource
498,cebuano,2,high_resource
499,cebuano,2,high_resource
500,cebuano,2,high_resource
501,cebuano,2,high_resource
502,cebuano,2,high_resource
503,cebuano,3,high_resource
504,cebuano,3,high_resource
505,cebuano,3,high_resource
506,cebuano,3,high_resource
507,cebuano,3,high_resource
508,cebuano,3,high_resource
509,cebuano,3,high_resource
510,cebuano,3,high_resource
511,cebuano,3,high_resource
512,cebuano,3,high_resource
513,cebuano,3,high_resource
514,cebuano,3,high_resource
515,cebuano,3,high_resource
516,cebuano,3,high_resource
517,cebuano,3,high_resource
518,cebuano,3,high_resource
519,cebuano,3,high_resource
520,cebuano,3,high_resource
521,cebuano,3,high_resource
522,cebuano,3,high_resource
523,cebuano,3,high_resource
524,cebuano,3,high_resource
525,cebuano,3,high_resource
526,cebuano,3,high_resource
527,cebuano,3,high_resource
528,cebuano,3,high_resource
529,cebuano,3,high_resource
530,cebuano,3,high_resource
531,cebuano,3,high_resource
532,cebuano,3,high_resource
533,cebuano,3,high_resource
534,cebuano,3,high_resource
535,cebuano,3,high_resource
536,cebuano,3,high_resource
537,cebuano,3,high_resource
538,cebuano,3,high_resource
539,cebuano,3,high_resource
540,cebuano,3,high_resource
541,cebuano,3,high_resource
542,cebuano,3,high_resource
543,cebuano,3,high_resource
544,cebuano,3,high_resource
545,cebuano,3,high_resource
546,cebuano,3,high_resource
547,cebuano,3,high_resource
548,cebuano,3,high_resource
549,cebuano,3,high_resource
550,cebuano,3,high_resource
551,cebuano,3,high_resource
552,cebuano,3,high_resource
553,cebuano,3,high_resource
554,cebuano,3,high_resource
555,cebuano,3,high_resource
556,cebuano,3,high_resource
557,cebuano,3,high_resource
558,cebuano,3,high_resource
559,cebuano,3,high_resource
560,cebuano,3,high_resource
561,cebuano,3,high_resource
562,cebuano,3,high_resource
563,cebuano,3,high_resource
564,cebuano,3,high_resource
565,cebuano,3,high_resource
566,cebuano,3,high_resource
567,cebuano,3,high_resource
568,cebuano,3,high_resource
569,cebuano,3,high_resource
570,cebuano,3,high_resource
571,cebuano,3,high_resource
572,cebuano,3,high_resource
573,cebuano,3,high_resource
574,cebuano,3,high_resource
575,cebuano,3,high_resource
576,cebuano,3,high_resource
577,cebuano,3,high_resource
578,cebuano,3,high_resource
579,cebuano,3,high_resource
580,cebuano,3,high_resource
581,cebuano,3,high_resource
582,cebuano,3,high_resource
583,cebuano,3,high_resource
584,bikol,1,high_resource
585,bikol,1,high_resource
586,bikol,1,high_resource
587,bikol,1,high_resource
588,bikol,1,high_resource
589,bikol,1,high_resource
590,bikol,1,high_resource
591,bikol,1,high_resource
592,bikol,1,high_resource
593,bikol,1,high_resource
594,bikol,1,high_resource
595,bikol,1,high_resource
596,bikol,1,high_resource
597,bikol,1,high_resource
598,bikol,1,high_resource
599,bikol,1,high_resource
600,bikol,1,high_resource
601,bikol,1,high_resource
602,bikol,1,high_resource
603,bikol,1,high_resource
604,bikol,1,high_resource
605,bikol,1,high_resource
606,bikol,1,high_resource
607,bikol,1,high_resource
608,bikol,1,high_resource
609,bikol,1,high_resource
610,bikol,1,high_resource
611,bikol,1,high_resource
612,bikol,1,high_resource
613,bikol,1,high_resource
614,bikol,1,high_resource
615,bikol,1,high_resource
616,bikol,1,high_resource
617,bikol,1,high_resource
618,bikol,1,high_resource
619,bikol,1,high_resource
620,bikol,1,high_resource
621,bikol,1,high_resource
622,bikol,1,high_resource
623,bikol,1,high_resource
624,bikol,1,high_resource
625,bikol,1,high_resource
626,bikol,1,high_resource
627,bikol,1,high_resource
628,bikol,1,high_resource
629,bikol,1,high_resource
630,bikol,1,high_resource
631,bikol,1,high_resource
632,bikol,1,high_resource
633,bikol,1,high_resource
634,bikol,1,high_resource
635,bikol,1,high_resource
636,bikol,1,high_resource
637,bikol,1,high_resource
638,bikol,1,high_resource
639,bikol,1,high_resource
640,bikol,1,high_resource
641,bikol,1,high_resource
642,bikol,1,high_resource
643,bikol,1,high_resource
644,bikol,1,high_resource
645,bikol,1,high_resource
646,bikol,1,high_resource
647,bikol,1,high_resource
648,bikol,1,high_resource
649,bikol,1,high_resource
650,bikol,1,high_resource
651,bikol,1,high_resource
652,bikol,2,high_resource
653,bikol,2,high_resource
654,bikol,2,high_resource
655,bikol,2,high_resource
656,bikol,2,high_resource
657,bikol,2,high_resource
658,bikol,2,high_resource
659,bikol,2,high_resource
660,bikol,2,high_resource
661,bikol,2,high_resource
662,bikol,2,high_resource
663,bikol,2,high_resource
664,bikol,2,high_resource
665,bikol,2,high_resource
666,bikol,2,high_resource
667,bikol,2,high_resource
668,bikol,2,high_resource
669,bikol,2,high_resource
670,bikol,2,high_resource
671,bikol,2,high_resource
672,bikol,2,high_resource
673,bikol,2,high_resource
674,bikol,2,high_resource
675,bikol,2,high_resource
676,bikol,2,high_resource
677,bikol,2,high_resource
678,bikol,2,high_resource
679,bikol,3,high_resource
680,bikol,3,high_resource
681,bikol,3,high_resource
682,bikol,3,high_resource
683,bikol,3,high_resource
684,bikol,3,high_resource
685,bikol,3,high_resource
686,bikol,3,high_resource
687,bikol,3,high_resource
688,bikol,3,high_resource
689,bikol,3,high_resource
690,bikol,3,high_resource
691,bikol,3,high_resource
692,bikol,3,high_resource
693,bikol,3,high_resource
694,bikol,3,high_resource
695,bikol,3,high_resource
696,bikol,3,high_resource
697,bikol,3,high_resource
698,bikol,3,high_resource
699,bikol,3,high_resource
700,bikol,3,high_resource
701,bikol,3,high_resource
702,bikol,3,high_resource
703,bikol,3,high_resource
704,bikol,3,high_resource
705,bikol,3,high_resource
706,bikol,3,high_resource
707,bikol,3,high_resource
708,bikol,3,high_resource
709,bikol,3,high_resource
710,bikol,3,high_resource
711,bikol,3,high_resource
712,bikol,3,high_resource
713,bikol,3,high_resource
714,bikol,3,high_resource
715,bikol,3,high_resource
716,bikol,3,high_resource
717,bikol,3,high_resource
718,bikol,3,high_resource
719,bikol,3,high_resource
720,bikol,3,high_resource
721,bikol,3,high_resource
722,bikol,3,high_resource
723,bikol,3,high_resource
724,bikol,3,high_resource
725,bikol,3,high_resource
726,bikol,3,high_resource
727,bikol,3,high_resource
728,bikol,3,high_resource
729,bikol,3,high_resource
730,bikol,3,high_resource
731,bikol,3,high_resource
732,bikol,3,high_resource
733,bikol,3,high_resource
734,hiligaynon,1,low_resource
735,hiligaynon,1,low_resource
736,hiligaynon,1,low_resource
737,hiligaynon,1,low_resource
738,hiligaynon,1,low_resource
739,hiligaynon,1,low_resource
740,hiligaynon,1,low_resource
741,hiligaynon,1,low_resource
742,hiligaynon,1,low_resource
743,hiligaynon,1,low_resource
744,hiligaynon,1,low_resource
745,hiligaynon,1,low_resource
746,hiligaynon,1,low_resource
747,hiligaynon,1,low_resource
748,hiligaynon,1,low_resource
749,hiligaynon,1,low_resource
750,hiligaynon,1,low_resource
751,hiligaynon,1,low_resource
752,hiligaynon,1,low_resource
753,hiligaynon,1,low_resource
754,hiligaynon,1,low_resource
755,hiligaynon,1,low_resource
756,hiligaynon,1,low_resource
757,hiligaynon,1,low_resource
758,hiligaynon,1,low_resource
759,hiligaynon,1,low_resource
760,hiligaynon,1,low_resource
761,hiligaynon,1,low_resource
762,hiligaynon,1,low_resource
763,hiligaynon,1,low_resource
764,hiligaynon,1,low_resource
765,hiligaynon,1,low_resource
766,hiligaynon,1,low_resource
767,hiligaynon,1,low_resource
768,hiligaynon,1,low_resource
769,hiligaynon,1,low_resource
770,hiligaynon,1,low_resource
771,hiligaynon,1,low_resource
772,hiligaynon,1,low_resource
773,hiligaynon,1,low_resource
774,hiligaynon,1,low_resource
775,hiligaynon,1,low_resource
776,hiligaynon,1,low_resource
777,hiligaynon,1,low_resource
778,hiligaynon,1,low_resource
779,hiligaynon,1,low_resource
780,hiligaynon,1,low_resource
781,hiligaynon,1,low_resource
782,hiligaynon,1,low_resource
783,hiligaynon,1,low_resource
784,hiligaynon,1,low_resource
785,hiligaynon,1,low_resource
786,hiligaynon,1,low_resource
787,hiligaynon,1,low_resource
788,hiligaynon,1,low_resource
789,hiligaynon,1,low_resource
790,hiligaynon,1,low_resource
791,hiligaynon,1,low_resource
792,hiligaynon,1,low_resource
793,hiligaynon,1,low_resource
794,hiligaynon,2,low_resource
795,hiligaynon,2,low_resource
796,hiligaynon,2,low_resource
797,hiligaynon,2,low_resource
798,hiligaynon,2,low_resource
799,hiligaynon,2,low_resource
800,hiligaynon,2,low_resource
801,hiligaynon,2,low_resource
802,hiligaynon,2,low_resource
803,hiligaynon,2,low_resource
804,hiligaynon,2,low_resource
805,hiligaynon,2,low_resource
806,hiligaynon,2,low_resource
807,hiligaynon,2,low_resource
808,hiligaynon,2,low_resource
809,hiligaynon,2,low_resource
810,hiligaynon,2,low_resource
811,hiligaynon,2,low_resource
812,hiligaynon,2,low_resource
813,hiligaynon,2,low_resource
814,hiligaynon,2,low_resource
815,hiligaynon,3,low_resource
816,hiligaynon,3,low_resource
817,hiligaynon,3,low_resource
818,hiligaynon,3,low_resource
819,hiligaynon,3,low_resource
820,hiligaynon,3,low_resource
821,hiligaynon,3,low_resource
822,hiligaynon,3,low_resource
823,hiligaynon,3,low_resource
824,hiligaynon,3,low_resource
825,hiligaynon,3,low_resource
826,hiligaynon,3,low_resource
827,hiligaynon,3,low_resource
828,hiligaynon,3,low_resource
829,hiligaynon,3,low_resource
830,hiligaynon,3,low_resource
831,hiligaynon,3,low_resource
832,hiligaynon,3,low_resource
833,hiligaynon,3,low_resource
834,hiligaynon,3,low_resource
835,hiligaynon,3,low_resource
836,hiligaynon,3,low_resource
837,hiligaynon,3,low_resource
838,hiligaynon,3,low_resource
839,hiligaynon,3,low_resource
840,hiligaynon,3,low_resource
841,hiligaynon,3,low_resource
842,hiligaynon,3,low_resource
843,hiligaynon,3,low_resource
844,hiligaynon,3,low_resource
845,hiligaynon,3,low_resource
846,hiligaynon,3,low_resource
847,hiligaynon,3,low_resource
848,hiligaynon,3,low_resource
849,hiligaynon,3,low_resource
850,hiligaynon,3,low_resource
851,hiligaynon,3,low_resource
852,hiligaynon,3,low_resource
853,hiligaynon,3,low_resource
854,hiligaynon,3,low_resource
855,hiligaynon,3,low_resource
856,hiligaynon,3,low_resource
857,hiligaynon,3,low_resource
858,hiligaynon,3,low_resource
859,hiligaynon,3,low_resource
860,minasbate,1,low_resource
861,minasbate,1,low_resource
862,minasbate,1,low_resource
863,minasbate,1,low_resource
864,minasbate,1,low_resource
865,minasbate,1,low_resource
866,minasbate,1,low_resource
867,minasbate,1,low_resource
868,minasbate,1,low_resource
869,minasbate,1,low_resource
870,minasbate,1,low_resource
871,minasbate,1,low_resource
872,minasbate,1,low_resource
873,minasbate,1,low_resource
874,minasbate,1,low_resource
875,minasbate,1,low_resource
876,minasbate,1,low_resource
877,minasbate,1,low_resource
878,minasbate,1,low_resource
879,minasbate,1,low_resource
880,minasbate,1,low_resource
881,minasbate,1,low_resource
882,minasbate,1,low_resource
883,minasbate,1,low_resource
884,minasbate,1,low_resource
885,minasbate,1,low_resource
886,minasbate,1,low_resource
887,minasbate,1,low_resource
888,minasbate,1,low_resource
889,minasbate,1,low_resource
890,minasbate,1,low_resource
891,minasbate,1,low_resource
892,minasbate,1,low_resource
893,minasbate,1,low_resource
894,minasbate,1,low_resource
895,minasbate,1,low_resource
896,minasbate,1,low_resource
897,minasbate,1,low_resource
898,minasbate,1,low_resource
899,minasbate,1,low_resource
900,minasbate,1,low_resource
901,minasbate,1,low_resource
902,minasbate,1,low_resource
903,minasbate,1,low_resource
904,minasbate,1,low_resource
905,minasbate,1,low_resource
906,minasbate,1,low_resource
907,minasbate,1,low_resource
908,minasbate,1,low_resource
909,minasbate,1,low_resource
910,minasbate,1,low_resource
911,minasbate,1,low_resource
912,minasbate,1,low_resource
913,minasbate,1,low_resource
914,minasbate,1,low_resource
915,minasbate,1,low_resource
916,minasbate,1,low_resource
917,minasbate,1,low_resource
918,minasbate,1,low_resource
919,minasbate,1,low_resource
920,minasbate,1,low_resource
921,minasbate,1,low_resource
922,minasbate,1,low_resource
923,minasbate,1,low_resource
924,minasbate,1,low_resource
925,minasbate,1,low_resource
926,minasbate,1,low_resource
927,minasbate,1,low_resource
928,minasbate,1,low_resource
929,minasbate,1,low_resource
930,minasbate,1,low_resource
931,minasbate,1,low_resource
932,minasbate,1,low_resource
933,minasbate,1,low_resource
934,minasbate,1,low_resource
935,minasbate,1,low_resource
936,minasbate,1,low_resource
937,minasbate,1,low_resource
938,minasbate,1,low_resource
939,minasbate,1,low_resource
940,minasbate,1,low_resource
941,minasbate,1,low_resource
942,minasbate,1,low_resource
943,minasbate,1,low_resource
944,minasbate,1,low_resource
945,minasbate,1,low_resource
946,minasbate,1,low_resource
947,minasbate,1,low_resource
948,minasbate,1,low_resource
949,minasbate,1,low_resource
950,minasbate,1,low_resource
951,minasbate,1,low_resource
952,minasbate,1,low_resource
953,minasbate,1,low_resource
954,minasbate,1,low_resource
955,minasbate,1,low_resource
956,minasbate,1,low_resource
957,minasbate,1,low_resource
958,minasbate,1,low_resource
959,minasbate,1,low_resource
960,minasbate,1,low_resource
961,minasbate,1,low_resource
962,minasbate,1,low_resource
963,minasbate,1,low_resource
964,minasbate,1,low_resource
965,minasbate,1,low_resource
966,minasbate,1,low_resource
967,minasbate,1,low_resource
968,minasbate,1,low_resource
969,minasbate,1,low_resource
970,minasbate,1,low_resource
971,minasbate,1,low_resource
972,minasbate,1,low_resource
973,minasbate,1,low_resource
974,minasbate,1,low_resource
975,minasbate,1,low_resource
976,minasbate,1,low_resource
977,minasbate,1,low_resource
978,minasbate,1,low_resource
979,minasbate,2,low_resource
980,minasbate,2,low_resource
981,minasbate,2,low_resource
982,minasbate,2,low_resource
983,minasbate,2,low_resource
984,minasbate,2,low_resource
985,minasbate,2,low_resource
986,minasbate,2,low_resource
987,minasbate,2,low_resource
988,minasbate,2,low_resource
989,minasbate,2,low_resource
