level|flag|text
1|ok|Amo ini si Papa. Amo ini si Mama. Amo ini si Mama. Amo ini si Papa. Amo ini si Mama. Amo ini si Papa. Amo ini an akon pamilya. Pagsabot: 1. Nano an trabaho an ginahimo ni Mama sa kada litrato? 2. Sin-o an nagahimo sani na trabaho sa iyo balay? 3. Nano an ginahimo mo para mabuligan mo an imo Mama? 4. Nano an trabaho na ginahimo ni Papa sa litrato? 5. Sin-o an nagahimo sani na trabaho sa iyo balay? 6. Nano an imo ginahimo para mabuligan mo an imo Papa? 7. Sin-o an mga nakikita mo sani na pamilya? 8. Nalilipay ba an kada usad sa inda pag-urupod? 9. Pan- o nasabi? 10 .Nano an mga bagay na ginahimo niyo kaupod an imo pamilya na makapalipay sa imo? Aktibidadis: Magdrawing san litrato mo kaupod an imo pamilya. Nagahimo san mga de-kalidad na mga gamit sa eskwela an
1|ok|" Oras na para magliwan, " sabi san inda papa. " Kinahanglan ko sin masusul-ot, " sabat san babayi " Ohh! Amo ini an kustyom san akon maestra. " "Amo ini an akon kustyom na pang pulis." "Wow! Ini an akon mga kustyom na pang sundalo. " "Amo ini an akon kustyom na pang nars kag doktor." "Amo ini an akon kustyom na pang bumbero." "Amo ini an akon mga uniporme sa pag-eskwela." "Boo-hoo-hoo! Hain man an akon pula na palda? "Adi didi an imo pula na palda," sabi san iya kuya "Nakaliwan na ako kag preparado na magluwas."
1|ok|An Akon Tanoman San Pagkaon Ano an mga bagay na makikita mo saakon tanoman san pagkaon? Naga trabaho ako sa tanoman Ako an naga tubong san mga baboy tas mga ugang Naga panguha ako mga itlog. Naga himo ako san kudal. Naga guna ako tapos naga ukad sa tanoman. Naga pamudo ako kapayas. Naga pamutas ako mais. Ginakarga ko an mga bunay, kapayas tapos mais sa trak. Oras na para magkadto sa merkado. Mga hunga basi sa pagkasabot 1. Ano an mga tanom na makikita mo sa tanoman san mga pagkaon? 2. Ano an mga hayop na makikita mo sa tanoman? 3. Nano kay igwa sin kudal sa patalibong an mga baboy kag an mga ugang? 4. Nano kay kinahanglan san tawo bunyagan an iya mga tanom? 5. Nano kay kinahanglan tubongan san tawo an iya mga hayop? 6. Ano an nababatyagan san ugang pag nakikita san tawo an iya bunay? 7. Ano an iba na trabaho san tawo saiya tanoman? 8. Ano an san tawo sa mga bunay, mais kag kapayas? 9. Ano an iya hihimoon sa merkado? 10. Ano na mga tanom an imo papatubuon saimo tanuman? Hirimuon Mag drowing san piktyur san tanuman san pagkaon. Ano an mga trabaho na hihimuon mo?
1|ok|Yana an adlaw san pagkadto namon sa peryahan. Hooray! siyak san dyutay na Iraga. Hooray! siyak san mas dyutay na Iraga. Hooray! siyak san pinakadyutay na Iraga. Ginaplano ninda na sumakay sa tanan na mga rides! " Ayaw niyo ako italang!" Sabi san pinakagamay na Iraga. Nagkadto sinda sa bumping cars kag nagkanam. Nagsakay man sinda sa merry-go-round kun hain an kabayo naga taas kag pababa. Gintestingan man ninda an naga turutalibod na caterpillar coaster. Kag nag sakay sa Ferris Wheel. Nagkadto an magmanhod sa bakalan san balloon. ... kag nagbakal sinda sin tulo na balloon.... Anay lang, hain an pinakadyutay na Iraga? Nagdalagan an gamay na Iraga kag mas gamay na Iraga sa bumping cars, pero wara didto an pinakadyutay na Iraga. Dali-dali sinda na angkadto sa merry-go-round pero, wara gihapon didto an pinakadyutay na Iraga. Nagkadto man sinda sa caterpillar coaster pero wara gihapon didto an pinakadyutay na Iraga. Urhi ninda kinadto ang Ferris wheel , kag salamat sa Diyos! Adto an pinakadyutay na Iraga. Nagbakal an tulo na Iraga san tig-urusad na palamig. Usad, duwa, tulo na baso! Amo ini an pinakamasadya na adlaw sa peryahan. Hooray, Hooray, Hooray!
1|ok|May bag-o na kalo si Bentong. Siya mismo an naghimo sani. Kulay kayumanggi ini kag may halaba na ikog. Igwa man ini san sungay kag daragko na mata. Kamayo ini ni Kabaw, an iya karabaw. Kada naga huyop an hangin san kusog, anikog sani nagalupad-lupad san hataas. Masadya si Bentong sa iya bag-o na kalo. Ginsul-ot niya ini kag nagdalagan pakadto kan Kabaw. Yana, pwede na sinda magkanam parehas san duwa na karabaw. Nagdalagan sinda sa bukid sabay san paghuyop san hangin. "Wooooo!" siyak ni Bentong. "Moooooo!" sabi ni Kabaw. "Woooosh!" huyop san hangin. "Wheeee!" sabi san kalo. Bigla naghuyop an makusog na hangin. Nabutong an ikog san kalo kag ginlupad ini. Nagsab-it kan Bentong an ikog san kalo. Nahulog siya kan Kabaw. Namundo si Kabaw para sa iya kaamigo. Naghandal an hangin. Nakabatyag san kalooyan iya kalo. "Hali!" siyak ni Bentong. Gintapok nya an kalo. Ginlupad san hangin an kalo pataas, pataas kag pataas. "Hali! Hali! Hali!" an sabi san hangin sa kalo. Mamundo na nagpaaram an kalo. Naglupad an kalo sa hangin. Nawara ini. Pero yana, nagtuna na paghangin. Nagtuna na umuran. Nadumduman ni Bentong aniya kalo. Nagbalik sinda Bentong kag Kabaw sa bukid. Nagbuhos an uran na bagan dagom sainda likod. Nagkudog sa kahagkot sinda Bentong kag Kabaw. Nagtuna na magtangis si Bentong. Nadumduman nya an iya kalo. "Hain ka na, kalo ko?" San mabatian san hangin an pagtangis ni Bentong, ginhanap sani an iya kalo. Nakitanya ini! Naghuyop na naghuyop an hangin. Hinay-hinay na nag uli sa inda balay si Bentong kag Kabaw. San nakauli na sa balay si Bentong, nano an iya nakita? Yana, pwede na sinda utro magkanam na bagan duwa na karabaw. Si Bentong, si Kabaw kag san iya kalo. An makangangawa na kulay kayumanggi na kalo na may halaba na ikog, sungay kag daragko na mata. .
1|ok|Chan Pisey and Pisey Chan "Kaganda sani na adlaw para magbisikleta!" sabi ni Tok myentras ginakanaman an dara-dara na plastik bag sa iya abaga. "Nano an ginahimo mo, Tok?" an siyak ni Sophie. "Dili ka dapat nagatapok san imo plastik bag sa kamino!" "Kay nano dili?" an hunga ni Tok san maabutan sya ni Sophie. "Kay an plastik bag pwede magin usad na dako na problema san tanan!" Taudtaod, nakabati sinda Sophie kag Tok san tunog. Nag-udong kag naglingi sinda sa likod pero wara sinda san nakita kundi an plastik bag na ginlupad pahalayo. "Pamati, Tok. Kun mag-uran, aanudon an plastik bag pakadto sa suba kag maabri sani an dako na baba kag kakaunon an tanan na mga isda.'' "Kaibahan sa pamati, Sophie. Nano pa an pwede mangyari?'' "Pagkatapos kaunon san plastik bag an tanan na isda, madako na madako ini,'' sabi ni Sophie. "Magigin sobra sa kadako ini na maluwas sa tubig, malupad sa palibot kag mahanap pa san damo na kaunon." "Madako-dako ini kag makakaya san i tulunon an mga puno. Kag igwa ini san makusog na tawa na baga an dalugdog! Bwahahahaha!" "Damo-damo pa na plastik bag an maabot. Kakaunon ninda an mga isda, bubutungon an mga puno kag sisiraon an mga matahom na tanuman.'' "Magigin mapuyo kag mamunduon an kinab-an," sabi ni Sophie. "Kag kun wara na san mabilin para makaon an mga plastik bag, kita naman an inda isusunod," dagdag ni Sophie. Ginpikit ni Tok an iya mata. "Makadulag pa ba kita?" hunga nya. "Sikira," an sabat ni Sophie sabay kiling san abaga. "Habo ko na kaunon ako san plastik bag," sabi ni Tok. "Kaya dili ka magtapok sani, Tok. Puruton naton an plastik bag bag-o pa ini magin problema." San nakabalik na sinda Tok kag Sophie sa inda balay, nakita ninda na damo san plastik bag sa duta. "Sophie, kun pupuruton naton tanan na plastik bag na aton makikita, wara na sinda san tyansa na magdamo pa!'' "Tama ka, Tok. Himuon ta ini. Masasalbar naton na duwa an mundo!'' Mga dagdag na kaaraman sa kapalibutan Agod maibanan an paggamit san mga plastik, tanan na baraklan sa Phnom Penh kay ginahatagan san batas na pabayadon an mga parabakal na nagagamit san plastik bag. An gobyerno naghimo san usad na kompanya para pagahimuon an pagahatag san kaaraman sa mga tawo segun sa mga dili maayo na kakaabutan san plastik sa aton mundo, kag kun pano maibanan an paggamit sani. Para sa dagdag na impormasyon, bisitahon ini: 0X GThM An Dagdag na Kaaraman sa Kapalibutan ay ginbahagi san Conservation International sa pakikipagbuligan san
1|ok|Sadto na panahon, may dyutay na baryo na an tanan nagataranom san pula na rosas. Matahom an baryo kay damo san tanom na pula na rosas. Aram an inda baryo tungod sani na inda mga tanom. Pero wara'n nakaaram kun nano kay usad lang na klase an inda ginatanom na rosas. Nagatuod an iba sa inda na hali pa ini sa inda kanunununoan. An iba naman nagatuod na kun dili magtanom san pula na rosas isusumpa sinda. Usad na adlaw, may usad na gurang na nakakita san kahon sa sirong san iya balay. Pasadi-sadi na pisog an sulod sani. Nginarat an gurang. Dili nya aram kun papan-o idto nakaabot sa iya sirong. Nagdesisyon sya na itanom na lang an mga pisog sa iya natad. Gin-ataman nya san maayo an iya mga bag-o na tanom. San namurak ini, napuno an iya natad san pasadi-sadi na burak na may paiba-iba na kolor. Nangarat an mga taga-baryo san makita ninda an pasadi-sadi na kolor san burak. May dulaw, blue, violet kag puti na burak sa tunga san pula na rosas. Damo'n nag-isip na masusumpa an gurang kaya insabihan sya na halion dayon idto na mga burak na pasadi-sadi an kolor. "Dili ko kaya siraon an akon mga gin-ataman na tanom," sabat san gurang. Naurit sa gurang an mga taga-baryo. Dili na ninda gin-intyende an gurang kag an mga tanom sani. Nalisudan an gurang sa iya pangabuhay kay wara na sa iya san naga-intyende na katarakin. Usad na adlaw, nag-abot an usad na pintor na hali sa palasyo san hadi. Naaraman san hadi an kaayuhan san inda lugar na may mga matahom na burak. Kaya pinadara nya an iya pintor para ipinta ini. Malipay na ginbaton san mga taga-baryo an pintor. Ginlibot ninda ini sa may mga tanom na pula na rosas. Nagkita an pintor sa mga tanuman. Nagpili sya san halapit na bukid kag nagtuna na pagpinta. Naghulat an mga taga-baryo sa resulta. Nangarat sinda kay pasadi-sadi an kolor san burak na iya ginpinta. Nagsabi an usad na taga-baryo na masusumpa an pintor. "Kinahanglan an paiba-iba na kolor kag korte paramakahimo san matahom na pinta. Dili sumpa an pagigin kakaiba," sabat san pintor. Naisip san mga taga-baryo na tama an pintor kaya nag-udong na sinda pagtuod sa sumpa. Ginsakom ninda an gurang kag nagin masadya an tanan san pasadi-sadi na kolorsan burak. 1. Nano an gin-isip san mga taga-baryo na mangyayari kun dili pula na rosas an inda gintanom? 2. Nano an mga kolor san burak na nakuha san gurang sa kahon? 3. Nano an ginsabi san pintor sa mga taga-baryo? 4. Nano na kolor an imo gusto? Nano kay gusto mo ini? Ginhimo
1|ok|"Nawawara ako", sabi san gamay na buyog. "Di ko mahanap an akon balay!" "Pwede mo ba ako mabuligan, Mister Elepante?" "Balay mo ba ini na salag, gamay na buyog?" hunga san elepante. "Dili po!" tangis san gamay na buyog. "Balay po ina san sapat." "Balay mo ba ini na kweba?" hunga san elepante. "Dili po! Balay ini san kabog." "Balay mo ba ini na balay-buyog?" "Opo, opo!" masadya na sabi san gamay na buyog. "Amo po ini an balay ko." "Salamat sa pagbulig sa akon, Mister Elepante."
1|ok|Ung Keamesa and Mut Somaly Kada gab-i may nagadaguso paubos na usad na dako na sapat para mandakop san mga insekto para sa iya panigab-ihon. Kasindako san usad na anay na baboy ini na sapat. An iya mga mata kolor-pula na bagan kalayo. An iya tuka pareho katarom san sundang. An iya mga pakpak nakahimo san nakapangirabot na anino. An tanan na insekto nagkaharadlok. Usad na adlaw, nagtiripon sinda agod mapag-istoryahan an problema. "Kinahanglan naton sya itsahan san maati na bola," sabi ni kuliglig. "Dili," pugol ni tipaklong, "dapat maghimo kita san kalayo para mapahali sya." "Basi masunog san kalayo an entiro kabas-an," sabat san buyog. Wara san nauyon sa mga solusyon. Taudtaod, nagkamang an gangis palabas san megaphone na nabilin sa duta. "Igwa ako san naisip kun pan-o mapahali an sapat," sabi nya sa tanan. "Kinahanglan naton maghimo san usad na bagay na mas dako pa sa sapat. Nano kaya kun mag-urupod kita agod makahimo san dako na horma san megaphone? Kun sarabay kita na magsiyak para makahimo san dako kag makusog na boses, mahahadlok sa aton an sapat kag dili na ini mabalik sa aton lugar." An tanan na insekto nag-uyon sa gangis. Sadto na kagab-ihon, an gangis kaupod an iba pa na mga insekto nag-ururupod kag naghimo san dako-dako na horma san megaphone. An mga insekto na may daragko na kalawason kag todo an boses matindog sa likudan. An mga insekto na may tigdyutay na kalawason kag hataas na boses matindog sa unahan. Nag-abot na an dako na sapat. Naglupad ini patalibod sa inda ginhorma na megaphone. Nagkaharadlok an mga insekto kag nagburulag san paglupad paharayo sa kada usad. Nakadakop an dako na sapat san pira na insekto para sa iya panigab-i. Sa sunod na gab-i, nagtiripon utro sani na oras, nagtuna sinda paghimo san ribok. Pero dili sarabay an ribok na nahimo ninda. Diretso naglupad sa inda an sapat kag sinira an inda horma na megaphone. Nagkahurulog an mga insekto sa duta kag an iba sa inda nasamadan. Pagkahuman sadto, damo sa inda an nawar-an san interes na mag-intra sa plano. Ginkumbinsi san gangis an tanan. "Kun dili naton testingan, tanan kita magkakamaratay. Ayaw kamo pagkahadlok." Nagkaurusad sinda na testingan utro. "Sa oras na ini, hulaton nyo an akon sinyas," sabi san gangis. "Masiyak ako san 'Chrek! Chrek! Chrek!' Pagkatapos, dapat sarabay an tanan na maghimo san tunog." Pagkasunod na gab-i, nag-abot an dako na sapat. Nakita na naman nya an megaphone sadto na lugar pero aram nya na mga insekto lang ini kaya ginlusob nya diretso. Nagsinyas na an gangis, "Chrek! Chrek! Chrek!" Sarabay naghimo san tunog an mga insekto. Tung! Tung! Ngung! Ngung! Ho! Ho! Hmm! Hmm! Tung! Tung! Ngung! Ngung! Ho! Ho! Hmm! Hmm! Nginarat an dako na sapat. An inda nahimo na ribok masakit sa iya talinga kaya nagdali-dali ini paglupad paharayo. Nagselebrar an mga insekto, "Nahimo naton! Nahimo naton na ururupod!"
1|ok|Si Matsa kag Ali nagakita san mga bituon. "Gusto ko sin bituon na irog sadto na adto sa langit. Nagasirak sinda sin maguruganda", sabi ni Ali. Nagsabat si Matsa, "Yana na gab-i, magturog na anay kita. Kay bwas hatagan ko ikaw sin usad." Pagka-utro adlaw naghunga si Ali: "Hain man po an bituon na sabi mo ihahatag mo sa akon?" "Kadi kag sabay kita maghurma san bituon. Ipakita ko man sa imo kun pan-o." An sabi ni Matsa kan Ali. Nagpamati gayud si Ali sa kan ate niya kun panu an paghimo san hinurma na bituon. Tapos, naghimo siya sin damon sidto. Nasorpresa si Matsa. "Matibay ka na yana. Makahimo ka na san bituon maski pera pa an gusto mo." Sabi ni Matsa kan Ali. Nag ngirit si Ali kag malipay na ugwa siya sin bag-o na mga bituon. "Salamat sin damo-damo ate sa pagtukdo mo saakon kun panu maghimo san sadiri ko na mga bituon!" sabi ni Ali kan Matsa
1|ok|Usad na aga, an dyutay na Amo nagakanam-kanam myentras an iya iloy nagapamudo sin prutas. An dyutay na bata na Amo kay nagapudo sin dahon. Masadya siya. Ginpangpudo niya tanan na dahon sa usad na sanga kag naglumpat naman siya pakadto sa luyo na sanga. Crrraaackkk! nabari an sanga! San mahulog an dyutay na Amo, bigla may naghaw-as na dako na isda sa tubig. Pero may makusog na kamot na umabot dayun kag naligtas an dyutay na Amo. Pagkautro adlaw, bumalik an dyutay na Amo sa pagpamudo sin dahon. Nagtapok-tapok sin mga dahon an dyutay na Amo sa tubig. San bigla na.... Aha! Mautak ka na dyutay na Amo! Nakaaram siya kun panu siya magiging ligtas sa puno.
1|ok|An espesyal na tambol. Nabarian san bukog sa tiil si Ares tungod sa linog kaya dili sya nakalakat. Maayo nala kay igwa sya san pankolor kag papel. Pero san matuna na magdrowing si Ares... Bam! Bam! Bonk! Bonk! Hala! Bagan si Intan gayud idto. Nano naman kaya an iya ginapokpok? Dili sya nagaudong sa iya ginahimo. "Intaan!" an siyak ni Ares sa iya manghod. Pero nagapabungol-bungol la ini na bagan wara'n nababati. Nagpadayon sya sa pagpokpok san balde. "Intaaaan!" an mas makusog nya na siyak. Pan-o nya kaya mapapaudong si Intan? Ginporbaran ni Ares na bunuon san bola na papel agod makuha an iya atensyon. Dili gihapon nagaudong si Intan. "Basi ini maggana," an naisip ni Ares. Ginlabay nya an lapis sa higdaan ni Intan. Aaargh!!! Nagakusog pa an tunog. Kling! Kling! Klak! Klak! Nagasiyak na si Intan, "Yay! Yay!" Nagtuna man magsiriyak an iba na mga bata, "Yay! Yay!" Bam! Bam! Klik! Klik! Gin-agda ni Intan si Ares na mag-intra sa inda. Tap. Tap. Hinay-hinay na gintapik ni Ares an iya higdaan. Yehey! Nalipay kag nagparalakpakan an tanan para kan Ares. Nagsinyas si Intan gamit an iya kamot kag sarabay sinda na nagparalakpakan. Bing! Bang! Plik! Plak! Tik! Tak! Klip! Klap! Sa pagpasunod ni Intan nakahimo sinda san damo na tunog kag ini nagin matahom na musika.
