book_title,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Ang Gasa,0.6595744680851063,0.6595744680851063,0.6595744680851063,0.5666666666666667,0.5,0.5666666666666667,1
Ang Gatas sa Lata,0.8059701492537313,0.7910447761194029,0.7910447761194029,0.75,0.5,0.6590909090909091,1
Ang Hardin Ni Balaraw,0.6723356009070295,0.6519274376417233,0.6961451247165533,0.6473282442748092,0.5404580152671755,0.6290076335877862,1
Ang Hardin Ni Hannah,0.7142857142857143,0.6600985221674877,0.7044334975369458,0.6288659793814433,0.5223367697594502,0.7353951890034365,1
Ang Hardin Ni Susan,0.6566265060240963,0.6024096385542169,0.7078313253012049,0.6764705882352942,0.6260504201680672,0.7647058823529411,1
Ang Hiniktan ni Islaw,0.7674418604651163,0.6837209302325581,0.7767441860465116,0.7086092715231788,0.5695364238410596,0.7483443708609272,1
Ang Iring ni Ling,0.7575757575757576,0.6363636363636364,0.7272727272727273,0.8372093023255814,0.7906976744186046,0.9069767441860465,1
Ang Iring ni Luming,0.6722222222222223,0.5611111111111111,0.6333333333333333,0.7575757575757576,0.6515151515151515,0.75,1
Ang Iro ni Pedro,0.7928286852589641,0.7729083665338645,0.8127490039840638,0.7740112994350282,0.7288135593220338,0.847457627118644,1
Ang Itoy ni Ikoy,0.726027397260274,0.636986301369863,0.7397260273972602,0.5979381443298969,0.5670103092783505,0.6907216494845361,1
Ang Kabaw nga si Kulas,0.7777777777777778,0.7916666666666666,0.8055555555555556,0.6326530612244898,0.5918367346938775,0.7346938775510204,1
Ang Kabaw ni lolo,0.625,0.5357142857142857,0.625,0.4594594594594595,0.3783783783783784,0.4864864864864865,1
Ang Kaka ni Katkat,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
Ang Kaka ni Tata,1.0,1.0,1.0,1.0,1.0,1.0,1
Ang Kaka,0.926829268292683,0.926829268292683,0.926829268292683,0.8095238095238095,0.6666666666666666,0.9047619047619048,1
Ang Kalikupan,0.7018633540372671,0.6583850931677019,0.7453416149068323,0.6446280991735537,0.6198347107438017,0.7603305785123967,1
Ang Kalo ni Karlo,0.6811594202898551,0.6376811594202898,0.6811594202898551,0.6521739130434783,0.5,0.6521739130434783,1
Ang Kama ni Mama ug Makmak,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.7777777777777778,0.6666666666666666,0.7777777777777778,1
Ang kama,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1
Ang Kamot ni Momay,0.6140350877192983,0.6140350877192983,0.6140350877192983,0.34285714285714286,0.5142857142857142,0.8857142857142857,1
Ang Kanding ni Karding,0.6483516483516484,0.6263736263736264,0.7252747252747253,0.5942028985507246,0.4927536231884058,0.6376811594202898,1
Ang Kanding Ni Pedro,0.675,0.6519230769230769,0.698076923076923,0.639686684073107,0.5691906005221932,0.6814621409921671,1
Ang Kanta ni Anta,0.7741935483870968,0.6728110599078341,0.7926267281105991,0.7484662576687117,0.7116564417177914,0.8220858895705522,1
Ang kilay ni Kentoy,0.6776315789473685,0.5855263157894737,0.6973684210526315,0.638095238095238,0.5714285714285714,0.6857142857142857,1
Ang Kusog nga Linog,0.6818181818181818,0.6573426573426573,0.7027972027972028,0.5885167464114832,0.5215311004784688,0.6555023923444976,1
Ang Kwarto Ko,0.7028985507246377,0.6666666666666666,0.7028985507246377,0.5306122448979592,0.5,0.6122448979591837,1
Ang Langaw,0.8562091503267973,0.8366013071895425,0.8758169934640523,0.7767857142857143,0.6071428571428571,0.7857142857142857,1
Ang Lapis ni Sedes,0.7407407407407407,0.6419753086419753,0.7160493827160493,0.6440677966101694,0.423728813559322,0.6779661016949152,1
Ang Lima ka Baki,0.8,0.7846153846153846,0.8769230769230769,0.7428571428571429,0.6285714285714286,0.6,1
Ang Lima ka Managsuon,0.7486033519553073,0.7057728119180633,0.7337057728119181,0.7372448979591837,0.6530612244897959,0.7627551020408163,1
Ang Magtutudlo,0.7625,0.7125,0.75,0.7377049180327869,0.639344262295082,0.8032786885245902,1
Ang Mama ni Tata,1.0,1.0,1.0,1.0,0.7222222222222222,1.0,1
Ang Mananagat,0.75390625,0.73046875,0.78515625,0.7430167597765364,0.6256983240223464,0.7988826815642458,1
Ang Mangga ni Manang Mina,0.7128205128205128,0.6666666666666666,0.6923076923076923,0.7172413793103448,0.5862068965517241,0.7517241379310344,1
Ang Mangga,0.7054263565891473,0.5891472868217055,0.7054263565891473,0.6236559139784946,0.5268817204301075,0.6989247311827957,1
Ang Manok,0.7560975609756098,0.7073170731707317,0.8048780487804879,0.6,0.56,0.76,1
Ang Mata ni Matmat,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.7142857142857143,0.7142857142857143,0.7142857142857143,1
Ang mata,0.84375,0.84375,0.859375,0.7631578947368421,0.7631578947368421,0.8421052631578947,1
Ang mga Bata,0.5692307692307692,0.6,0.5923076923076923,0.5157894736842106,0.45263157894736844,0.5578947368421052,1
Ang mga Isda,0.7311827956989247,0.7526881720430108,0.7419354838709677,0.578125,0.625,0.828125,1
Ang mga Prutas,0.6788321167883211,0.7007299270072993,0.7372262773722628,0.5208333333333334,0.5208333333333334,0.7083333333333334,1
Ang Monyeka,0.7049180327868853,0.6557377049180327,0.7158469945355191,0.6884057971014492,0.644927536231884,0.7608695652173914,1
Ang Ok-ok,0.6615384615384615,0.6153846153846154,0.6461538461538462,0.6341463414634146,0.6097560975609756,0.7073170731707317,1
Ang Panimalay,0.7309236947791165,0.6626506024096386,0.7028112449799196,0.6989795918367347,0.6224489795918368,0.75,1
Ang Pati ni Pipo,0.6038461538461538,0.5576923076923077,0.5884615384615385,0.5139664804469274,0.4301675977653631,0.5698324022346368,1
Ang Payag ni Tatay,0.6158536585365854,0.5914634146341463,0.6402439024390244,0.5333333333333333,0.5416666666666666,0.5916666666666667,1
Ang Plaza,0.6711711711711712,0.6666666666666666,0.6801801801801802,0.608433734939759,0.5421686746987951,0.7048192771084337,1
Ang Prutas,0.7088607594936709,0.6772151898734177,0.7658227848101266,0.6810344827586207,0.603448275862069,0.8103448275862069,1
Ang Regalo,0.7592592592592593,0.6666666666666666,0.7901234567901234,0.6440677966101694,0.5423728813559322,0.7796610169491526,1
Ang Relo ni Jelo,0.5214723926380368,0.46932515337423314,0.5460122699386503,0.4080717488789238,0.3901345291479821,0.5022421524663677,1
Ang Sakyanan,0.7777777777777778,0.7962962962962963,0.8009259259259259,0.6904761904761905,0.6071428571428571,0.7619047619047619,1
Ang Sapatos,0.7836734693877551,0.6857142857142857,0.7877551020408163,0.6820809248554913,0.6416184971098265,0.7803468208092486,1
Ang Saya ni Ana,0.78,0.68,0.78,0.7352941176470589,0.5955882352941176,0.7647058823529411,1
Ang Saya,0.8360655737704918,0.8360655737704918,0.8032786885245902,0.7567567567567568,0.5945945945945946,0.7837837837837838,1
Ang Sorpresa,0.7757009345794392,0.7102803738317757,0.7850467289719626,0.7388535031847133,0.6178343949044586,0.7961783439490446,1
Ang Tabanog ni Isko,0.7133757961783439,0.6178343949044586,0.6878980891719745,0.6608695652173913,0.6347826086956522,0.7478260869565218,1
Ang Tabanog,0.6785714285714286,0.65,0.6642857142857143,0.6435643564356436,0.594059405940594,0.7326732673267327,1
Ang Tam-is nga Mansanas,0.7277882797731569,0.7051039697542533,0.7277882797731569,0.6702412868632708,0.6085790884718498,0.7345844504021448,1
Ang Tanaman ni Helen,0.6302083333333334,0.5989583333333334,0.671875,0.6028368794326241,0.5531914893617021,0.75177304964539,1
Ang Tasa,0.9361702127659575,0.9361702127659575,0.9787234042553191,0.6428571428571429,0.6428571428571429,0.7857142857142857,1
Ang Tsinelas,0.6477987421383647,0.5660377358490566,0.6163522012578616,0.6434782608695652,0.5565217391304348,0.7217391304347827,1
Ang Tubig sa Gripo,0.6242038216560509,0.5732484076433121,0.6114649681528662,0.5663716814159292,0.5752212389380531,0.7522123893805309,1
Ang Tunghaan,0.6988636363636364,0.6477272727272727,0.7215909090909091,0.6466165413533834,0.5714285714285714,0.7218045112781954,1
Ang Unlan,0.8214285714285714,0.7678571428571429,0.8035714285714286,0.775,0.625,0.875,1
Ang Upat ka Managsuon,0.7721518987341772,0.740506329113924,0.7531645569620253,0.7603305785123967,0.6198347107438017,0.8429752066115702,1
Ang Utanon,0.7228915662650602,0.6445783132530121,0.7048192771084337,0.6475409836065574,0.5573770491803278,0.6967213114754098,1
Ang Xylophone,0.6270491803278688,0.5737704918032787,0.6352459016393442,0.519774011299435,0.5141242937853108,0.5423728813559322,1
Ang Yoyo,0.8214285714285714,0.5714285714285714,0.8214285714285714,0.375,0.375,0.5625,1
Atis ug Tambis,0.8888888888888888,0.7037037037037037,0.6111111111111112,0.3939393939393939,0.3939393939393939,0.7272727272727273,1
Baha sa Tunghaan sa Inayagan,0.6359223300970874,0.6067961165048543,0.6310679611650486,0.6129032258064516,0.5806451612903226,0.7483870967741936,1
Balay ni Maya,0.7543859649122807,0.7543859649122807,0.8070175438596491,0.8947368421052632,0.8947368421052632,0.8947368421052632,1
Barangay Ko Ampingan Ko,0.7760252365930599,0.7570977917981072,0.7949526813880127,0.776824034334764,0.6781115879828327,0.776824034334764,1
Buhok ni Mila,0.4827586206896552,0.45977011494252873,0.4942528735632184,0.4576271186440678,0.4406779661016949,0.5084745762711864,1
Dagan,0.9411764705882353,0.9411764705882353,0.9607843137254902,0.9722222222222222,0.8611111111111112,0.9166666666666666,1
Duha ka Higala,0.66875,0.63125,0.68125,0.5943396226415094,0.4339622641509434,0.6509433962264151,1
Gaihap ug Iring,0.6073298429319371,0.5287958115183246,0.5968586387434555,0.6942148760330579,0.7024793388429752,0.8760330578512396,1
Kaka ni Katkat,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8260869565217391,0.8260869565217391,0.8260869565217391,1
Kaka,1.0,1.0,1.0,1.0,1.0,1.0,1
Kaloy Mag-uuma,0.7647058823529411,0.7058823529411765,0.6911764705882353,0.6818181818181818,0.6818181818181818,0.7727272727272727,1
Kari na ug mulupad!,0.6334519572953736,0.6548042704626335,0.697508896797153,0.6635514018691588,0.5420560747663551,0.7009345794392523,1
Kasinatian sa Bukid,0.7291666666666666,0.7109375,0.7447916666666666,0.6548042704626335,0.6227758007117438,0.7366548042704626,1
Katkat Ta,0.90625,0.90625,0.90625,0.7,0.65,0.7,1
Kinabuhi sa Alibangbang,0.7464788732394366,0.6619718309859155,0.7464788732394366,0.6568627450980392,0.7156862745098039,0.8137254901960784,1
Koko ni Osta,0.625,0.625,0.625,0.08333333333333333,0.25,0.3333333333333333,1
Magtutudlo,0.7327586206896551,0.7068965517241379,0.7241379310344828,0.6547619047619048,0.6547619047619048,0.75,1
Mama sa Kama,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1
Mama,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1
Mananom Kita,0.690677966101695,0.6483050847457628,0.6949152542372882,0.6424581005586593,0.5977653631284916,0.6536312849162011,1
Manuroy Kita,0.5609756097560976,0.551219512195122,0.5756097560975609,0.506578947368421,0.40789473684210525,0.5460526315789473,1
Mao ni si Yoyo Som,0.6942675159235668,0.5859872611464968,0.6624203821656051,0.5294117647058824,0.46078431372549017,0.49019607843137253,1
Mata ni Dina,0.7368421052631579,0.6842105263157895,0.7719298245614035,0.868421052631579,0.6842105263157895,0.7631578947368421,1
Matmat,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.8181818181818182,0.6818181818181818,0.8181818181818182,1
Mga Pangalan sa Bata,0.92,0.92,0.92,0.7222222222222222,0.7222222222222222,0.7222222222222222,1
Nindot nga Ugma,0.7014218009478673,0.6919431279620853,0.7251184834123223,0.6666666666666666,0.6153846153846154,0.7435897435897436,1
Numero nga Usa hangtod Napulo,0.6614583333333334,0.6197916666666666,0.6770833333333334,0.6165413533834586,0.5714285714285714,0.7368421052631579,1
Paglimpyo sa Lawas,0.6363636363636364,0.5863636363636363,0.6681818181818182,0.56875,0.5,0.66875,1
Pagluto,0.639344262295082,0.6284153005464481,0.6830601092896175,0.60431654676259,0.5323741007194245,0.6258992805755396,1
Pamilyang Racaza,0.6870026525198939,0.6153846153846154,0.7161803713527851,0.6807017543859649,0.5894736842105263,0.7719298245614035,1
Prutas sa Basket,0.6219512195121951,0.6097560975609756,0.6219512195121951,0.5409836065573771,0.5081967213114754,0.45901639344262296,1
Prutas ug Gulay,0.7322834645669292,0.7244094488188977,0.7559055118110236,0.6363636363636364,0.6477272727272727,0.7954545454545454,1
Relo ni Willy,0.6949152542372882,0.5932203389830508,0.6779661016949152,0.6781609195402298,0.5517241379310345,0.6551724137931034,1
Sa Dagat,0.7692307692307693,0.7846153846153846,0.7692307692307693,0.75,0.6590909090909091,0.7954545454545454,1
Sa Zoo,0.6958762886597938,0.6391752577319587,0.7010309278350515,0.6312056737588653,0.5957446808510638,0.7659574468085106,1
Saya ni Mama,0.9591836734693877,0.9591836734693877,0.9591836734693877,1.0,0.6923076923076923,1.0,1
Si Balaraw,0.6697142857142857,0.6491428571428571,0.6948571428571428,0.6446153846153846,0.54,0.6292307692307693,1
Si Boboy ug Dodoy,0.6245847176079734,0.6013289036544851,0.6511627906976745,0.593607305936073,0.5525114155251142,0.6894977168949772,1
Si Cardo,0.6011560693641619,0.5606936416184971,0.6358381502890174,0.5966386554621849,0.5462184873949579,0.6302521008403361,1
Si Diday,0.8253968253968254,0.8253968253968254,0.8571428571428571,0.75,0.775,0.925,1
Si Kabang ug ang Puting Iring,0.7337962962962963,0.7106481481481481,0.7453703703703703,0.6862745098039216,0.6241830065359477,0.7549019607843137,1
Si Kabang,0.7361963190184049,0.7239263803680982,0.7607361963190185,0.7079646017699115,0.5575221238938053,0.7433628318584071,1
Si kokoy ug Si Kakay,0.6378378378378379,0.5972972972972973,0.6702702702702703,0.6162361623616236,0.4944649446494465,0.6051660516605166,1
Si kokoy,0.6378378378378379,0.5972972972972973,0.6702702702702703,0.6162361623616236,0.4944649446494465,0.6051660516605166,1
Si Lando,0.5823754789272031,0.5440613026819924,0.5823754789272031,0.51010101010101,0.494949494949495,0.5808080808080808,1
Si Leny,0.6795774647887324,0.6338028169014085,0.6901408450704225,0.6180904522613065,0.5025125628140703,0.7135678391959799,1
Si Lolo Lito,0.6777777777777778,0.6,0.6444444444444445,0.640625,0.578125,0.640625,1
Si Mama og si Tamtam,0.9375,0.9375,0.9375,0.6190476190476191,0.5238095238095238,1.0,1
Si Manang Tina,0.8395061728395061,0.8333333333333334,0.7777777777777778,0.8407079646017699,0.7168141592920354,0.8495575221238938,1
Si Maring,0.8201438848920863,0.7122302158273381,0.7985611510791367,0.8235294117647058,0.6764705882352942,0.7647058823529411,1
Si Mayde,0.7486338797814208,0.6721311475409836,0.7595628415300546,0.6666666666666666,0.6046511627906976,0.751937984496124,1
Si Navy ug si Bora,0.6164383561643836,0.6095890410958904,0.5958904109589042,0.5151515151515151,0.43434343434343436,0.5757575757575758,1
Si Nida ug Pina,0.7631578947368421,0.7631578947368421,0.8157894736842105,0.6190476190476191,0.7619047619047619,0.6666666666666666,1
Si Nino,0.6542056074766355,0.616822429906542,0.6588785046728972,0.5796178343949044,0.5477707006369427,0.6496815286624203,1
Si Ola ug Oli,0.6382978723404256,0.5531914893617021,0.723404255319149,0.34615384615384615,0.3076923076923077,0.5384615384615384,1
Si Osta,0.7567567567567568,0.7297297297297297,0.7567567567567568,0.5833333333333334,0.75,0.5833333333333334,1
Si Susan,0.6574923547400612,0.6024464831804281,0.7064220183486238,0.676595744680851,0.625531914893617,0.7659574468085106,1
Si Tata,0.9272727272727272,0.8727272727272727,0.9272727272727272,0.8181818181818182,0.696969696969697,0.9393939393939394,1
Si Tatay Marlito,0.7984189723320159,0.6996047430830039,0.7747035573122529,0.6451612903225806,0.5053763440860215,0.7311827956989247,1
Si Trining,0.7586206896551724,0.7413793103448276,0.7126436781609196,0.752,0.688,0.792,1
Si Yuko,0.7592592592592593,0.6296296296296297,0.7222222222222222,0.6764705882352942,0.6470588235294118,0.6764705882352942,1
Suroy-Suroy sa Tamnanan,0.6490683229813664,0.639751552795031,0.6801242236024845,0.6170678336980306,0.5776805251641138,0.6608315098468271,1
Tagu-Tagu,0.7016574585635359,0.7016574585635359,0.7237569060773481,0.776,0.624,0.8,1
Trak ni Nino,0.6020408163265306,0.5510204081632653,0.5918367346938775,0.6029411764705882,0.6176470588235294,0.6176470588235294,1
Tumba Lata,0.6910569105691057,0.7073170731707317,0.6910569105691057,0.6153846153846154,0.6263736263736264,0.6923076923076923,1
Tunghaan,0.75,0.717948717948718,0.75,0.6607142857142857,0.6071428571428571,0.8035714285714286,1
Unang mga Bulok,0.5833333333333334,0.4861111111111111,0.5,0.6326530612244898,0.5918367346938775,0.6938775510204082,1
Unlan ug Habol,0.6785714285714286,0.625,0.6607142857142857,0.5675675675675675,0.43243243243243246,0.5675675675675675,1
Unsa Nga Kahoy Kini,0.6900826446280992,0.6239669421487604,0.7272727272727273,0.6839080459770115,0.6206896551724138,0.8045977011494253,1
Usa ka Malipayong Adlaw sa Umahan,0.6812865497076024,0.6432748538011696,0.6608187134502924,0.5910931174089069,0.5101214574898786,0.5951417004048583,1
Vase ni Queenie,0.6759259259259259,0.6481481481481481,0.6898148148148148,0.6298701298701299,0.5324675324675324,0.7012987012987013,1
Akong Mama ug Ako,0.7226890756302521,0.6834733893557423,0.7310924369747899,0.6715867158671587,0.5977859778597786,0.7453874538745388,2
Ang Adlaw na Niulan og Isda,0.6573787409700722,0.6377708978328174,0.6893704850361198,0.6458635703918723,0.5892597968069666,0.7126269956458636,2
Ang Akong Damgo,0.7361702127659574,0.7063829787234043,0.7617021276595745,0.7318435754189944,0.6703910614525139,0.8044692737430168,2
Ang Akong Eskwelahan,0.5971731448763251,0.6042402826855123,0.6219081272084805,0.5235849056603774,0.5330188679245284,0.6650943396226415,2
Ang Akong Manok,0.703862660944206,0.6566523605150214,0.7081545064377682,0.6909090909090909,0.6181818181818182,0.7818181818181819,2
Ang Akong Mga Anak,0.6828358208955224,0.6529850746268657,0.6753731343283582,0.6082474226804123,0.5979381443298969,0.6701030927835051,2
Ang Akong Pamilya,0.7223684210526315,0.6697368421052632,0.718421052631579,0.6883802816901409,0.5933098591549296,0.727112676056338,2
Ang Akong Suod Nga Higala,0.6979166666666666,0.6770833333333334,0.7083333333333334,0.6666666666666666,0.6231884057971014,0.7971014492753623,2
Ang Akong Tatay ug Nanay,0.8558951965065502,0.8122270742358079,0.8253275109170306,0.80625,0.64375,0.8625,2
Ang Among Iring,0.6973180076628352,0.6513409961685823,0.7318007662835249,0.6524064171122995,0.6310160427807486,0.8074866310160428,2
Ang Among Lungsod sa Cordova,0.6103678929765887,0.5844481605351171,0.6262541806020067,0.5027382256297919,0.4633077765607886,0.5640744797371303,2
Ang Baha sa Siyudad,0.7275641025641025,0.717948717948718,0.7243589743589743,0.6367713004484304,0.5560538116591929,0.7085201793721974,2
Ang Baha,0.75,0.7136752136752137,0.7542735042735043,0.7057142857142857,0.6114285714285714,0.7828571428571428,2
Ang Barangay Kalipay,0.6942528735632184,0.6551724137931034,0.6873563218390805,0.6496815286624203,0.5191082802547771,0.7038216560509554,2
Ang Bata,0.711764705882353,0.6823529411764706,0.7235294117647059,0.7096774193548387,0.6129032258064516,0.7741935483870968,2
Ang Batang Bayani,0.7821782178217822,0.7293729372937293,0.7970297029702971,0.796420581655481,0.7024608501118568,0.8389261744966443,2
Ang Batang Kugihan,0.7117008443908324,0.6513872135102533,0.7225572979493365,0.6340694006309149,0.61198738170347,0.7429022082018928,2
Ang Batang Maldito,0.6888888888888889,0.6296296296296297,0.725925925925926,0.6807017543859649,0.5543859649122806,0.712280701754386,2
Ang Butang na Nalimtan,0.6619047619047619,0.5952380952380952,0.6333333333333333,0.546583850931677,0.4658385093167702,0.6459627329192547,2
Ang Computer,0.7399103139013453,0.6928251121076233,0.7713004484304933,0.6566265060240963,0.6265060240963856,0.8012048192771084,2
Ang Dag-om sa Kalangitan,0.7037037037037037,0.6872427983539094,0.7242798353909465,0.66189111747851,0.6045845272206304,0.7306590257879656,2
Ang Dako ug Balhibuong Khyaa,0.6883116883116883,0.6771799628942486,0.6957328385899815,0.584,0.5546666666666666,0.6933333333333334,2
Ang Inahan,0.7485380116959064,0.7251461988304093,0.7777777777777778,0.712,0.6,0.792,2
Ang Iro ni Miro,0.5955056179775281,0.5730337078651685,0.5393258426966292,0.528,0.456,0.6,2
Ang Kabaw sa Bukid,0.6762295081967213,0.6557377049180327,0.7172131147540983,0.5562130177514792,0.5088757396449705,0.6627218934911243,2
Ang Kinabuhi ni Edwards,0.6796536796536796,0.6017316017316018,0.6601731601731602,0.6081871345029239,0.5029239766081871,0.6169590643274854,2
Ang Klasmet kong Buta,0.7106598984771574,0.6700507614213198,0.7360406091370558,0.6956521739130435,0.6086956521739131,0.7318840579710145,2
Ang Langub sa Igutan,0.7186700767263428,0.7058823529411765,0.710997442455243,0.7084745762711865,0.6237288135593221,0.8,2
Ang Lapis,0.7120743034055728,0.7089783281733746,0.7027863777089783,0.5965665236051502,0.45064377682403434,0.6394849785407726,2
Ang Makililimos,0.7941834451901566,0.7248322147651006,0.7986577181208053,0.7346938775510204,0.6559766763848397,0.8396501457725948,2
Ang Managhigalang Alibangbang,0.7372372372372372,0.6966966966966966,0.7642642642642643,0.7105788423153693,0.6626746506986028,0.7864271457085829,2
Ang Mga Hayop sa Bukid,0.6175710594315246,0.5684754521963824,0.6330749354005168,0.5368421052631579,0.4982456140350877,0.6070175438596491,2
Ang mga kahoy,0.7034482758620689,0.6758620689655173,0.7126436781609196,0.7129337539432177,0.6403785488958991,0.7728706624605678,2
Ang mga Magulang ug Manghud nga,0.6588541666666666,0.6692708333333334,0.6979166666666666,0.6962962962962963,0.6296296296296297,0.5962962962962963,2
Ang Ngipon ni Nilo,0.6468531468531469,0.5865384615384616,0.666083916083916,0.6175771971496437,0.5166270783847982,0.6781472684085511,2
Ang Pag-apil ni Sutiha sa Lalumba sang Karang,0.6263636363636363,0.5945454545454546,0.6136363636363636,0.5308176100628931,0.48930817610062893,0.5735849056603773,2
Ang Pagkiay ni Ikay,0.7270531400966184,0.6932367149758454,0.748792270531401,0.7081967213114754,0.5934426229508196,0.7377049180327869,2
Ang Pagluwas sa Kinaiyahan,0.727344365642238,0.7186761229314421,0.7635933806146572,0.6952479338842975,0.5971074380165289,0.7355371900826446,2
Ang Pagsisipilyo Dili Sadya,0.6787925696594427,0.6308049535603715,0.6865325077399381,0.5983041865394807,0.5325914149443561,0.6899841017488076,2
Ang Pamilya Villa,0.7094972067039106,0.6480446927374302,0.6983240223463687,0.6030534351145038,0.48091603053435117,0.6641221374045801,2
Ang Panahon,0.6710526315789473,0.6546052631578947,0.7335526315789473,0.7130044843049327,0.5874439461883408,0.8071748878923767,2
Ang Panganod nga Basura,0.697146185206756,0.6627839254513687,0.6988934187536401,0.6554721453970762,0.5914658237850652,0.7107862504938759,2
Ang Prinsipe ug ang Tigre,0.6772036474164134,0.6425531914893617,0.6778115501519757,0.6706181202370872,0.5639288738357324,0.6613039796782387,2
Ang punuan sa kumpang,0.7216117216117216,0.6996336996336996,0.6721611721611722,0.6768447837150128,0.5776081424936387,0.6946564885496184,2
Ang Regalo ni Lito ug Selo,0.6639175257731958,0.5979381443298969,0.6762886597938145,0.6038781163434903,0.5207756232686981,0.6759002770083102,2
Ang regalong relo,0.6290909090909091,0.610909090909091,0.6272727272727273,0.5959595959595959,0.5252525252525253,0.6388888888888888,2
Ang Sista ni Tatay,0.7981651376146789,0.7431192660550459,0.7660550458715596,0.7080745341614907,0.6521739130434783,0.7701863354037267,2
Ang Sudlay ni Pipay,0.775,0.7083333333333334,0.7833333333333333,0.6781609195402298,0.4942528735632184,0.8275862068965517,2
Ang Sulod sa Libro,0.6776859504132231,0.6519742883379247,0.7098255280073462,0.6130718954248366,0.5908496732026144,0.7150326797385621,2
