book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,grade_level
Ang Kalo ni Karlo,23,6,0.0,4.0,3.8333333333333335,1.7826086956521738,0,1
Ang Kama ni Mama ug Makmak,11,3,0.0,3.6363636363636362,3.6666666666666665,1.5454545454545454,0,1
Ang kama,18,6,0.0,3.3333333333333335,3.0,1.5555555555555556,0,1
Ang Kamot ni Momay,21,6,0.0,3.761904761904762,3.5,1.6666666666666667,0,1
Ang Kanding ni Karding,22,6,0.0,5.181818181818182,3.6666666666666665,2.090909090909091,0,1
Ang Kanding Ni Pedro,138,16,1.0666666666666667,4.7898550724637685,8.625,2.072463768115942,2,1
Ang Kanta ni Anta,52,10,1.1,5.211538461538462,5.2,2.25,0,1
Ang kilay ni Kentoy,47,8,0.0,4.23404255319149,5.875,1.872340425531915,0,1
Ang Kusog nga Linog,75,21,0.0,4.84,3.5714285714285716,2.08,1,1
Ang Kwarto Ko,40,14,0.0,4.45,2.857142857142857,1.875,0,1
Ang Langaw,41,11,0.0,4.7317073170731705,3.727272727272727,1.853658536585366,0,1
Ang Lapis ni Sedes,21,6,0.0,4.904761904761905,3.5,2.142857142857143,0,1
Ang Lima ka Baki,30,6,0.0,3.1666666666666665,5.0,1.5666666666666667,0,1
Ang Lima ka Managsuon,139,18,1.6470588235294117,4.906474820143885,7.722222222222222,2.093525179856115,1,1
Ang Magtutudlo,21,6,0.0,4.809523809523809,3.5,2.238095238095238,0,1
Ang Mama ni Tata,12,5,1.2,3.5,2.4,1.6666666666666667,0,1
Ang Mananagat,100,10,4.545454545454546,3.59,10.0,1.45,0,1
Ang Mangga ni Manang Mina,51,10,0.0,4.823529411764706,5.1,2.0392156862745097,0,1
Ang Mangga,36,11,1.1818181818181819,4.583333333333333,3.272727272727273,1.9166666666666667,0,1
Ang Manok,16,4,0.0,3.5625,4.0,1.625,0,1
Ang Mata ni Matmat,10,4,0.0,4.1,2.5,1.6,0,1
Ang mata,27,8,0.0,3.3703703703703702,3.375,1.5555555555555556,0,1
Ang mga Bata,35,12,0.0,4.714285714285714,2.9166666666666665,1.9714285714285715,0,1
Ang mga Isda,23,8,0.0,5.304347826086956,2.875,2.260869565217391,1,1
Ang mga Prutas,43,8,1.25,4.186046511627907,5.375,1.7674418604651163,0,1
Ang Monyeka,44,10,0.0,5.181818181818182,4.4,2.3863636363636362,1,1
Ang Ok-ok,23,6,0.0,3.869565217391304,3.8333333333333335,1.6956521739130435,0,1
Ang Panimalay,53,16,1.125,5.69811320754717,3.3125,2.452830188679245,3,1
Ang Pati ni Pipo,83,13,1.0769230769230769,4.144578313253012,6.384615384615385,1.8313253012048192,0,1
Ang Payag ni Tatay,45,5,1.4,4.644444444444445,9.0,1.8222222222222222,1,1
Ang Plaza,54,16,1.0625,5.166666666666667,3.375,2.240740740740741,1,1
Ang Prutas,41,12,0.0,4.878048780487805,3.4166666666666665,2.1463414634146343,0,1
Ang Regalo,44,10,0.0,4.681818181818182,4.4,2.1363636363636362,1,1
Ang Relo ni Jelo,128,9,6.2,3.5546875,14.222222222222221,1.4765625,0,1
Ang Sakyanan,47,10,1.1,5.617021276595745,4.7,2.297872340425532,1,1
Ang Sapatos,70,12,1.25,4.542857142857143,5.833333333333333,2.057142857142857,0,1
Ang Saya ni Ana,62,15,1.1333333333333333,4.258064516129032,4.133333333333334,1.9838709677419355,0,1
Ang Saya,24,6,0.0,3.5416666666666665,4.0,1.75,0,1
Ang Sorpresa,54,10,1.2,5.018518518518518,5.4,2.1296296296296298,0,1
Ang Tabanog ni Isko,40,8,0.0,4.975,5.0,2.175,1,1
Ang Tabanog,39,9,0.0,4.589743589743589,4.333333333333333,2.051282051282051,0,1
Ang Tam-is nga Mansanas,154,24,1.7894736842105263,4.4480519480519485,6.416666666666667,1.8831168831168832,0,1
Ang Tanaman ni Helen,51,10,1.2,4.764705882352941,5.1,2.0588235294117645,0,1
Ang Tasa,19,6,0.0,3.473684210526316,3.1666666666666665,1.5789473684210527,0,1
Ang Tsinelas,43,8,0.0,4.72093023255814,5.375,2.0697674418604652,0,1
Ang Tubig sa Gripo,44,10,0.0,4.568181818181818,4.4,2.0,0,1
Ang Tunghaan,40,10,0.0,5.475,4.0,2.375,1,1
Ang Unlan,16,6,0.0,4.5,2.6666666666666665,1.75,0,1
Ang Upat ka Managsuon,36,8,0.0,5.416666666666667,4.5,2.388888888888889,2,1
Ang Utanon,39,12,0.0,5.384615384615385,3.25,2.3076923076923075,0,1
Ang Xylophone,64,13,0.0,4.875,4.923076923076923,2.015625,0,1
Ang Yoyo,12,6,0.0,3.3333333333333335,2.0,1.6666666666666667,0,1
Atis ug Tambis,19,6,0.0,3.9473684210526314,3.1666666666666665,1.5263157894736843,0,1
Baha sa Tunghaan sa Inayagan,51,18,0.0,5.03921568627451,2.8333333333333335,2.176470588235294,0,1
Balay ni Maya,19,6,0.0,4.052631578947368,3.1666666666666665,1.736842105263158,0,1
Barangay Ko Ampingan Ko,83,9,1.1111111111111112,4.843373493975903,9.222222222222221,1.9759036144578312,0,1
Buhok ni Mila,28,6,0.0,4.107142857142857,4.666666666666667,1.7142857142857142,0,1
Dagan,15,7,0.0,4.4,2.142857142857143,1.8666666666666667,0,1
Duha ka Higala,54,10,1.1,3.962962962962963,5.4,1.8888888888888888,0,1
Gaihap ug Iring,70,21,1.1,3.7285714285714286,3.3333333333333335,1.7,0,1
Kaka ni Katkat,15,4,0.0,3.533333333333333,3.75,1.5333333333333334,0,1
Kaka,4,1,0.0,3.25,4.0,1.5,0,1
Kaloy Mag-uuma,21,6,0.0,4.380952380952381,3.5,2.142857142857143,0,1
Kari na ug mulupad!,67,16,0.0,5.208955223880597,4.1875,2.1343283582089554,0,1
Kasinatian sa Bukid,101,11,1.0909090909090908,4.821782178217822,9.181818181818182,1.9306930693069306,1,1
Katkat Ta,12,5,0.0,3.6666666666666665,2.4,1.5,0,1
Kinabuhi sa Alibangbang,40,6,0.0,4.55,6.666666666666667,1.9,0,1
Koko ni Osta,16,6,0.0,3.5,2.6666666666666665,1.6875,0,1
Magtutudlo,31,7,0.0,4.774193548387097,4.428571428571429,2.193548387096774,0,1
Mama sa Kama,4,2,0.0,3.5,2.0,1.75,0,1
Mama,7,2,0.0,3.2857142857142856,3.5,1.5714285714285714,0,1
Mananom Kita,55,11,1.1,5.327272727272727,5.0,2.2181818181818183,0,1
Manuroy Kita,52,11,1.2222222222222223,4.961538461538462,4.7272727272727275,1.9807692307692308,0,1
Mao ni si Yoyo Som,55,6,0.0,3.8545454545454545,9.166666666666666,1.8,0,1
Mata ni Dina,19,5,0.0,4.0,3.8,1.736842105263158,0,1
Matmat,13,3,0.0,3.6923076923076925,4.333333333333333,1.6153846153846154,0,1
Mga Pangalan sa Bata,7,0,0.0,4.571428571428571,7.0,1.8571428571428572,0,1
Nindot nga Ugma,54,11,0.0,4.925925925925926,4.909090909090909,2.0,0,1
Numero nga Usa hangtod Napulo,54,16,1.375,4.648148148148148,3.375,2.1666666666666665,0,1
Paglimpyo sa Lawas,56,18,0.0,5.0,3.111111111111111,2.0714285714285716,0,1
Pagluto,44,8,0.0,5.159090909090909,5.5,2.1818181818181817,1,1
Pamilyang Racaza,89,23,1.3478260869565217,5.269662921348314,3.869565217391304,2.404494382022472,2,1
Prutas sa Basket,21,4,0.0,4.904761904761905,5.25,1.8571428571428572,0,1
Prutas ug Gulay,39,7,0.0,4.256410256410256,5.571428571428571,1.8461538461538463,0,1
Relo ni Willy,31,12,0.0,4.806451612903226,2.5833333333333335,2.161290322580645,0,1
Sa Dagat,21,6,0.0,4.095238095238095,3.5,1.6666666666666667,0,1
Sa Zoo,52,7,0.0,4.75,7.428571428571429,2.0,0,1
Saya ni Mama,22,6,0.0,3.272727272727273,3.6666666666666665,1.5,0,1
Si Balaraw,225,15,1.6,4.8933333333333335,15.0,2.0844444444444443,9,1
Si Boboy ug Dodoy,79,12,1.6,4.848101265822785,6.583333333333333,1.9873417721518987,1,1
Si Cardo,53,10,0.0,4.283018867924528,5.3,1.849056603773585,0,1
Si Diday,23,6,0.0,3.739130434782609,3.8333333333333335,1.608695652173913,0,1
Si Kabang ug ang Puting Iring,126,14,1.6666666666666667,4.428571428571429,9.0,1.8571428571428572,1,1
Si Kabang,48,10,1.1,4.4375,4.8,1.9166666666666667,0,1
Si kokoy ug Si Kakay,99,12,1.4166666666666667,4.777777777777778,8.25,2.0303030303030303,1,1
Si kokoy,99,12,1.4166666666666667,4.777777777777778,8.25,2.0303030303030303,1,1
Si Lando,62,8,1.125,5.225806451612903,7.75,2.3225806451612905,2,1
Si Leny,85,8,1.625,4.341176470588235,10.625,1.8470588235294119,0,1
Si Lolo Lito,27,7,0.0,4.333333333333333,3.857142857142857,1.8518518518518519,0,1
Si Mama og si Tamtam,11,4,0.0,3.909090909090909,2.75,1.7272727272727273,0,1
Si Manang Tina,49,10,0.0,4.3061224489795915,4.9,1.8571428571428572,0,1
Si Maring,35,12,0.0,5.0285714285714285,2.9166666666666665,2.1714285714285713,0,1
Si Mayde,52,10,0.0,4.5576923076923075,5.2,2.0384615384615383,0,1
Si Navy ug si Bora,47,9,0.0,4.127659574468085,5.222222222222222,1.8085106382978724,0,1
Si Nida ug Pina,17,5,0.0,3.235294117647059,3.4,1.5294117647058822,0,1
Si Nino,54,17,1.0588235294117647,5.018518518518518,3.176470588235294,2.074074074074074,0,1
Si Ola ug Oli,21,6,0.0,3.238095238095238,3.5,1.6666666666666667,0,1
Si Osta,13,4,0.0,3.8461538461538463,3.25,1.8461538461538463,0,1
Si Susan,92,9,1.2222222222222223,4.554347826086956,10.222222222222221,1.9565217391304348,1,1
Si Tata,22,6,0.0,3.5,3.6666666666666665,1.7727272727272727,0,1
Si Tatay Marlito,66,13,1.0769230769230769,4.848484848484849,5.076923076923077,2.196969696969697,0,1
Si Trining,47,8,0.0,4.74468085106383,5.875,2.021276595744681,0,1
Si Yuko,20,6,0.0,3.75,3.3333333333333335,1.8,0,1
Suroy-Suroy sa Tamnanan,184,20,1.8,4.516304347826087,9.2,1.9782608695652173,2,1
Tagu-Tagu,53,10,0.0,4.471698113207547,5.3,1.9245283018867925,0,1
Trak ni Nino,29,10,0.0,4.413793103448276,2.9,1.9310344827586208,1,1
Tumba Lata,32,12,0.0,4.84375,2.6666666666666665,2.125,0,1
Tunghaan,41,7,0.0,4.878048780487805,5.857142857142857,2.024390243902439,0,1
Unang mga Bulok,23,6,1.8333333333333333,4.130434782608695,3.8333333333333335,1.7391304347826086,0,1
Unlan ug Habol,19,6,0.0,3.9473684210526314,3.1666666666666665,1.5789473684210527,0,1
Unsa Nga Kahoy Kini,69,12,0.0,4.536231884057971,5.75,1.9420289855072463,0,1
Usa ka Malipayong Adlaw sa Umahan,92,20,3.3333333333333335,4.771739130434782,4.6,1.9891304347826086,2,1
Vase ni Queenie,60,16,1.125,4.65,3.75,2.15,5,1
Akong Mama ug Ako,82,15,1.0666666666666667,5.402439024390244,5.466666666666667,2.3902439024390243,7,2
Ang Adlaw na Niulan og Isda,273,26,1.7142857142857142,4.5787545787545785,10.5,1.9413919413919414,3,2
Ang Akong Damgo,55,11,1.0909090909090908,5.290909090909091,5.0,2.2363636363636363,2,2
Ang Akong Eskwelahan,69,5,0.0,5.159420289855072,13.8,2.1884057971014492,1,2
Ang Akong Manok,63,7,1.5,4.777777777777778,9.0,2.0952380952380953,1,2
Ang Akong Mga Anak,74,10,1.3,4.621621621621622,7.4,2.0675675675675675,2,2
Ang Akong Pamilya,186,38,1.131578947368421,5.118279569892473,4.894736842105263,2.2580645161290325,4,2
Ang Akong Suod Nga Higala,54,7,1.4285714285714286,4.555555555555555,7.714285714285714,1.9814814814814814,1,2
Ang Akong Tatay ug Nanay,69,10,1.3,4.318840579710145,6.9,1.8985507246376812,0,2
Ang Among Iring,75,7,1.1428571428571428,4.48,10.714285714285714,1.9066666666666667,2,2
Ang Among Lungsod sa Cordova,273,54,1.0925925925925926,5.417582417582418,5.055555555555555,2.2857142857142856,10,2
Ang Baha sa Siyudad,88,20,0.0,4.556818181818182,4.4,1.9659090909090908,0,2
Ang Baha,118,26,1.0384615384615385,4.966101694915254,4.538461538461538,2.0847457627118646,2,2
Ang Barangay Kalipay,117,24,1.125,4.760683760683761,4.875,2.0683760683760686,3,2
Ang Bata,45,5,1.8,4.8,9.0,1.9333333333333333,0,2
Ang Batang Bayani,153,33,0.0,5.0,4.636363636363637,2.1633986928104574,6,2
Ang Batang Kugihan,188,39,0.0,5.446808510638298,4.82051282051282,2.3138297872340425,10,2
Ang Batang Maldito,112,24,0.0,4.6875,4.666666666666667,2.142857142857143,1,2
Ang Butang na Nalimtan,48,15,0.0,5.395833333333333,3.2,2.2708333333333335,0,2
Ang Computer,113,22,0.0,4.95575221238938,5.136363636363637,2.2389380530973453,2,2
Ang Dag-om sa Kalangitan,149,20,2.65,4.342281879194631,7.45,1.7718120805369129,2,2
Ang Dako ug Balhibuong Khyaa,163,25,2.75,4.3128834355828225,6.52,1.852760736196319,4,2
Ang Inahan,45,5,1.6,4.822222222222222,9.0,2.1777777777777776,0,2
Ang Iro ni Miro,52,10,0.0,4.4423076923076925,5.2,2.076923076923077,0,2
Ang Kabaw sa Bukid,71,16,0.0,4.492957746478873,4.4375,1.971830985915493,0,2
Ang Kinabuhi ni Edwards,119,24,1.0416666666666667,4.899159663865547,4.958333333333333,2.100840336134454,1,2
Ang Klasmet kong Buta,59,11,0.0,4.338983050847458,5.363636363636363,1.8983050847457628,0,2
Ang Langub sa Igutan,97,15,1.2666666666666666,5.051546391752577,6.466666666666667,2.195876288659794,4,2
Ang Lapis,90,12,1.4166666666666667,4.6,7.5,2.0,2,2
Ang Makililimos,103,18,1.2222222222222223,5.368932038834951,5.722222222222222,2.4271844660194173,7,2
Ang Managhigalang Alibangbang,160,15,1.9333333333333333,5.19375,10.666666666666666,2.18125,9,2
Ang Mga Hayop sa Bukid,101,72,1.0294117647058822,4.841584158415841,1.4027777777777777,2.1782178217821784,1,2
Ang mga kahoy,118,20,0.0,4.686440677966102,5.9,1.9576271186440677,0,2
Ang mga Magulang ug Manghud nga,114,12,1.1666666666666667,4.368421052631579,9.5,1.7280701754385965,2,2
Ang Ngipon ni Nilo,292,60,1.3461538461538463,4.9520547945205475,4.866666666666666,2.1198630136986303,4,2
Ang Pag-apil ni Sutiha sa Lalumba sang Karang,301,37,1.44,4.667774086378738,8.135135135135135,2.0398671096345513,10,2
Ang Pagkiay ni Ikay,106,16,0.0,4.933962264150943,6.625,2.1037735849056602,1,2
Ang Pagluwas sa Kinaiyahan,293,56,1.0178571428571428,5.3583617747440275,5.232142857142857,2.2525597269624575,21,2
Ang Pagsisipilyo Dili Sadya,689,100,1.528301886792453,4.7677793904209,6.89,2.0130624092888243,8,2
Ang Pamilya Villa,47,10,1.1,4.829787234042553,4.7,2.0425531914893615,0,2
Ang Panahon,81,18,0.0,4.753086419753086,4.5,2.074074074074074,0,2
Ang Panganod nga Basura,880,90,1.3611111111111112,4.930681818181818,9.777777777777779,2.109090909090909,24,2
Ang Prinsipe ug ang Tigre,454,74,1.3269230769230769,4.649779735682819,6.135135135135135,1.9559471365638768,5,2
Ang punuan sa kumpang,142,24,0.0,4.922535211267606,5.916666666666667,1.9788732394366197,0,2
Ang Regalo ni Lito ug Selo,124,22,1.0952380952380953,4.911290322580645,5.636363636363637,2.088709677419355,2,2
Ang regalong relo,152,25,0.0,4.6381578947368425,6.08,1.9078947368421053,2,2
Ang Sista ni Tatay,56,9,1.2222222222222223,4.910714285714286,6.222222222222222,2.0535714285714284,0,2
Ang Sudlay ni Pipay,33,6,0.0,4.636363636363637,5.5,1.9393939393939394,0,2
Ang Sulod sa Libro,323,37,1.608695652173913,4.374613003095975,8.72972972972973,1.9287925696594428,4,2
Ang Sulondon nga Bata,155,29,1.0344827586206897,5.303225806451613,5.344827586206897,2.3225806451612905,9,2
Ang Sulti ni Nanay,186,37,1.0555555555555556,5.241935483870968,5.027027027027027,2.1451612903225805,10,2
Ang Suod nga Managhigala,162,30,1.0333333333333334,5.216049382716049,5.4,2.302469135802469,13,2
Ang Tinubdan,74,14,1.1428571428571428,4.95945945945946,5.285714285714286,2.1486486486486487,2,2
Ang Trabahanteng Olmigas,68,8,1.125,5.073529411764706,8.5,2.1911764705882355,2,2
Ang Tuna ug ang Pula nga Lumot,923,79,1.7457627118644068,4.345612134344528,11.683544303797468,1.8450704225352113,14,2
Ang Una Na Operasyon ni Dr Sokha,1034,102,1.5348837209302326,4.570599613152805,10.137254901960784,1.9497098646034816,9,2
Ang Unlan ni Nanay,47,10,0.0,4.361702127659575,4.7,1.7659574468085106,0,2
Ang Upat ka Hayop,109,20,1.105263157894737,4.706422018348624,5.45,2.1376146788990824,3,2
Ang Valentines Card,206,28,2.6206896551724137,4.359223300970874,7.357142857142857,1.8058252427184467,0,2
Ang Wati,233,51,1.1136363636363635,4.605150214592275,4.568627450980392,1.9656652360515021,2,2
Ayaw Patinguga ang Kampana,293,34,2.1666666666666665,4.689419795221843,8.617647058823529,2.0102389078498293,4,2
Baryo Rosas,429,30,1.3333333333333333,4.699300699300699,14.3,1.951048951048951,4,2
Basketbol,54,6,0.0,4.87037037037037,9.0,2.037037037037037,0,2
Cilly Cellphone,184,55,0.0,4.201086956521739,3.3454545454545452,1.7934782608695652,1,2
Computer,112,16,1.1875,4.866071428571429,7.0,2.0714285714285716,0,2
Eskwelahan,71,16,1.0625,5.845070422535211,4.4375,2.464788732394366,2,2
Gutom Kaayo Ko,163,17,4.0,4.674846625766871,9.588235294117647,2.1717791411042944,7,2
Himsog nga Lawas,50,7,0.0,5.88,7.142857142857143,2.38,4,2
Hoy Makaw,120,20,1.375,4.741666666666666,6.0,1.925,1,2
Importante ang Gatas,125,19,1.263157894736842,4.568,6.578947368421052,1.928,0,2
Kaya Sad na ni Duma,176,40,1.2352941176470589,4.107954545454546,4.4,1.8522727272727273,5,2
Kinsa ang Mahimo Nakong Maestro sa Abri-klase,139,23,1.3571428571428572,4.748201438848921,6.043478260869565,1.9496402877697843,2,2
Lights Camera Action,1050,97,1.65625,4.897142857142857,10.824742268041238,2.12,29,2
Maanindot nga Kamot,169,31,0.0,5.053254437869822,5.451612903225806,2.171597633136095,7,2
Manong Puso,284,56,1.4390243902439024,4.676056338028169,5.071428571428571,2.0528169014084505,7,2
Mga Bituon,91,16,0.0,5.175824175824176,5.6875,2.1758241758241756,1,2
Nangutana ang Magtutudlo,92,8,1.4444444444444444,4.728260869565218,11.5,2.010869565217391,2,2
Oras Na,87,17,1.0625,4.724137931034483,5.117647058823529,2.0919540229885056,0,2
Pagdali-dali sa mga Drayber,162,35,1.25,5.203703703703703,4.628571428571429,2.037037037037037,2,2
Pagligid,93,17,0.0,4.645161290322581,5.470588235294118,2.0,0,2
Pagsuroy-suroy sa Zoo,102,18,0.0,4.617647058823529,5.666666666666667,1.9803921568627452,4,2
Sa Among Bukid,87,19,1.1578947368421053,5.0344827586206895,4.578947368421052,2.103448275862069,2,2
Sa Merkado,88,16,1.1818181818181819,4.318181818181818,5.5,1.9659090909090908,0,2
Sakong Mga Kamot,80,12,2.0,4.175,6.666666666666667,1.8875,0,2
Si Baboy,219,43,1.131578947368421,5.041095890410959,5.093023255813954,2.1689497716894977,9,2
Si Bantay ug Iyang Amigo,42,5,1.2,4.261904761904762,8.4,1.880952380952381,0,2
Si Benny ug si Betty,301,62,0.0,4.7574750830564785,4.854838709677419,2.0631229235880397,3,2
Si Chisay,37,7,0.0,4.756756756756757,5.285714285714286,2.108108108108108,0,2
Si Dexter,141,26,1.0416666666666667,4.617021276595745,5.423076923076923,1.9148936170212767,1,2
Si Jojo,141,35,1.1470588235294117,4.801418439716312,4.0285714285714285,2.0141843971631204,5,2
Si Kaba-kabaGuryon ug Maya,231,45,1.1904761904761905,4.9004329004329,5.133333333333334,2.168831168831169,4,2
Si Ken ug Si Sandy,255,52,1.0769230769230769,4.870588235294117,4.903846153846154,2.0941176470588236,4,2
Si Lalu ang Kuwago,97,9,1.2222222222222223,4.711340206185567,10.777777777777779,1.9484536082474226,3,2
Si Lito,82,9,1.2222222222222223,4.658536585365853,9.11111111111111,2.024390243902439,3,2
Si Nikko og ang nating baka,159,24,0.0,4.672955974842767,6.625,2.0251572327044025,1,2
Si Pila ug Pilo Koneho,113,23,1.0434782608695652,4.716814159292035,4.913043478260869,2.079646017699115,0,2
Si Susing Kanding,142,28,1.0714285714285714,4.915492957746479,5.071428571428571,2.028169014084507,2,2
Si Zeny ug Bogi,71,16,1.125,3.7464788732394365,4.4375,1.6901408450704225,0,2
Unsay naa sa Aninipot,211,23,1.3529411764705883,4.654028436018957,9.173913043478262,1.962085308056872,4,2
Usa ka Batang Babaye na Nagtubo,78,4,1.5,4.717948717948718,19.5,2.08974358974359,0,2
Ang Atup nga Hardin,528,48,1.564102564102564,4.507575757575758,11.0,1.9318181818181819,6,3
Ang Bag ong Silingan ni Sambag,444,43,1.4722222222222223,4.626126126126126,10.325581395348838,1.9594594594594594,9,3
Ang Bala ni Nonoy,116,23,1.1304347826086956,4.5344827586206895,5.043478260869565,1.956896551724138,2,3
Ang Bandila sa Pilipinas,236,18,1.8333333333333333,4.843220338983051,13.11111111111111,2.080508474576271,3,3
Ang Buangon nga Manok,811,71,2.4047619047619047,4.784217016029593,11.422535211267606,2.029593094944513,18,3
Ang Bulan ug ang Kalo,206,22,1.4285714285714286,4.563106796116505,9.363636363636363,1.941747572815534,3,3
Ang Daku nga Panghunuhuna ni Darshana,996,88,1.542857142857143,4.718875502008032,11.318181818181818,1.9799196787148594,26,3
Ang Damgu,122,13,1.25,4.491803278688525,9.384615384615385,1.9180327868852458,2,3
Ang Dollhouse,547,76,1.3725490196078431,4.738574040219379,7.197368421052632,2.012797074954296,8,3
Ang Elepante sa Akong Balay,440,43,1.4,4.581818181818182,10.232558139534884,2.0,5,3
Ang Espesyal nga Dram,239,56,1.2173913043478262,4.640167364016737,4.267857142857143,1.9079497907949792,3,3
Ang Galutaw nga Tanaman,559,65,1.3396226415094339,4.799642218246869,8.6,2.037567084078712,3,3
Ang Gamay nga Uwak,173,11,1.3636363636363635,4.543352601156069,15.727272727272727,1.930635838150289,0,3
Ang Go Bag ni Buboy,189,19,1.3125,4.671957671957672,9.947368421052632,1.8941798941798942,8,3
Ang Gusto ni Unni,677,83,1.4827586206896552,4.559822747415066,8.156626506024097,1.951255539143279,14,3
Ang Higante nga Bentelador,430,38,2.269230769230769,4.511627906976744,11.31578947368421,1.8604651162790697,7,3
Ang Humanitarian,414,30,1.8518518518518519,4.753623188405797,13.8,2.004830917874396,15,3
Ang Ilaga ug Baki nang itag Mangga,196,18,2.0,4.505102040816326,10.88888888888889,1.9846938775510203,4,3
Ang Iro ni Dennis,162,32,1.03125,4.709876543209877,5.0625,1.9567901234567902,1,3
Ang Isog nga Langgam,437,30,1.5517241379310345,4.613272311212815,14.566666666666666,1.965675057208238,2,3
Ang Kahayag sa Buwan,90,13,1.0769230769230769,5.022222222222222,6.923076923076923,2.1,4,3
Ang Konsyerto Para sa Tinginit,629,86,1.6181818181818182,5.074721780604134,7.313953488372093,2.0317965023847377,12,3
Ang Maayong Magtutudlo,365,50,1.5142857142857142,4.657534246575342,7.3,1.9808219178082191,3,3
Ang Magig-agaw,126,12,1.3333333333333333,4.682539682539683,10.5,2.0,2,3
Ang Mahikang Kabayo,3572,201,2.203125,4.759518477043673,17.771144278606965,2.008118701007839,94,3
Ang Mangtas ug ang mga Nawa na Kukis,410,49,1.5333333333333334,4.548780487804878,8.36734693877551,1.9658536585365853,9,3
