doc_id,mean_sentence_len,mean_word_len,polysyll_freq,type_token_ratio,syll_cv,syll_cvc,syll_ccvc,syll_ccvccc,tag_bi,tag_tri,bik_bi,bik_tri,ceb_bi,ceb_tri,label,language,split_role
31,9.0,5.155555555555556,0.35555555555555557,0.4666666666666667,0.07777777777777778,0.022222222222222223,0.0,0.0,0.34659062222233716,0.3412004188211464,0.308559207352273,0.27885038129643835,0.3437384270573399,0.3350127803084658,1,tagalog,high_resource
32,9.1,4.714285714285714,0.18681318681318682,0.5604395604395604,0.07692307692307693,0.03296703296703297,0.01098901098901099,0.0,0.35635908402935673,0.329085818240646,0.350462308816845,0.3171961449509157,0.3657069701923022,0.28727687105914945,1,tagalog,high_resource
33,3.0,7.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.10902306224289102,0.015715906859774257,0.09234361527943516,0.02051839514663264,0.10266429407149819,0.00691791083692766,1,tagalog,high_resource
34,12.578947368421053,4.389121338912134,0.1589958158995816,0.5397489539748954,0.14644351464435146,0.008368200836820083,0.008368200836820083,0.0,0.4250454478708312,0.4123535390752238,0.39813271024943275,0.373933249631591,0.4110399587516278,0.3443645589827249,1,tagalog,high_resource
35,14.545454545454545,4.88125,0.31875,0.475,0.075,0.03125,0.0,0.0,0.3951648476345621,0.3914106138141337,0.3572528219150353,0.34833794662054085,0.32757209288661493,0.30479440435184263,1,tagalog,high_resource
36,23.333333333333332,4.228571428571429,0.24285714285714285,0.44285714285714284,0.2,0.0,0.0,0.0,0.2907142730703597,0.2216664000893708,0.27836783900278045,0.16411001345125417,0.28812682427509606,0.18287036043236385,1,tagalog,high_resource
37,9.75,4.748717948717949,0.24102564102564103,0.5230769230769231,0.11794871794871795,0.010256410256410256,0.0,0.0,0.4662996288109648,0.45248620106313087,0.3712197574707693,0.30098255533632773,0.3972447682541297,0.3647878505471612,1,tagalog,high_resource
38,17.6,4.863636363636363,0.32954545454545453,0.6363636363636364,0.1590909090909091,0.03409090909090909,0.0,0.0,0.37336810080913235,0.28712352773798805,0.3245825495375577,0.2557439039067334,0.3545116724954486,0.23629862582713937,1,tagalog,high_resource
39,9.666666666666666,4.603448275862069,0.1810344827586207,0.5603448275862069,0.21551724137931033,0.008620689655172414,0.0,0.0,0.3918514142776247,0.40294548287422927,0.382064841482118,0.3623319841013387,0.3908088277312573,0.34829383848143397,1,tagalog,high_resource
40,22.0,4.7727272727272725,0.22727272727272727,0.7272727272727273,0.18181818181818182,0.0,0.0,0.0,0.21322207106554417,0.07093180444610514,0.1929361174182823,0.0799443921926496,0.1856959137544849,0.060122074550069966,1,tagalog,high_resource
41,7.642857142857143,5.219626168224299,0.34579439252336447,0.514018691588785,0.0794392523364486,0.037383177570093455,0.0,0.0,0.4178276838397024,0.4241813063192684,0.36735964455804726,0.3462787990917444,0.40389543561725716,0.3792759350558588,1,tagalog,high_resource
42,7.954545454545454,4.851428571428571,0.28,0.5885714285714285,0.14857142857142858,0.02857142857142857,0.0,0.0,0.4484138731295123,0.4566366691506518,0.43221734907629705,0.3712214773946993,0.4487804523785805,0.41078499978502464,1,tagalog,high_resource
43,7.3478260869565215,5.088757396449704,0.2781065088757396,0.6094674556213018,0.10059171597633136,0.029585798816568046,0.0,0.0,0.47565507731485435,0.5060493839821334,0.4331793675003586,0.3853170407446314,0.43723636699088225,0.38197922007704,1,tagalog,high_resource
44,14.666666666666666,4.9772727272727275,0.30303030303030304,0.5606060606060606,0.18181818181818182,0.007575757575757576,0.0,0.0,0.4049012624570014,0.33157043186801566,0.3537470579254794,0.2708710427244628,0.3777285077278192,0.3055479745868979,1,tagalog,high_resource
45,7.5,5.066666666666666,0.30303030303030304,0.4666666666666667,0.06060606060606061,0.012121212121212121,0.0,0.0,0.43064146163770256,0.40271973051880905,0.3514842379992699,0.3235560978034585,0.37726035366952243,0.3276385550985063,1,tagalog,high_resource
46,5.1,3.3137254901960786,0.058823529411764705,0.23529411764705882,0.21568627450980393,0.17647058823529413,0.0,0.0,0.09858215516016253,0.041148291364702765,0.09379203193326224,0.03874140633114361,0.10002177289689197,0.018981105858511184,1,tagalog,high_resource
47,6.454545454545454,3.9859154929577465,0.23943661971830985,0.5070422535211268,0.16901408450704225,0.014084507042253521,0.0,0.0,0.2882038190968825,0.18384455577345857,0.2527249242133656,0.19615303639852139,0.27136515495237823,0.15730338950116043,1,tagalog,high_resource
48,7.884615384615385,4.4731707317073175,0.15609756097560976,0.4292682926829268,0.04390243902439024,0.014634146341463415,0.0,0.0,0.4019323661921721,0.35957786542851583,0.3347699175647882,0.2993415439755888,0.34811541064525764,0.32252099310464927,1,tagalog,high_resource
49,4.583333333333333,4.2727272727272725,0.16363636363636364,0.5636363636363636,0.03636363636363636,0.01818181818181818,0.0,0.0,0.3405841247663567,0.23434701994680648,0.3169146759577393,0.16060518265821414,0.336485071808094,0.2193901401334964,1,tagalog,high_resource
50,1.3333333333333333,3.875,0.125,1.0,0.125,0.125,0.0,0.0,0.12434866435923457,0.022486687521324947,0.13421648752405632,0.022486687521324947,0.12418922053822756,0.022486687521324947,1,tagalog,high_resource
51,14.375,4.956521739130435,0.28405797101449276,0.3681159420289855,0.10434782608695652,0.014492753623188406,0.0,0.0,0.4313932103617816,0.4243379451945998,0.37864666001332176,0.3005729420618085,0.41859852682966336,0.39042191215113936,1,tagalog,high_resource
52,7.735294117647059,5.163498098859316,0.28517110266159695,0.49049429657794674,0.11787072243346007,0.030418250950570342,0.0,0.0,0.46046819947830847,0.42571238098101927,0.39596143283685664,0.36078541733844605,0.3945391790031968,0.38517748651835915,1,tagalog,high_resource
53,8.305555555555555,4.8595317725752505,0.26755852842809363,0.44481605351170567,0.11705685618729098,0.08695652173913043,0.0,0.0,0.49010936530470384,0.4479083945354651,0.41492926162150684,0.3791373581297891,0.41763490631326305,0.338499696702868,1,tagalog,high_resource
54,13.379310344827585,4.752577319587629,0.2268041237113402,0.49742268041237114,0.16752577319587628,0.03608247422680412,0.0,0.0,0.4497249434587789,0.4283938028804699,0.41883510166747956,0.3584790329772951,0.4381430353011931,0.3889626828897785,1,tagalog,high_resource
55,7.592592592592593,5.048780487804878,0.3073170731707317,0.5073170731707317,0.06829268292682927,0.01951219512195122,0.0,0.0,0.42695555853953887,0.3998879521390624,0.3983179089484721,0.3245876645641365,0.4009331420852567,0.302655743571143,1,tagalog,high_resource
56,41.0,5.853658536585366,0.36585365853658536,0.6341463414634146,0.04878048780487805,0.0,0.0,0.0,0.27452878733891445,0.13636715817064846,0.2803166363246613,0.1444164853317865,0.27004957093633414,0.12232038331053247,1,tagalog,high_resource
57,4.230769230769231,3.4363636363636365,0.07272727272727272,0.32727272727272727,0.2545454545454545,0.03636363636363636,0.0,0.0,0.20211778896350616,0.11789412879680604,0.18316095212813158,0.09917239702395411,0.17042101521651287,0.07968082674690895,1,tagalog,high_resource
58,7.2,4.194444444444445,0.19444444444444445,0.4444444444444444,0.25,0.0,0.0,0.0,0.31782667403360915,0.2588665238538832,0.3170411207330681,0.18392471053840972,0.332114028213383,0.2590306822084303,1,tagalog,high_resource
59,1.7142857142857142,3.75,0.25,0.6666666666666666,0.25,0.0,0.0,0.0,0.1382098359948228,0.028132891475858818,0.13204753438619848,0.01753257738122239,0.1251054855862715,0.0060601807591621915,1,tagalog,high_resource
60,6.354838709677419,4.060913705583756,0.19796954314720813,0.37055837563451777,0.15228426395939088,0.015228426395939087,0.0,0.0,0.36671609960099677,0.3199464395590195,0.3171738061190468,0.24768958904909824,0.364875135080187,0.3282687988209069,1,tagalog,high_resource
61,10.0,4.75,0.25,0.95,0.1,0.0,0.0,0.0,0.29654738409309606,0.1571372647182601,0.2812757341318865,0.06743638412422785,0.2794080686355045,0.12833837135156198,1,tagalog,high_resource
62,12.0,4.658333333333333,0.25833333333333336,0.5416666666666666,0.15,0.008333333333333333,0.0,0.0,0.4007322526556344,0.28887504970299144,0.3795896157195947,0.2588093685068973,0.406534263377388,0.27111500372933667,1,tagalog,high_resource
63,5.2,3.8461538461538463,0.16153846153846155,0.4076923076923077,0.2153846153846154,0.038461538461538464,0.0,0.0,0.3047588243650825,0.21614687688403142,0.2779419844031166,0.1757475531650989,0.30618183340127175,0.1965430817481704,1,tagalog,high_resource
64,7.5,4.0476190476190474,0.1619047619047619,0.47619047619047616,0.19047619047619047,0.01904761904761905,0.0,0.0,0.334275197816403,0.22963056247152536,0.2841994027700471,0.1550197919681865,0.3247659709706915,0.23796355499571079,1,tagalog,high_resource
65,9.263157894736842,4.630681818181818,0.23863636363636365,0.5909090909090909,0.09659090909090909,0.022727272727272728,0.0,0.0,0.4884465814181948,0.5043911778638597,0.37594654745065237,0.35916566358201374,0.40695370933928204,0.4245922406933226,1,tagalog,high_resource
66,7.733333333333333,4.75,0.3275862068965517,0.5431034482758621,0.14655172413793102,0.017241379310344827,0.0,0.0,0.3939714228479133,0.36585973948983463,0.3734665032763933,0.2912253391826793,0.36423157069092005,0.34111300322707944,1,tagalog,high_resource
67,5.739726027397261,4.708830548926015,0.2840095465393795,0.36754176610978523,0.18138424821002386,0.021479713603818614,0.002386634844868735,0.0,0.4129202078320962,0.40803951637823077,0.3932333786420608,0.335126951766528,0.40877773370716547,0.3444144001366188,1,tagalog,high_resource
68,10.881578947368421,4.77509068923821,0.2370012091898428,0.35308343409915355,0.15840386940749698,0.02781136638452237,0.0,0.0,0.4994007013594375,0.4993296608696018,0.4144781168247894,0.3657338701594039,0.41523470993260175,0.4431937175090878,2,tagalog,high_resource
69,15.794117647058824,5.145251396648045,0.2718808193668529,0.4897579143389199,0.10800744878957169,0.027932960893854747,0.0037243947858473,0.0,0.48804568195883674,0.5382334972033596,0.4358589364476239,0.40704633732803386,0.4591533137940108,0.45972658156734986,2,tagalog,high_resource
70,9.75,4.774358974358974,0.23076923076923078,0.5128205128205128,0.17435897435897435,0.03076923076923077,0.0,0.0,0.48856352043166773,0.4177628471498141,0.43009570855786594,0.36777360506595075,0.4135999551574016,0.3140501742115808,2,tagalog,high_resource
71,8.357142857142858,4.512820512820513,0.21367521367521367,0.41025641025641024,0.07692307692307693,0.0,0.0,0.0,0.41038890450222043,0.3100663456440291,0.3667482443323181,0.25874543199343414,0.3559895136931872,0.28152997418857834,2,tagalog,high_resource
72,6.631578947368421,4.373015873015873,0.18518518518518517,0.2777777777777778,0.10846560846560846,0.06613756613756613,0.0,0.0,0.40733733378221476,0.35573069980577127,0.3259815016424453,0.2829920869538692,0.3817688719986024,0.3480821399804254,2,tagalog,high_resource
73,6.285714285714286,4.954545454545454,0.22727272727272727,0.8863636363636364,0.11363636363636363,0.045454545454545456,0.0,0.0,0.3762497394520853,0.4130246197346373,0.350913228800187,0.31293315833878144,0.3891766113481697,0.3793107728417681,2,tagalog,high_resource
74,6.636363636363637,4.739726027397261,0.2465753424657534,0.6438356164383562,0.1095890410958904,0.0273972602739726,0.0,0.0,0.4189567947382517,0.3733569278530632,0.35560354157966106,0.3145839522113851,0.36798696988934243,0.3682469858326745,2,tagalog,high_resource
75,10.0,4.8428571428571425,0.2714285714285714,0.7,0.05714285714285714,0.02857142857142857,0.0,0.0,0.40142691394023045,0.4174443233842154,0.3479702904252516,0.34038954891241163,0.36197939245243266,0.34752945478130876,2,tagalog,high_resource
76,7.777777777777778,4.414285714285715,0.1,0.5714285714285714,0.05714285714285714,0.014285714285714285,0.014285714285714285,0.0,0.39406695176330586,0.34873868837484356,0.3582380536925412,0.3191393231510187,0.38813121310739973,0.4037641728331639,2,tagalog,high_resource
77,7.2,4.25,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.0,0.0,0.0,0.2670827186366699,0.10418375552458514,0.20688455095608135,0.06028745518197302,0.2532080719126888,0.09058556503054441,2,tagalog,high_resource
78,9.238095238095237,4.520618556701031,0.23195876288659795,0.5979381443298969,0.10309278350515463,0.04639175257731959,0.0,0.0,0.4510558785287428,0.3712567687302459,0.3798662777533669,0.3112373798410082,0.3719709421231758,0.2952121758240536,2,tagalog,high_resource
79,6.6,4.742424242424242,0.25757575757575757,0.5757575757575758,0.16666666666666666,0.015151515151515152,0.0,0.0,0.3650909772556744,0.2920837748972583,0.3327703091811658,0.25103162507018595,0.3346469298420776,0.24395824463315563,2,tagalog,high_resource
80,8.5,4.470588235294118,0.21568627450980393,0.7647058823529411,0.0784313725490196,0.0392156862745098,0.0,0.0,0.40091485044065484,0.4299629663508202,0.3653944819644347,0.34562564001506435,0.3965251657794401,0.40595473848346714,2,tagalog,high_resource
81,4.916666666666667,4.576271186440678,0.2033898305084746,0.6949152542372882,0.1864406779661017,0.05084745762711865,0.0,0.0,0.3352872961723005,0.32182880183389195,0.32698535144201557,0.28247352330637654,0.32463883140439154,0.2851821834729879,2,tagalog,high_resource
82,6.9655172413793105,4.841584158415841,0.297029702970297,0.5198019801980198,0.12376237623762376,0.024752475247524754,0.0,0.0,0.45999800443737454,0.5011113187395357,0.3882803803483484,0.3384964056021663,0.4219051305256422,0.4281973515063722,2,tagalog,high_resource
83,15.4,5.064935064935065,0.2727272727272727,0.6103896103896104,0.11688311688311688,0.025974025974025976,0.01948051948051948,0.0,0.4515307336022411,0.39077937134614066,0.4356321272520137,0.3524863931874593,0.4578910001568397,0.36401010374639714,2,tagalog,high_resource
84,7.222222222222222,5.092307692307692,0.23076923076923078,0.7076923076923077,0.09230769230769231,0.015384615384615385,0.0,0.0,0.42388456423163534,0.3861329671894082,0.3858608575744463,0.30238638484347297,0.4121417790690238,0.3053881239081902,2,tagalog,high_resource
85,10.833333333333334,4.6,0.18461538461538463,0.6615384615384615,0.18461538461538463,0.046153846153846156,0.0,0.0,0.38676960318475434,0.3401568164395311,0.390240227602096,0.2853740629769909,0.3676900033443756,0.30285170710364817,2,tagalog,high_resource
86,10.25,4.4573170731707314,0.18902439024390244,0.49390243902439024,0.0975609756097561,0.012195121951219513,0.0,0.0,0.3949183653552473,0.3836731155469249,0.379697984938937,0.30429689244265584,0.40741538759039375,0.4302698441915135,2,tagalog,high_resource
87,8.5,4.529411764705882,0.2549019607843137,0.6666666666666666,0.1568627450980392,0.0392156862745098,0.058823529411764705,0.0,0.2697800660321551,0.14893884730172854,0.20973313040900832,0.1077264398302527,0.2360031397232891,0.12510039834975373,2,tagalog,high_resource
88,5.714285714285714,4.25,0.125,0.6,0.225,0.025,0.0,0.0,0.3466612209717135,0.15634793372235084,0.3126152898956974,0.14473549139349756,0.32981015827301835,0.14054754697250235,2,tagalog,high_resource
89,10.198630136986301,4.482874412357287,0.19879113498992612,0.2981867024848892,0.1914036265950302,0.03290799194089993,0.001343183344526528,0.0,0.47244130011087926,0.5114868623179104,0.4530672436348892,0.3991313515245664,0.4392856645696033,0.4340415370934071,2,tagalog,high_resource
90,8.0,4.2625,0.2375,0.6375,0.15,0.025,0.0,0.0,0.4105951454182467,0.30887514971988117,0.3458622901612295,0.21825324353549722,0.3674790076242261,0.26134913741239924,2,tagalog,high_resource
91,21.303030303030305,4.738264580369844,0.2503556187766714,0.3883357041251778,0.16927453769559034,0.011379800853485065,0.0,0.0,0.47113001972074775,0.4584291699975789,0.42882861974428255,0.37001241894469156,0.4443156931266168,0.4625757094612457,2,tagalog,high_resource
92,7.688888888888889,4.76878612716763,0.29190751445086704,0.48265895953757226,0.11560693641618497,0.02023121387283237,0.0,0.0,0.4703286837248815,0.49326836070491104,0.3898554876811112,0.3706670072797532,0.3920330123122094,0.36968639513053436,2,tagalog,high_resource
93,7.857142857142857,5.2727272727272725,0.32727272727272727,0.6181818181818182,0.12727272727272726,0.0,0.0,0.0,0.3282282980716551,0.2921974783446565,0.2682717586126659,0.25692906767782053,0.282906080426703,0.2433045303350274,2,tagalog,high_resource
94,10.777777777777779,4.082474226804123,0.16494845360824742,0.5773195876288659,0.23711340206185566,0.020618556701030927,0.0,0.0,0.4023428159783927,0.32199128865814525,0.3204176261180838,0.26148372668732073,0.33728663493536404,0.29537277805292705,2,tagalog,high_resource
95,8.938775510204081,4.5228310502283104,0.2146118721461187,0.3675799086757991,0.20776255707762556,0.0228310502283105,0.0,0.0,0.47028396004127593,0.45580211024891054,0.4197995126660671,0.3471049112367161,0.4573955551113201,0.3832761074426754,2,tagalog,high_resource
96,8.3125,4.977443609022556,0.3007518796992481,0.6015037593984962,0.15789473684210525,0.03759398496240601,0.0,0.0,0.37974291005223165,0.3447581025318917,0.36998912944591367,0.3166385232728431,0.3943552488325031,0.3384348621334791,2,tagalog,high_resource
97,6.25,3.7,0.1,0.36,0.08,0.02,0.0,0.0,0.2777780036728059,0.16684128527376355,0.2100897578033398,0.15017430689676525,0.2640166846091231,0.17512936304988558,2,tagalog,high_resource
98,9.935483870967742,4.5941558441558445,0.22077922077922077,0.4025974025974026,0.12012987012987013,0.045454545454545456,0.0,0.0,0.4186095505083571,0.3269787794191919,0.35882714547405753,0.2764289239901976,0.38320850346814417,0.29910439859491456,2,tagalog,high_resource
99,4.8125,4.5064935064935066,0.22077922077922077,0.5714285714285714,0.22077922077922077,0.025974025974025976,0.025974025974025976,0.0,0.32317653672791524,0.21685922237739794,0.3201613743899124,0.15928463903135603,0.32323984721610655,0.21766428413339708,2,tagalog,high_resource
100,7.470588235294118,5.011811023622047,0.2637795275590551,0.5787401574803149,0.14960629921259844,0.027559055118110236,0.0,0.0,0.4517004031817264,0.4870628766089932,0.4375860580765633,0.3731221109288532,0.4193150596232099,0.41047178686462893,2,tagalog,high_resource
101,4.962962962962963,4.485074626865671,0.21641791044776118,0.5074626865671642,0.20149253731343283,0.022388059701492536,0.0,0.0,0.32091129590808487,0.24220020693223857,0.3037727175017929,0.19706520167216116,0.3101168680773136,0.2527414861217193,2,tagalog,high_resource
102,9.241379310344827,4.602611940298507,0.21828358208955223,0.3917910447761194,0.11194029850746269,0.018656716417910446,0.0,0.0,0.4471583443043418,0.43199563380706046,0.42117160362191963,0.36054253788001733,0.4394997054274088,0.4135229344427463,2,tagalog,high_resource
103,8.928571428571429,4.557333333333333,0.24266666666666667,0.408,0.11733333333333333,0.021333333333333333,0.0,0.0,0.4406017365891812,0.38866733464942066,0.36325963694999824,0.3151231240267944,0.3830406399264746,0.3498831914139098,2,tagalog,high_resource
104,12.439024390243903,4.592156862745098,0.2607843137254902,0.4294117647058823,0.14705882352941177,0.021568627450980392,0.00196078431372549,0.0,0.4662515051709402,0.5122297908813559,0.4172528337797769,0.4169119840759219,0.44611750546705164,0.427446493447427,2,tagalog,high_resource
105,7.833333333333333,4.98936170212766,0.324468085106383,0.4946808510638298,0.2127659574468085,0.015957446808510637,0.0,0.0,0.4311842047002508,0.39772810300232725,0.41522293265293286,0.3074572859191091,0.41950230530674426,0.35506217233155835,2,tagalog,high_resource
106,8.767857142857142,4.594704684317719,0.23217922606924643,0.39918533604887985,0.109979633401222,0.03665987780040733,0.0,0.0,0.44254384098137256,0.48190149637264446,0.39870989155738856,0.37012085756886254,0.41850982225869604,0.47766688710654237,2,tagalog,high_resource
107,5.5,4.681818181818182,0.3181818181818182,0.9090909090909091,0.18181818181818182,0.045454545454545456,0.0,0.0,0.3075824878256749,0.21823819607227363,0.3321274196043028,0.20943578705266105,0.29728641464221844,0.15620114504522542,2,tagalog,high_resource
108,7.2444444444444445,4.690184049079755,0.23006134969325154,0.450920245398773,0.1656441717791411,0.02147239263803681,0.0,0.0,0.47775725211171105,0.42453419191531677,0.38820692966803405,0.2968751944020645,0.4035473480234104,0.32570613506330637,2,tagalog,high_resource
109,5.0,5.329411764705882,0.2647058823529412,0.4823529411764706,0.08235294117647059,0.058823529411764705,0.01764705882352941,0.0,0.41353880938843424,0.32353833821618255,0.3926314145014131,0.2583722551141303,0.3991091719853248,0.32664917672460503,2,tagalog,high_resource
110,5.774193548387097,4.134078212290503,0.11731843575418995,0.5195530726256983,0.20670391061452514,0.0670391061452514,0.00558659217877095,0.0,0.3886428869861692,0.29977241278017247,0.3258517389832541,0.22339249738635833,0.3533607318188927,0.1924789529714015,2,tagalog,high_resource
