@relation tagalog_merged_features_embeddings-weka.filters.unsupervised.attribute.Remove-R19-792-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute word_count numeric
@attribute sentence_count numeric
@attribute phrase_count_per_sentence numeric
@attribute average_word_len numeric
@attribute average_sentence_len numeric
@attribute average_syllable_count numeric
@attribute polysyll_count numeric
@attribute consonant_cluster_density numeric
@attribute v_density numeric
@attribute cv_density numeric
@attribute vc_density numeric
@attribute cvc_density numeric
@attribute vcc_density numeric
@attribute cvcc_density numeric
@attribute ccvc_density numeric
@attribute ccv_density numeric
@attribute ccvcc_density numeric
@attribute ccvccc_density numeric
@attribute class {1,2,3}

@data
217,31,1.172414,5.036866,7,2.110599,7,0.479263,2.110599,1.870968,1.645161,0.995392,0.40553,0.345622,0.124424,0.211982,0.009217,0,1
282,29,2.086957,4.723404,9.724138,1.939716,10,0.464539,1.939716,1.702128,1.48227,0.91844,0.379433,0.262411,0.195035,0.287234,0.056738,0,1
205,27,1.222222,5.15122,7.592593,2.136585,9,0.55122,2.136585,1.839024,1.687805,0.95122,0.414634,0.297561,0.141463,0.282927,0.039024,0,1
99,20,1.25,4.181818,4.95,1.949495,0,0.121212,1.949495,1.666667,1.353535,0.727273,0.090909,0.040404,0.030303,0.060606,0,0,1
222,27,1.666667,5.085586,8.222222,2.18018,17,0.445946,2.18018,1.936937,1.572072,0.90991,0.378378,0.288288,0.130631,0.243243,0.031532,0.004505,1
287,39,1.675676,4.703833,7.358974,1.993031,9,0.379791,1.993031,1.787456,1.45993,0.912892,0.296167,0.226481,0.12892,0.184669,0.020906,0,1
74,14,0,3.72973,5.285714,1.72973,0,0.27027,1.72973,1.364865,1.027027,0.472973,0.135135,0.013514,0,0.121622,0,0,1
98,7,1.285714,4.663265,14,1.94898,1,0.479592,1.94898,1.540816,1.581633,0.867347,0.408163,0.244898,0.102041,0.132653,0.071429,0,1
222,25,1.083333,4.734234,8.88,1.936937,3,0.463964,1.936937,1.707207,1.518018,0.936937,0.382883,0.252252,0.130631,0.166667,0.054054,0,1
294,26,1.583333,4.789116,11.307692,2.05102,6,0.367347,2.05102,1.816327,1.544218,0.901361,0.309524,0.241497,0.102041,0.156463,0.013605,0,1
110,11,1.909091,5.436364,10,2.181818,2,0.554545,2.181818,1.918182,1.818182,1.027273,0.454545,0.336364,0.190909,0.263636,0.081818,0.018182,1
63,14,0,3.539683,4.5,1.603175,0,0.206349,1.603175,1.365079,0.952381,0.587302,0.079365,0,0,0.063492,0,0,1
52,8,0,4.615385,6.5,1.903846,1,0.365385,1.903846,1.615385,1.576923,0.846154,0.307692,0.192308,0.115385,0.173077,0.019231,0,1
91,16,1.4,4.274725,5.6875,2,2,0.120879,2,1.857143,1.252747,0.835165,0.087912,0.087912,0.065934,0.098901,0,0,1
308,20,1.631579,4.792208,15.4,1.922078,10,0.532468,1.922078,1.665584,1.487013,0.866883,0.431818,0.344156,0.149351,0.217532,0.025974,0,1
447,51,1.568182,4.720358,8.764706,1.939597,9,0.514541,1.939597,1.682327,1.442953,0.825503,0.402685,0.313199,0.138702,0.230425,0.064877,0.006711,1
109,51,1.181818,5.899083,2.137255,2.541284,0,0.486239,2.541284,2.183486,2.192661,1.183486,0.422018,0.348624,0.247706,0.302752,0.027523,0,2
72,10,1.2,4.736111,7.2,2.027778,3,0.569444,2.027778,1.569444,1.5,0.819444,0.486111,0.291667,0.166667,0.291667,0.083333,0,2
62,6,0,5.387097,10.333333,2.241935,4,0.596774,2.241935,1.951613,1.709677,1,0.419355,0.274194,0.145161,0.322581,0.048387,0.016129,2
215,19,1.263158,4.972093,11.315789,2.116279,6,0.418605,2.116279,1.790698,1.655814,0.930233,0.376744,0.302326,0.074419,0.130233,0.018605,0,2
301,22,1.272727,5.259136,13.681818,2.192691,23,0.54485,2.192691,1.933555,1.66113,1.019934,0.428571,0.355482,0.215947,0.295681,0.046512,0,2
69,8,1.125,4.405797,8.625,1.811594,1,0.550725,1.811594,1.42029,1.376812,0.753623,0.405797,0.231884,0.130435,0.246377,0.057971,0,2
348,61,1.5,4.818966,5.704918,2.045977,14,0.439655,2.045977,1.744253,1.525862,0.902299,0.353448,0.227011,0.12069,0.181034,0.028736,0,2
40,5,0,4.45,8,1.9,0,0.25,1.9,1.575,1.55,0.875,0.175,0.15,0.075,0.075,0,0,2
146,18,1.235294,4.931507,8.111111,2.075342,3,0.40411,2.075342,1.849315,1.623288,0.945205,0.363014,0.308219,0.10274,0.150685,0.020548,0,2
512,47,1.892857,4.630859,10.893617,1.974609,8,0.390625,1.974609,1.679688,1.482422,0.828125,0.318359,0.238281,0.097656,0.132813,0.009766,0,2
131,16,0,5.053435,8.1875,2.068702,4,0.633588,2.068702,1.938931,1.427481,0.961832,0.419847,0.312977,0.282443,0.427481,0.099237,0,2
312,38,1.461538,4.166667,8.210526,1.644231,3,0.496795,1.644231,1.285256,1.221154,0.740385,0.342949,0.25641,0.157051,0.240385,0.038462,0.00641,2
194,21,1.277778,4.798969,9.238095,2.015464,5,0.427835,2.015464,1.757732,1.5,0.824742,0.350515,0.268041,0.14433,0.201031,0.036082,0,2
141,11,1.5,4.475177,12.818182,1.836879,1,0.425532,1.836879,1.617021,1.35461,0.787234,0.319149,0.255319,0.070922,0.120567,0.007092,0,2
49,5,1.6,4.55102,9.8,1.938776,3,0.428571,1.938776,1.612245,1.489796,0.795918,0.285714,0.183673,0.061224,0.142857,0.040816,0,2
217,22,1.227273,4.64977,9.863636,1.935484,2,0.493088,1.935484,1.658986,1.447005,0.81106,0.322581,0.207373,0.129032,0.235023,0.087558,0,2
55,11,0,4.818182,5,2.127273,3,0.436364,2.127273,1.890909,1.381818,0.854545,0.345455,0.290909,0.036364,0.218182,0.018182,0,2
226,21,1.368421,4.862832,10.761905,2.057522,6,0.438053,2.057522,1.792035,1.517699,0.911504,0.358407,0.278761,0.066372,0.181416,0.017699,0,2
523,34,2.448276,5.282983,15.382353,2.147228,20,0.57935,2.147228,1.83174,1.741874,1.007648,0.50478,0.369025,0.195029,0.273423,0.051625,0.001912,2
362,39,1.416667,4.729282,9.282051,2.052486,12,0.389503,2.052486,1.707182,1.477901,0.803867,0.292818,0.190608,0.093923,0.146409,0.019337,0,2
200,27,1.45,5.06,7.407407,2.05,5,0.485,2.05,1.805,1.72,1.015,0.385,0.3,0.12,0.175,0.025,0,2
227,17,1.411765,4.92511,13.352941,2.030837,1,0.46696,2.030837,1.779736,1.590308,0.969163,0.422907,0.317181,0.136564,0.23348,0.048458,0,2
268,26,1.458333,4.902985,10.307692,2.041045,9,0.481343,2.041045,1.772388,1.541045,0.88806,0.410448,0.283582,0.141791,0.201493,0.05597,0,2
86,9,1.333333,4.825581,9.555556,2.104651,2,0.348837,2.104651,1.813953,1.55814,0.895349,0.267442,0.232558,0.116279,0.162791,0,0,2
158,14,1.5,5.183544,11.285714,2.113924,13,0.537975,2.113924,1.873418,1.677215,0.955696,0.424051,0.348101,0.126582,0.227848,0.006329,0,2
170,17,1.058824,4.9,10,2.011765,7,0.458824,2.011765,1.782353,1.523529,0.882353,0.376471,0.317647,0.094118,0.164706,0.017647,0,2
62,8,1.125,5.258065,7.75,2.193548,2,0.548387,2.193548,1.83871,1.709677,0.967742,0.435484,0.33871,0.193548,0.290323,0.032258,0,2
62,6,1.6,4.741935,10.333333,2.064516,1,0.33871,2.064516,1.741935,1.548387,0.887097,0.306452,0.241935,0.064516,0.145161,0.016129,0,2
48,4,4,4.8125,12,1.875,0,0.583333,1.875,1.5,1.666667,0.916667,0.4375,0.208333,0.166667,0.229167,0.083333,0,2
372,51,1.45,4.594086,7.294118,1.916667,5,0.451613,1.916667,1.637097,1.443548,0.817204,0.344086,0.239247,0.08871,0.166667,0.034946,0,2
212,30,1.307692,4.679245,7.066667,2.037736,2,0.391509,2.037736,1.698113,1.495283,0.820755,0.287736,0.188679,0.122642,0.216981,0.023585,0,2
261,37,1.16129,4.773946,7.054054,1.961686,2,0.509579,1.961686,1.735632,1.455939,0.873563,0.375479,0.306513,0.180077,0.295019,0.103448,0,2
205,34,1.333333,4.741463,6.029412,1.97561,6,0.429268,1.97561,1.770732,1.419512,0.887805,0.326829,0.253659,0.141463,0.214634,0.009756,0,2
162,17,1.2,4.512346,9.529412,1.876543,1,0.469136,1.876543,1.549383,1.432099,0.790123,0.358025,0.216049,0.104938,0.154321,0.055556,0,2
50,5,2.2,4.52,10,1.92,0,0.24,1.92,1.64,1.56,0.86,0.12,0.12,0.14,0.18,0,0,2
203,30,1.033333,4.955665,6.766667,2.197044,12,0.359606,2.197044,1.852217,1.630542,0.896552,0.325123,0.251232,0.078818,0.133005,0.004926,0,2
344,41,1.575758,4.491279,8.390244,1.90407,2,0.418605,1.90407,1.651163,1.331395,0.793605,0.313953,0.232558,0.090116,0.188953,0.034884,0,2
275,45,1.346154,4.356364,6.111111,1.741818,3,0.498182,1.741818,1.476364,1.269091,0.741818,0.269091,0.174545,0.149091,0.269091,0.054545,0.003636,2
39,6,0,4.230769,6.5,1.769231,1,0.307692,1.769231,1.564103,1.358974,0.769231,0.282051,0.205128,0.128205,0.153846,0.025641,0,2
79,11,1.125,4.316456,7.181818,1.886076,2,0.35443,1.886076,1.506329,1.35443,0.696203,0.21519,0.164557,0.088608,0.113924,0.012658,0,2
644,68,1.210526,4.759317,9.470588,2.023292,22,0.447205,2.023292,1.700311,1.444099,0.812112,0.304348,0.215839,0.099379,0.203416,0.02795,0,2
104,10,2.2,5.192308,10.4,2.192308,4,0.461538,2.192308,1.971154,1.673077,1.009615,0.375,0.269231,0.125,0.173077,0.048077,0,2
22,6,1.5,4.863636,3.666667,2.045455,0,0.545455,2.045455,1.772727,1.409091,0.818182,0.409091,0.318182,0.181818,0.272727,0.045455,0,2
191,20,1.25,5.062827,9.55,2.099476,4,0.465969,2.099476,1.82199,1.680628,0.979058,0.387435,0.298429,0.136126,0.209424,0.010471,0,2
53,6,0,5.377358,8.833333,2.132075,1,0.679245,2.132075,1.943396,1.735849,1.113208,0.603774,0.358491,0.226415,0.320755,0.150943,0,2
89,8,0,4.393258,11.125,1.88764,0,0.370787,1.88764,1.606742,1.247191,0.752809,0.348315,0.314607,0.101124,0.213483,0.022472,0,2
781,90,1.671642,5.183099,8.677778,2.15749,39,0.49936,2.15749,1.924456,1.669654,1.008963,0.416133,0.318822,0.153649,0.240717,0.040973,0,2
245,38,2.05,5.204082,6.447368,2.179592,20,0.493878,2.179592,1.889796,1.738776,0.995918,0.42449,0.334694,0.171429,0.261224,0.028571,0.004082,2
127,42,0,4.708661,3.02381,1.913386,1,0.433071,1.913386,1.748031,1.401575,0.850394,0.354331,0.212598,0.149606,0.188976,0.055118,0.007874,2
307,24,1.272727,4.811075,12.791667,1.977199,5,0.462541,1.977199,1.641694,1.599349,0.885993,0.361564,0.263844,0.127036,0.205212,0.009772,0,2
325,45,1.176471,4.704615,7.222222,1.913846,5,0.461538,1.913846,1.643077,1.467692,0.864615,0.393846,0.283077,0.163077,0.236923,0.027692,0,2
192,30,1.176471,4.666667,6.4,1.942708,1,0.479167,1.942708,1.567708,1.5,0.838542,0.390625,0.260417,0.135417,0.239583,0.072917,0,2
906,117,1.7,4.928256,7.74359,2.094923,37,0.44702,2.094923,1.836645,1.559603,0.917219,0.360927,0.252759,0.140177,0.237307,0.028698,0.002208,2
63,8,1.125,3.936508,7.875,1.714286,0,0.460317,1.714286,1.285714,1.079365,0.539683,0.396825,0.126984,0.111111,0.222222,0.047619,0,2
529,59,1.403846,4.663516,8.966102,1.835539,9,0.57845,1.835539,1.582231,1.425331,0.835539,0.432892,0.287335,0.143667,0.283554,0.041588,0.00189,2
116,20,2.428571,5.034483,5.8,2.094828,2,0.37931,2.094828,1.844828,1.741379,1.025862,0.344828,0.284483,0.112069,0.155172,0.017241,0,2
319,45,1.5,4.514107,7.088889,1.952978,1,0.416928,1.952978,1.730408,1.319749,0.830721,0.338558,0.275862,0.115987,0.238245,0.021944,0,2
463,54,1.391304,4.483801,8.574074,1.958963,6,0.37365,1.958963,1.632829,1.414687,0.792657,0.313175,0.24622,0.112311,0.190065,0.034557,0,2
149,16,1.0625,4.187919,9.3125,1.771812,1,0.369128,1.771812,1.442953,1.33557,0.684564,0.288591,0.194631,0.053691,0.107383,0.006711,0,2
60,8,1.25,4.916667,7.5,2.05,0,0.65,2.05,1.683333,1.466667,0.816667,0.566667,0.35,0.25,0.4,0.15,0,2
176,38,1.4375,4.204545,4.631579,1.846591,3,0.278409,1.846591,1.625,1.221591,0.778409,0.221591,0.153409,0.073864,0.142045,0.011364,0,2
68,11,1.4,5.029412,6.181818,2.147059,5,0.367647,2.147059,1.823529,1.764706,1.014706,0.338235,0.279412,0.117647,0.220588,0.029412,0,2
380,34,1.580645,4.931579,11.176471,2.068421,16,0.457895,2.068421,1.784211,1.631579,0.886842,0.35,0.263158,0.102632,0.157895,0.013158,0,2
118,14,1.2,5.169492,8.428571,2.186441,6,0.474576,2.186441,1.932203,1.576271,0.932203,0.355932,0.254237,0.152542,0.254237,0.067797,0.016949,2
147,19,1.388889,5.013605,7.736842,2.095238,10,0.47619,2.095238,1.823129,1.517007,0.904762,0.408163,0.29932,0.156463,0.210884,0.034014,0,2
108,17,1.714286,4.074074,6.352941,1.703704,1,0.407407,1.703704,1.240741,1.231481,0.611111,0.296296,0.194444,0.083333,0.138889,0.037037,0,2
52,7,0,5.423077,7.428571,2.269231,2,0.480769,2.269231,2.057692,1.788462,1.076923,0.403846,0.326923,0.153846,0.269231,0.096154,0.019231,2
191,17,1.411765,4.670157,11.235294,1.968586,6,0.397906,1.968586,1.743455,1.429319,0.811518,0.308901,0.204188,0.099476,0.193717,0,0,2
171,13,1.071429,5.087719,13.153846,2.093567,15,0.54386,2.093567,1.777778,1.707602,0.953216,0.438596,0.315789,0.140351,0.239766,0.023392,0,2
169,37,1.166667,5.360947,4.567568,2.071006,3,0.698225,2.071006,1.781065,1.680473,1.035503,0.538462,0.402367,0.301775,0.408284,0.076923,0,2
320,35,1.9,4.5875,9.142857,1.884375,7,0.459375,1.884375,1.59375,1.3875,0.79375,0.3625,0.275,0.13125,0.2,0.040625,0,2
579,44,1.475,4.960276,13.159091,2.091537,21,0.493955,2.091537,1.753022,1.614853,0.924007,0.381693,0.288428,0.119171,0.212435,0.031088,0,2
714,85,1.166667,5.043417,8.4,2.105042,43,0.488796,2.105042,1.862745,1.617647,0.946779,0.406162,0.280112,0.148459,0.22549,0.028011,0,2
46,8,0,4.5,5.75,1.891304,1,0.5,1.891304,1.586957,1.369565,0.673913,0.347826,0.130435,0.086957,0.217391,0,0,2
239,27,1.347826,4.782427,8.851852,2.016736,6,0.476987,2.016736,1.786611,1.456067,0.861925,0.39749,0.301255,0.108787,0.238494,0.033473,0,2
64,11,1.181818,4.1875,5.818182,1.90625,0,0.25,1.90625,1.703125,1.140625,0.75,0.234375,0.1875,0.0625,0.171875,0.015625,0,2
184,34,1.125,5.059783,5.411765,2.11413,9,0.467391,2.11413,1.918478,1.592391,0.967391,0.407609,0.309783,0.195652,0.266304,0.048913,0,2
111,11,1.272727,4.837838,10.090909,2.045045,5,0.486486,2.045045,1.693694,1.585586,0.837838,0.378378,0.243243,0.09009,0.198198,0.027027,0,2
836,94,1.75641,4.797847,8.893617,2.032297,32,0.455742,2.032297,1.744019,1.505981,0.882775,0.386364,0.291866,0.139952,0.210526,0.019139,0.001196,2
47,5,0,4.489362,9.4,1.914894,1,0.468085,1.914894,1.617021,1.255319,0.702128,0.382979,0.340426,0.148936,0.234043,0.042553,0.042553,2
41,7,0,5.073171,5.857143,2.170732,2,0.487805,2.170732,1.804878,1.682927,0.902439,0.414634,0.292683,0.268293,0.292683,0.02439,0,2
487,56,1.089286,4.632444,8.696429,1.915811,7,0.494867,1.915811,1.683778,1.406571,0.852156,0.347023,0.258727,0.12731,0.26694,0.024641,0.002053,2
248,26,1.454545,4.895161,9.538462,2.024194,6,0.479839,2.024194,1.790323,1.552419,0.891129,0.403226,0.322581,0.120968,0.193548,0.028226,0,2
163,23,1.764706,4.815951,7.086957,1.98773,4,0.484663,1.98773,1.668712,1.564417,0.865031,0.453988,0.386503,0.08589,0.171779,0.030675,0,2
90,9,1.222222,4.733333,10,1.955556,3,0.5,1.955556,1.633333,1.511111,0.822222,0.344444,0.233333,0.122222,0.222222,0.044444,0,2
209,30,1.391304,5.215311,6.966667,2.200957,6,0.488038,2.200957,1.861244,1.784689,0.942584,0.382775,0.301435,0.119617,0.239234,0.009569,0,2
192,23,1.304348,5.171875,8.347826,2.125,7,0.515625,2.125,1.838542,1.71875,0.96875,0.40625,0.302083,0.125,0.208333,0.036458,0,2
184,20,1.55,4.668478,9.2,2.038043,2,0.36413,2.038043,1.619565,1.625,0.826087,0.331522,0.26087,0.108696,0.141304,0.021739,0,2
304,72,1.5,4.315789,4.222222,1.819079,2,0.368421,1.819079,1.532895,1.315789,0.743421,0.273026,0.190789,0.095395,0.154605,0.023026,0.003289,2
181,32,1.538462,4,5.65625,1.734807,1,0.353591,1.734807,1.519337,1.060773,0.635359,0.254144,0.187845,0.044199,0.165746,0.005525,0.005525,2
85,8,1.5,4.529412,10.625,1.952941,2,0.388235,1.952941,1.635294,1.447059,0.788235,0.329412,0.223529,0.094118,0.176471,0,0,2
50,8,0,3.7,6.25,1.5,0,0.56,1.5,1,1.14,0.54,0.34,0.16,0.06,0.26,0,0,2
44,9,1.111111,4.568182,4.888889,1.886364,0,0.431818,1.886364,1.613636,1.5,0.863636,0.318182,0.159091,0.090909,0.181818,0.045455,0,2
434,46,1.583333,4.702765,9.434783,1.963134,9,0.493088,1.963134,1.670507,1.470046,0.866359,0.412442,0.276498,0.170507,0.24424,0.069124,0.002304,2
999,98,1.585366,4.775776,10.193878,1.992993,27,0.499499,1.992993,1.732733,1.469469,0.892893,0.421421,0.305305,0.149149,0.261261,0.05005,0,2
149,17,1.266667,5.020134,8.764706,2.040268,10,0.503356,2.040268,1.852349,1.624161,0.885906,0.342282,0.234899,0.127517,0.221477,0.020134,0,2
609,42,1.825,5.254516,14.5,2.114943,33,0.676519,2.114943,1.714286,1.679803,0.924466,0.510673,0.339901,0.269294,0.380952,0.047619,0.001642,3
83,8,1.166667,4.771084,10.375,1.939759,2,0.566265,1.939759,1.662651,1.481928,0.86747,0.46988,0.349398,0.156627,0.277108,0.024096,0,3
150,12,1.5,4.746667,12.5,2,3,0.433333,2,1.573333,1.653333,0.88,0.38,0.24,0.093333,0.193333,0.02,0,3
