@relation readability_cebuano_features_embeddings-weka.filters.unsupervised.attribute.Remove-R19-792

@attribute word_count numeric
@attribute sentence_count numeric
@attribute phrase_count_per_sentence numeric
@attribute average_word_len numeric
@attribute average_sentence_len numeric
@attribute average_syllable_count numeric
@attribute polysyll_count numeric
@attribute consonant_cluster_density numeric
@attribute v_density numeric
@attribute cv_density numeric
@attribute vc_density numeric
@attribute cvc_density numeric
@attribute vcc_density numeric
@attribute cvcc_density numeric
@attribute ccvc_density numeric
@attribute ccv_density numeric
@attribute ccvcc_density numeric
@attribute ccvccc_density numeric
@attribute class {1,2,3}

@data
8,2,0,3.25,4,1.5,0,0.25,1.5,1.25,0.75,0.5,0.25,0,0,0,0,0,1
20,5,0,3.05,4,1.55,0,0.05,1.55,1.4,0.5,0.45,0.05,0,0,0,0,0,1
39,13,0,5.153846,3,2.282051,0,0.333333,2.282051,1.923077,1.692308,0.897436,0.333333,0.282051,0.076923,0.179487,0,0,1
23,6,0,4,3.833333,1.782609,0,0.26087,1.782609,1.73913,1,0.782609,0.217391,0.173913,0.086957,0.217391,0,0,1
11,3,0,3.636364,3.666667,1.545455,0,0.363636,1.545455,1.363636,0.909091,0.727273,0.363636,0.181818,0.181818,0.181818,0,0,1
18,6,0,3.333333,3,1.555556,0,0.222222,1.555556,1.333333,0.777778,0.555556,0.222222,0,0,0,0,0,1
21,6,0,3.761905,3.5,1.666667,0,0.095238,1.666667,1.333333,1.142857,0.47619,0.095238,0,0,0,0,0,1
22,6,0,5.181818,3.666667,2.090909,0,0.636364,2.090909,1.727273,1.727273,1.181818,0.636364,0.363636,0.363636,0.409091,0.181818,0,1
138,16,1.066667,4.789855,8.625,2.072464,2,0.456522,2.072464,1.782609,1.449275,0.891304,0.376812,0.26087,0.15942,0.318841,0.050725,0,1
52,10,1.1,5.211538,5.2,2.25,0,0.480769,2.25,2,1.634615,0.980769,0.423077,0.384615,0.192308,0.346154,0.019231,0,1
47,8,0,4.234043,5.875,1.87234,0,0.361702,1.87234,1.638298,1.170213,0.787234,0.319149,0.234043,0.170213,0.234043,0,0,1
75,21,0,4.84,3.571429,2.08,1,0.466667,2.08,1.773333,1.52,0.893333,0.4,0.226667,0.146667,0.32,0.026667,0,1
40,14,0,4.45,2.857143,1.875,0,0.475,1.875,1.575,1.325,0.825,0.4,0.25,0.25,0.35,0.05,0,1
41,11,0,4.731707,3.727273,1.853659,0,0.463415,1.853659,1.682927,1.585366,0.97561,0.439024,0.268293,0.195122,0.243902,0,0,1
21,6,0,4.904762,3.5,2.142857,0,0.095238,2.142857,1.952381,1.809524,0.904762,0.095238,0.095238,0,0,0,0,1
30,6,0,3.166667,5,1.566667,0,0.033333,1.566667,1.5,0.633333,0.566667,0.033333,0,0,0,0,0,1
139,18,1.647059,4.906475,7.722222,2.093525,1,0.510791,2.093525,1.741007,1.532374,0.877698,0.489209,0.302158,0.215827,0.302158,0.057554,0.007194,1
21,6,0,4.809524,3.5,2.238095,0,0.285714,2.238095,1.952381,1.52381,0.952381,0.285714,0.285714,0.142857,0.238095,0,0,1
12,5,1.2,3.5,2.4,1.666667,0,0.166667,1.666667,1.5,0.833333,0.666667,0.166667,0,0,0,0,0,1
100,10,4.545455,3.59,10,1.45,0,0.4,1.45,1.1,1.08,0.55,0.26,0.14,0.07,0.19,0,0,1
51,10,0,4.823529,5.1,2.039216,0,0.431373,2.039216,1.745098,1.490196,0.921569,0.372549,0.294118,0.176471,0.333333,0.019608,0,1
36,11,1.181818,4.583333,3.272727,1.916667,0,0.472222,1.916667,1.555556,1.444444,0.833333,0.388889,0.194444,0.138889,0.277778,0.027778,0,1
16,4,0,3.5625,4,1.625,0,0.125,1.625,1.375,0.9375,0.5625,0.0625,0,0,0.0625,0,0,1
10,4,0,4.1,2.5,1.6,0,0.5,1.6,1.5,1.1,1,0.5,0.4,0.3,0.3,0,0,1
27,8,0,3.37037,3.375,1.555556,0,0.222222,1.555556,1.296296,0.814815,0.555556,0.222222,0.037037,0.037037,0.037037,0,0,1
35,12,0,4.714286,2.916667,1.971429,0,0.571429,1.971429,1.657143,1.257143,0.742857,0.485714,0.314286,0.2,0.485714,0.114286,0.057143,1
23,8,0,5.304348,2.875,2.26087,1,0.478261,2.26087,1.782609,1.695652,0.782609,0.434783,0.217391,0.086957,0.347826,0.086957,0,1
43,8,1.25,4.186047,5.375,1.767442,0,0.395349,1.767442,1.44186,1.302326,0.72093,0.209302,0.116279,0.186047,0.27907,0,0,1
44,10,0,5.181818,4.4,2.386364,1,0.295455,2.386364,2.022727,1.75,1.022727,0.272727,0.227273,0.113636,0.159091,0,0,1
23,6,0,3.869565,3.833333,1.695652,0,0.391304,1.695652,1.26087,1.086957,0.565217,0.26087,0.086957,0.086957,0.26087,0,0,1
53,16,1.125,5.698113,3.3125,2.45283,3,0.377358,2.45283,2.264151,1.981132,1.245283,0.377358,0.320755,0.207547,0.283019,0,0,1
83,13,1.076923,4.144578,6.384615,1.831325,0,0.301205,1.831325,1.566265,1.168675,0.698795,0.277108,0.13253,0.108434,0.192771,0.012048,0,1
45,5,1.4,4.644444,9,1.822222,1,0.4,1.822222,1.622222,1.511111,0.911111,0.311111,0.222222,0.177778,0.288889,0.044444,0,1
54,16,1.0625,5.166667,3.375,2.240741,1,0.462963,2.240741,1.833333,1.722222,0.962963,0.37037,0.240741,0.203704,0.277778,0.055556,0,1
41,12,0,4.878049,3.416667,2.146341,0,0.243902,2.146341,1.95122,1.560976,0.95122,0.146341,0.121951,0.097561,0.170732,0,0,1
44,10,0,4.681818,4.4,2.136364,1,0.340909,2.136364,1.909091,1.340909,0.840909,0.318182,0.227273,0.068182,0.227273,0,0,1
128,9,6.2,3.554688,14.222222,1.476563,0,0.335938,1.476563,1.296875,0.90625,0.578125,0.21875,0.148438,0.085938,0.1875,0.015625,0,1
47,10,1.1,5.617021,4.7,2.297872,1,0.510638,2.297872,2.085106,2,1.106383,0.404255,0.319149,0.297872,0.446809,0.021277,0,1
70,12,1.25,4.542857,5.833333,2.057143,0,0.257143,2.057143,1.714286,1.514286,0.842857,0.228571,0.142857,0.071429,0.128571,0,0,1
62,15,1.133333,4.258065,4.133333,1.983871,0,0.241935,1.983871,1.645161,1.354839,0.758065,0.209677,0.112903,0.064516,0.112903,0,0,1
24,6,0,3.541667,4,1.75,0,0.125,1.75,1.458333,0.875,0.541667,0.125,0,0.041667,0.041667,0,0,1
54,10,1.2,5.018519,5.4,2.12963,0,0.444444,2.12963,1.851852,1.62963,1,0.407407,0.296296,0.148148,0.222222,0.018519,0.018519,1
40,8,0,4.975,5,2.175,1,0.375,2.175,1.925,1.675,0.975,0.375,0.225,0.15,0.225,0,0,1
39,9,0,4.589744,4.333333,2.051282,0,0.179487,2.051282,1.846154,1.461538,0.846154,0.128205,0.128205,0.051282,0.102564,0,0,1
154,24,1.789474,4.448052,6.416667,1.883117,0,0.461039,1.883117,1.623377,1.285714,0.792208,0.383117,0.253247,0.194805,0.344156,0.051948,0.012987,1
51,10,1.2,4.764706,5.1,2.058824,0,0.392157,2.058824,1.764706,1.54902,0.921569,0.294118,0.176471,0.215686,0.313725,0.019608,0,1
19,6,0,3.473684,3.166667,1.578947,0,0.315789,1.578947,1.315789,0.789474,0.526316,0.210526,0,0,0.105263,0,0,1
43,8,0,4.72093,5.375,2.069767,0,0.232558,2.069767,1.790698,1.604651,0.883721,0.232558,0.209302,0.093023,0.116279,0,0,1
44,10,0,4.568182,4.4,2,0,0.340909,2,1.659091,1.477273,0.75,0.272727,0.113636,0.159091,0.159091,0,0,1
40,10,0,5.475,4,2.375,1,0.45,2.375,2.175,1.7,1.075,0.425,0.4,0.175,0.35,0,0,1
16,6,0,4.5,2.666667,1.75,0,0.5625,1.75,1.375,1.5625,0.9375,0.5625,0.25,0.375,0.375,0,0,1
36,8,0,5.416667,4.5,2.388889,2,0.388889,2.388889,2,1.916667,0.888889,0.361111,0.222222,0.083333,0.166667,0,0,1
39,12,0,5.384615,3.25,2.307692,0,0.435897,2.307692,1.974359,1.871795,1.051282,0.410256,0.230769,0.153846,0.282051,0.076923,0,1
64,13,0,4.875,4.923077,2.015625,0,0.5,2.015625,1.84375,1.34375,0.953125,0.40625,0.296875,0.21875,0.375,0.109375,0,1
12,6,0,3.333333,2,1.666667,0,0,1.666667,1.5,0.666667,0.583333,0,0,0,0,0,0,1
19,6,0,3.947368,3.166667,1.526316,0,0.421053,1.526316,1.052632,1.473684,0.842105,0.421053,0.157895,0.157895,0.157895,0,0,1
51,18,0,5.039216,2.833333,2.176471,0,0.392157,2.176471,1.823529,1.490196,0.882353,0.352941,0.27451,0.137255,0.294118,0.019608,0.019608,1
19,6,0,4.052632,3.166667,1.736842,0,0.263158,1.736842,1.526316,1.263158,0.894737,0.263158,0.157895,0.157895,0.157895,0,0,1
83,9,1.111111,4.843373,9.222222,1.975904,0,0.506024,1.975904,1.759036,1.481928,0.891566,0.349398,0.277108,0.180723,0.361446,0.012048,0,1
28,6,0,4.107143,4.666667,1.714286,0,0.285714,1.714286,1.214286,1.392857,0.571429,0.178571,0.178571,0.071429,0.178571,0,0,1
15,7,0,4.4,2.142857,1.866667,0,0,1.866667,1.866667,1.533333,0.866667,0,0,0,0,0,0,1
54,10,1.1,3.962963,5.4,1.888889,0,0.092593,1.888889,1.722222,1.074074,0.722222,0.074074,0.037037,0.037037,0.055556,0,0,1
70,21,1.1,3.728571,3.333333,1.7,0,0.328571,1.7,1.314286,1.071429,0.642857,0.314286,0.3,0.014286,0.028571,0,0,1
15,4,0,3.533333,3.75,1.533333,0,0.333333,1.533333,1.333333,0.866667,0.666667,0.333333,0.133333,0.133333,0.133333,0,0,1
4,1,0,3.25,4,1.5,0,0.25,1.5,1.25,0.75,0.5,0.25,0,0,0,0,0,1
21,6,0,4.380952,3.5,2.142857,0,0.190476,2.142857,1.666667,1.380952,0.619048,0.190476,0.095238,0.095238,0.190476,0.047619,0,1
67,16,0,5.208955,4.1875,2.134328,0,0.432836,2.134328,1.835821,1.865672,1,0.402985,0.134328,0.104478,0.134328,0.014925,0,1
101,11,1.090909,4.821782,9.181818,1.930693,1,0.455446,1.930693,1.752475,1.50495,0.90099,0.445545,0.366337,0.148515,0.227723,0.089109,0,1
12,5,0,3.666667,2.4,1.5,0,0.25,1.5,1.5,0.916667,0.916667,0.25,0.25,0.25,0.25,0,0,1
40,6,0,4.55,6.666667,1.9,0,0.45,1.9,1.5,1.475,0.8,0.4,0.275,0.175,0.25,0.1,0,1
16,6,0,3.5,2.666667,1.6875,0,0.25,1.6875,1.3125,0.8125,0.375,0.25,0,0,0.1875,0,0,1
31,7,0,4.774194,4.428571,2.193548,0,0.354839,2.193548,1.774194,1.516129,1.032258,0.322581,0.16129,0.129032,0.258065,0.064516,0,1
4,2,0,3.5,2,1.75,0,0,1.75,1.75,0.75,0.75,0,0,0,0,0,0,1
7,2,0,3.285714,3.5,1.571429,0,0.142857,1.571429,1.428571,0.714286,0.571429,0.142857,0,0,0,0,0,1
55,11,1.1,5.327273,5,2.218182,0,0.509091,2.218182,2.054545,1.727273,1.109091,0.418182,0.345455,0.181818,0.363636,0.072727,0.018182,1
52,11,1.222222,4.961538,4.727273,1.980769,0,0.5,1.980769,1.826923,1.557692,1.076923,0.403846,0.288462,0.307692,0.346154,0.057692,0,1
55,6,0,3.854545,9.166667,1.8,0,0.218182,1.8,1.509091,1.036364,0.618182,0.218182,0.109091,0.072727,0.181818,0.036364,0,1
19,5,0,4,3.8,1.736842,0,0.315789,1.736842,1.526316,1.105263,0.736842,0.210526,0.210526,0.052632,0.157895,0,0,1
13,3,0,3.692308,4.333333,1.615385,0,0.307692,1.615385,1.461538,0.923077,0.769231,0.307692,0.153846,0.153846,0.153846,0,0,1
7,0,0,4.571429,7,1.857143,0,0.285714,1.857143,1.857143,1.428571,1.285714,0.285714,0.285714,0.285714,0.285714,0,0,1
54,11,0,4.925926,4.909091,2,0,0.462963,2,1.759259,1.481481,0.962963,0.388889,0.277778,0.185185,0.351852,0.018519,0.018519,1
54,16,1.375,4.648148,3.375,2.166667,0,0.185185,2.166667,1.888889,1.518519,0.888889,0.148148,0.148148,0.018519,0.074074,0,0,1
56,18,0,5,3.111111,2.071429,0,0.428571,2.071429,1.75,1.589286,0.928571,0.375,0.285714,0.214286,0.339286,0.035714,0,1
44,8,0,5.159091,5.5,2.181818,1,0.545455,2.181818,1.909091,1.659091,0.886364,0.431818,0.227273,0.090909,0.204545,0,0,1
89,23,1.347826,5.269663,3.869565,2.404494,2,0.348315,2.404494,2.101124,1.662921,0.898876,0.325843,0.247191,0.089888,0.213483,0.033708,0,1
21,4,0,4.904762,5.25,1.857143,0,0.666667,1.857143,1.666667,1.52381,0.952381,0.571429,0.428571,0.285714,0.47619,0.047619,0.047619,1
39,7,0,4.25641,5.571429,1.846154,0,0.358974,1.846154,1.538462,1.282051,0.666667,0.205128,0.179487,0.128205,0.25641,0.025641,0,1
31,12,0,4.806452,2.583333,2.16129,0,0.225806,2.16129,2,1.451613,1,0.225806,0.16129,0.032258,0.064516,0,0,1
21,6,0,4.095238,3.5,1.666667,0,0.428571,1.666667,1.380952,1.285714,0.761905,0.380952,0.238095,0.142857,0.190476,0,0,1
52,7,0,4.75,7.428571,2,0,0.557692,2,1.596154,1.461538,0.846154,0.5,0.307692,0.134615,0.307692,0.019231,0,1
22,6,0,3.272727,3.666667,1.5,0,0.181818,1.5,1.227273,0.863636,0.590909,0.181818,0,0,0,0,0,1
225,15,1.6,4.893333,15,2.084444,9,0.453333,2.084444,1.813333,1.502222,0.848889,0.328889,0.244444,0.186667,0.346667,0.022222,0,1
79,12,1.6,4.848101,6.583333,1.987342,1,0.35443,1.987342,1.78481,1.594937,0.936709,0.329114,0.227848,0.202532,0.253165,0.012658,0,1
53,10,0,4.283019,5.3,1.849057,0,0.283019,1.849057,1.660377,1.283019,0.716981,0.226415,0.169811,0.056604,0.207547,0,0,1
23,6,0,3.73913,3.833333,1.608696,0,0.217391,1.608696,1.304348,1.173913,0.565217,0.217391,0.086957,0.043478,0.043478,0,0,1
126,14,1.666667,4.428571,9,1.857143,1,0.5,1.857143,1.5,1.357143,0.674603,0.404762,0.325397,0.063492,0.198413,0.007937,0,1
48,10,1.1,4.4375,4.8,1.916667,0,0.395833,1.916667,1.520833,1.395833,0.6875,0.333333,0.25,0.041667,0.145833,0,0,1
99,12,1.416667,4.777778,8.25,2.030303,1,0.444444,2.030303,1.737374,1.474747,0.868687,0.383838,0.252525,0.191919,0.323232,0.050505,0.010101,1
99,12,1.416667,4.777778,8.25,2.030303,1,0.444444,2.030303,1.737374,1.474747,0.868687,0.383838,0.252525,0.191919,0.323232,0.050505,0.010101,1
62,8,1.125,5.225806,7.75,2.322581,2,0.467742,2.322581,1.903226,1.596774,0.887097,0.419355,0.33871,0.193548,0.370968,0.016129,0,1
85,8,1.625,4.341176,10.625,1.847059,0,0.364706,1.847059,1.552941,1.376471,0.847059,0.317647,0.235294,0.117647,0.247059,0.035294,0.011765,1
27,7,0,4.333333,3.857143,1.851852,0,0.444444,1.851852,1.407407,1.407407,0.777778,0.444444,0.259259,0.111111,0.148148,0.037037,0,1
11,4,0,3.909091,2.75,1.727273,0,0.272727,1.727273,1.636364,1,0.909091,0.272727,0.181818,0.181818,0.181818,0,0,1
49,10,0,4.306122,4.9,1.857143,0,0.428571,1.857143,1.571429,1.244898,0.755102,0.367347,0.22449,0.081633,0.204082,0.020408,0,1
35,12,0,5.028571,2.916667,2.171429,0,0.285714,2.171429,2,1.657143,1.028571,0.285714,0.285714,0.085714,0.142857,0,0,1
52,10,0,4.557692,5.2,2.038462,0,0.326923,2.038462,1.769231,1.384615,0.865385,0.269231,0.192308,0.076923,0.211538,0.019231,0,1
47,9,0,4.12766,5.222222,1.808511,0,0.276596,1.808511,1.531915,1.148936,0.744681,0.212766,0.170213,0.085106,0.106383,0.021277,0.021277,1
17,5,0,3.235294,3.4,1.529412,0,0,1.529412,1.411765,0.764706,0.588235,0,0,0,0,0,0,1
54,17,1.058824,5.018519,3.176471,2.074074,0,0.444444,2.074074,1.851852,1.555556,1,0.425926,0.333333,0.277778,0.333333,0.074074,0.037037,1
21,6,0,3.238095,3.5,1.666667,0,0.047619,1.666667,1.285714,0.809524,0.380952,0.047619,0,0,0,0,0,1
13,4,0,3.846154,3.25,1.846154,0,0.384615,1.846154,1.538462,0.923077,0.538462,0.384615,0.076923,0.076923,0.384615,0,0,1
92,9,1.222222,4.554348,10.222222,1.956522,1,0.456522,1.956522,1.652174,1.336957,0.76087,0.282609,0.217391,0.173913,0.369565,0.021739,0,1
22,6,0,3.5,3.666667,1.772727,0,0,1.772727,1.5,0.818182,0.454545,0,0,0,0,0,0,1
66,13,1.076923,4.848485,5.076923,2.19697,0,0.318182,2.19697,1.924242,1.424242,0.909091,0.30303,0.19697,0.181818,0.30303,0.015152,0,1
47,8,0,4.744681,5.875,2.021277,0,0.489362,2.021277,1.808511,1.382979,0.829787,0.382979,0.297872,0.212766,0.382979,0.021277,0.021277,1
20,6,0,3.75,3.333333,1.8,0,0.15,1.8,1.6,1,0.75,0.15,0.1,0,0.1,0,0,1
184,20,1.8,4.516304,9.2,1.978261,2,0.505435,1.978261,1.543478,1.271739,0.695652,0.380435,0.271739,0.103261,0.331522,0.054348,0,1
53,10,0,4.471698,5.3,1.924528,0,0.377358,1.924528,1.698113,1.320755,0.867925,0.320755,0.207547,0.09434,0.207547,0.037736,0,1
29,10,0,4.413793,2.9,1.931034,1,0.172414,1.931034,1.862069,1.37931,0.965517,0.103448,0.068966,0.137931,0.137931,0,0,1
32,12,0,4.84375,2.666667,2.125,0,0.375,2.125,1.71875,1.6875,0.96875,0.3125,0.125,0.21875,0.21875,0,0,1
41,7,0,4.878049,5.857143,2.02439,0,0.512195,2.02439,1.731707,1.414634,0.878049,0.414634,0.292683,0.170732,0.365854,0.073171,0.02439,1
23,6,1.833333,4.130435,3.833333,1.73913,0,0.26087,1.73913,1.434783,1.434783,0.782609,0.217391,0.130435,0.086957,0.130435,0,0,1
19,6,0,3.947368,3.166667,1.578947,0,0.368421,1.578947,1.157895,1.421053,0.684211,0.368421,0,0.157895,0.157895,0,0,1
69,12,0,4.536232,5.75,1.942029,0,0.391304,1.942029,1.652174,1.434783,0.855072,0.347826,0.231884,0.130435,0.202899,0.043478,0,1
92,20,3.333333,4.771739,4.6,1.98913,2,0.521739,1.98913,1.619565,1.543478,0.902174,0.391304,0.26087,0.217391,0.326087,0.043478,0,1
60,16,1.125,4.65,3.75,2.15,5,0.283333,2.15,1.716667,1.383333,0.783333,0.233333,0.15,0.1,0.183333,0,0,1
82,15,1.066667,5.402439,5.466667,2.390244,7,0.463415,2.390244,2.036585,1.756098,1,0.390244,0.353659,0.195122,0.353659,0.02439,0,2
273,26,1.714286,4.578755,10.5,1.941392,3,0.490842,1.941392,1.637363,1.369963,0.794872,0.391941,0.289377,0.172161,0.362637,0.025641,0.003663,2
55,11,1.090909,5.290909,5,2.236364,2,0.490909,2.236364,1.981818,1.763636,1.072727,0.436364,0.363636,0.2,0.327273,0.072727,0,2
69,5,0,5.15942,13.8,2.188406,1,0.623188,2.188406,1.724638,1.507246,0.782609,0.521739,0.231884,0.202899,0.463768,0.043478,0,2
63,7,1.5,4.777778,9,2.095238,1,0.380952,2.095238,1.730159,1.52381,0.920635,0.333333,0.238095,0.190476,0.285714,0,0,2
74,10,1.3,4.621622,7.4,2.067568,2,0.459459,2.067568,1.594595,1.459459,0.756757,0.391892,0.216216,0.121622,0.283784,0.067568,0,2
186,38,1.131579,5.11828,4.894737,2.258065,4,0.365591,2.258065,2.032258,1.575269,1.021505,0.33871,0.274194,0.145161,0.274194,0.048387,0.005376,2
54,7,1.428571,4.555556,7.714286,1.981481,1,0.481481,1.981481,1.685185,1.333333,0.777778,0.333333,0.240741,0.166667,0.333333,0.055556,0,2
69,10,1.3,4.318841,6.9,1.898551,0,0.188406,1.898551,1.695652,1.405797,0.811594,0.173913,0.130435,0.057971,0.086957,0,0,2
75,7,1.142857,4.48,10.714286,1.906667,2,0.56,1.906667,1.4,1.333333,0.68,0.426667,0.306667,0.106667,0.253333,0.026667,0,2
273,54,1.092593,5.417582,5.055556,2.285714,10,0.582418,2.285714,1.992674,1.637363,1.021978,0.494505,0.377289,0.263736,0.465201,0.040293,0.007326,2
88,20,0,4.556818,4.4,1.965909,0,0.329545,1.965909,1.727273,1.409091,0.852273,0.272727,0.147727,0.170455,0.227273,0.022727,0,2
118,26,1.038462,4.966102,4.538462,2.084746,2,0.457627,2.084746,1.737288,1.669492,0.90678,0.432203,0.245763,0.144068,0.271186,0.033898,0,2
117,24,1.125,4.760684,4.875,2.068376,3,0.384615,2.068376,1.811966,1.452991,0.897436,0.316239,0.222222,0.179487,0.264957,0.076923,0,2
45,5,1.8,4.8,9,1.933333,0,0.466667,1.933333,1.8,1.511111,0.977778,0.266667,0.244444,0.222222,0.377778,0.022222,0,2
153,33,0,5,4.636364,2.163399,6,0.326797,2.163399,1.954248,1.653595,0.986928,0.27451,0.189542,0.150327,0.20915,0.019608,0,2
