book_title,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,grade_level
Ang Kaka,0.05,1.55,1.4,0.5,0.45,0.05,0.0,0.0,0.0,0.0,0.0,1
Ang Kalikupan,0.325,2.3,1.95,1.725,0.925,0.325,0.275,0.075,0.175,0.0,0.0,1
Ang Kalo ni Karlo,0.25,1.8333333333333333,1.75,1.0833333333333333,0.7916666666666666,0.20833333333333334,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.0,0.0,1
Ang Kama ni Mama ug Makmak,0.3333333333333333,1.5,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1
Ang kama,0.2631578947368421,1.5263157894736843,1.263157894736842,0.7894736842105263,0.5263157894736842,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,1
Ang Kamot ni Momay,0.13636363636363635,1.6363636363636365,1.2727272727272727,1.1363636363636365,0.45454545454545453,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,1
Ang Kanding ni Karding,0.6666666666666666,2.0416666666666665,1.7083333333333333,1.6666666666666667,1.1666666666666667,0.6666666666666666,0.375,0.375,0.4166666666666667,0.20833333333333334,0.0,1
Ang Kanding Ni Pedro,0.45535714285714285,2.044642857142857,1.7678571428571428,1.4553571428571428,0.8928571428571429,0.36607142857142855,0.25892857142857145,0.16964285714285715,0.3125,0.05357142857142857,0.0,1
Ang Kanta ni Anta,0.48148148148148145,2.2222222222222223,1.962962962962963,1.5925925925925926,0.9444444444444444,0.42592592592592593,0.37037037037037035,0.18518518518518517,0.35185185185185186,0.018518518518518517,0.0,1
Ang kilay ni Kentoy,0.375,1.875,1.625,1.1875,0.7916666666666666,0.3333333333333333,0.22916666666666666,0.1875,0.25,0.0,0.0,1
Ang Kusog nga Linog,0.4605263157894737,2.0789473684210527,1.7763157894736843,1.5263157894736843,0.8947368421052632,0.39473684210526316,0.2236842105263158,0.14473684210526316,0.3157894736842105,0.02631578947368421,0.0,1
Ang Kwarto Ko,0.5121951219512195,1.8780487804878048,1.5853658536585367,1.3170731707317074,0.8292682926829268,0.4146341463414634,0.2682926829268293,0.2682926829268293,0.3902439024390244,0.07317073170731707,0.0,1
Ang Langaw,0.4523809523809524,1.8333333333333333,1.6666666666666667,1.5714285714285714,0.9761904761904762,0.42857142857142855,0.2619047619047619,0.19047619047619047,0.23809523809523808,0.0,0.0,1
Ang Lapis ni Sedes,0.08695652173913043,2.0869565217391304,1.9130434782608696,1.7391304347826086,0.8695652173913043,0.08695652173913043,0.08695652173913043,0.0,0.0,0.0,0.0,1
Ang Lima ka Baki,0.03225806451612903,1.5806451612903225,1.4838709677419355,0.6451612903225806,0.5483870967741935,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,1
Ang Lima ka Managsuon,0.4806201550387597,2.046511627906977,1.7209302325581395,1.5116279069767442,0.8604651162790697,0.46511627906976744,0.2868217054263566,0.20155038759689922,0.26356589147286824,0.05426356589147287,0.007751937984496124,1
Ang Magtutudlo,0.3181818181818182,2.1818181818181817,1.8636363636363635,1.5,0.9090909090909091,0.3181818181818182,0.2727272727272727,0.13636363636363635,0.22727272727272727,0.0,0.0,1
Ang Mama ni Tata,0.18181818181818182,1.6363636363636365,1.4545454545454546,0.8181818181818182,0.6363636363636364,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1
Ang Mananagat,0.4810126582278481,1.6012658227848102,1.1898734177215189,1.1962025316455696,0.5886075949367089,0.3227848101265823,0.1962025316455696,0.10759493670886076,0.26582278481012656,0.006329113924050633,0.0,1
Ang Mangga ni Manang Mina,0.44680851063829785,2.0425531914893615,1.7446808510638299,1.4893617021276595,0.9361702127659575,0.3829787234042553,0.2978723404255319,0.19148936170212766,0.3404255319148936,0.02127659574468085,0.0,1
Ang Mangga,0.4594594594594595,1.9189189189189189,1.5675675675675675,1.4324324324324325,0.8378378378378378,0.3783783783783784,0.1891891891891892,0.13513513513513514,0.2702702702702703,0.02702702702702703,0.0,1
Ang Manok,0.17647058823529413,1.588235294117647,1.2941176470588236,0.9411764705882353,0.5294117647058824,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,1
Ang Mata ni Matmat,0.5454545454545454,1.5454545454545454,1.3636363636363635,1.0909090909090908,0.9090909090909091,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.0,0.0,1
Ang mata,0.21052631578947367,1.5263157894736843,1.3157894736842106,0.7368421052631579,0.5263157894736842,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,1
Ang mga Bata,0.5428571428571428,1.9142857142857144,1.6,1.2285714285714286,0.7142857142857143,0.45714285714285713,0.2857142857142857,0.17142857142857143,0.42857142857142855,0.08571428571428572,0.05714285714285714,1
Ang mga Isda,0.5,2.2083333333333335,1.7083333333333333,1.6666666666666667,0.75,0.4583333333333333,0.20833333333333334,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0,1
Ang mga Prutas,0.38636363636363635,1.7954545454545454,1.4545454545454546,1.3181818181818181,0.7272727272727273,0.20454545454545456,0.11363636363636363,0.18181818181818182,0.2727272727272727,0.0,0.0,1
Ang Monyeka,0.2826086956521739,2.347826086956522,2.0,1.6956521739130435,1.0,0.2608695652173913,0.21739130434782608,0.10869565217391304,0.15217391304347827,0.0,0.0,1
Ang Ok-ok,0.4166666666666667,1.6666666666666667,1.2083333333333333,1.0833333333333333,0.5416666666666666,0.2916666666666667,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,1
Ang Panimalay,0.3888888888888889,2.425925925925926,2.2222222222222223,1.962962962962963,1.2222222222222223,0.3888888888888889,0.3148148148148148,0.2037037037037037,0.2777777777777778,0.0,0.0,1
Ang Pati ni Pipo,0.2753623188405797,1.7826086956521738,1.5072463768115942,1.1159420289855073,0.6666666666666666,0.2608695652173913,0.10144927536231885,0.057971014492753624,0.14492753623188406,0.014492753623188406,0.0,1
Ang Payag ni Tatay,0.2727272727272727,1.8181818181818181,1.6363636363636365,1.4848484848484849,0.8484848484848485,0.21212121212121213,0.12121212121212122,0.12121212121212122,0.18181818181818182,0.030303030303030304,0.0,1
Ang Plaza,0.45454545454545453,2.2363636363636363,1.8181818181818181,1.709090909090909,0.9454545454545454,0.36363636363636365,0.23636363636363636,0.2,0.2727272727272727,0.05454545454545454,0.0,1
Ang Prutas,0.2894736842105263,2.0526315789473686,1.894736842105263,1.5526315789473684,0.9473684210526315,0.15789473684210525,0.13157894736842105,0.13157894736842105,0.21052631578947367,0.0,0.0,1
Ang Regalo,0.3333333333333333,2.1555555555555554,1.9333333333333333,1.3555555555555556,0.8444444444444444,0.3111111111111111,0.2222222222222222,0.06666666666666667,0.2222222222222222,0.0,0.0,1
Ang Relo ni Jelo,0.4110429447852761,1.4969325153374233,1.2024539877300613,0.9815950920245399,0.558282208588957,0.26993865030674846,0.18404907975460122,0.10429447852760736,0.2147239263803681,0.012269938650306749,0.0,1
Ang Sakyanan,0.5,2.3125,2.0833333333333335,2.0208333333333335,1.1041666666666667,0.3958333333333333,0.3125,0.2916666666666667,0.4375,0.020833333333333332,0.0,1
Ang Sapatos,0.23809523809523808,2.0634920634920637,1.6825396825396826,1.492063492063492,0.7936507936507936,0.20634920634920634,0.1111111111111111,0.047619047619047616,0.09523809523809523,0.0,0.0,1
Ang Saya ni Ana,0.25396825396825395,1.9682539682539681,1.619047619047619,1.3492063492063493,0.746031746031746,0.2222222222222222,0.1111111111111111,0.06349206349206349,0.1111111111111111,0.0,0.0,1
Ang Saya,0.1,1.65,1.4,0.75,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1
Ang Sorpresa,0.4339622641509434,2.169811320754717,1.8867924528301887,1.6603773584905661,1.0188679245283019,0.41509433962264153,0.3018867924528302,0.1509433962264151,0.22641509433962265,0.018867924528301886,0.018867924528301886,1
Ang Tabanog ni Isko,0.3902439024390244,2.1463414634146343,1.8780487804878048,1.6585365853658536,0.9512195121951219,0.3902439024390244,0.21951219512195122,0.14634146341463414,0.21951219512195122,0.0,0.0,1
Ang Tabanog,0.175,2.05,1.85,1.45,0.85,0.125,0.125,0.05,0.1,0.0,0.0,1
Ang Tam-is nga Mansanas,0.44,1.86,1.5933333333333333,1.2666666666666666,0.7733333333333333,0.36666666666666664,0.24,0.18666666666666668,0.32,0.04,0.006666666666666667,1
Ang Tanaman ni Helen,0.37735849056603776,2.0377358490566038,1.7547169811320755,1.528301886792453,0.9056603773584906,0.2830188679245283,0.16981132075471697,0.20754716981132076,0.3018867924528302,0.018867924528301886,0.0,1
Ang Tasa,0.35,1.55,1.25,0.8,0.5,0.25,0.0,0.0,0.1,0.0,0.0,1
Ang Tsinelas,0.25,2.090909090909091,1.8181818181818181,1.6363636363636365,0.9090909090909091,0.22727272727272727,0.20454545454545456,0.11363636363636363,0.13636363636363635,0.0,0.0,1
Ang Tubig sa Gripo,0.3333333333333333,2.022222222222222,1.6666666666666667,1.488888888888889,0.7555555555555555,0.26666666666666666,0.1111111111111111,0.15555555555555556,0.15555555555555556,0.0,0.0,1
Ang Tunghaan,0.43902439024390244,2.3658536585365852,2.1707317073170733,1.6829268292682926,1.0731707317073171,0.4146341463414634,0.3902439024390244,0.17073170731707318,0.34146341463414637,0.0,0.0,1
Ang Unlan,0.5882352941176471,1.7058823529411764,1.2941176470588236,1.5294117647058822,0.8823529411764706,0.5882352941176471,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.0,0.0,1
Ang Upat ka Managsuon,0.3783783783783784,2.3513513513513513,1.972972972972973,1.864864864864865,0.8648648648648649,0.35135135135135137,0.21621621621621623,0.08108108108108109,0.16216216216216217,0.0,0.0,1
Ang Utanon,0.425,2.35,2.0,1.875,1.05,0.4,0.225,0.15,0.275,0.075,0.0,1
Ang Xylophone,0.49230769230769234,2.0153846153846153,1.8461538461538463,1.353846153846154,0.9538461538461539,0.4,0.2923076923076923,0.2153846153846154,0.36923076923076925,0.1076923076923077,0.0,1
Ang Yoyo,0.07692307692307693,1.6153846153846154,1.3846153846153846,0.6923076923076923,0.5384615384615384,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1
Atis ug Tambis,0.45,1.5,1.0,1.45,0.8,0.45,0.15,0.15,0.15,0.0,0.0,1
Baha sa Tunghaan sa Inayagan,0.40384615384615385,2.1538461538461537,1.7884615384615385,1.4807692307692308,0.8653846153846154,0.36538461538461536,0.2692307692307692,0.1346153846153846,0.28846153846153844,0.019230769230769232,0.019230769230769232,1
Balay ni Maya,0.3,1.7,1.45,1.25,0.85,0.3,0.15,0.15,0.15,0.0,0.0,1
Barangay Ko Ampingan Ko,0.4931506849315068,2.0,1.7945205479452055,1.5068493150684932,0.9041095890410958,0.3287671232876712,0.273972602739726,0.1643835616438356,0.3424657534246575,0.0,0.0,1
Buhok ni Mila,0.26666666666666666,1.7,1.2333333333333334,1.3333333333333333,0.5666666666666667,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.16666666666666666,0.0,0.0,1
Dagan,0.0,1.8,1.8,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1
Duha ka Higala,0.09090909090909091,1.9090909090909092,1.7454545454545454,1.0909090909090908,0.7272727272727273,0.07272727272727272,0.03636363636363636,0.03636363636363636,0.05454545454545454,0.0,0.0,1
"""Mama",0.3684210526315789,1.5263157894736843,1.3157894736842106,0.8947368421052632,0.6842105263157895,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.0," pwede nato hipuson? Isa na lang"" Pila ka iring? Nuwebe ka iring?Kaka ni Katkat"
Kaka,0.2,1.6,1.4,0.8,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1
Kaloy Mag-uuma,0.18181818181818182,2.1363636363636362,1.6363636363636365,1.3636363636363635,0.5909090909090909,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.0,1
Kari na ug mulupad!,0.4153846153846154,2.1846153846153844,1.876923076923077,1.9076923076923078,1.0153846153846153,0.4,0.12307692307692308,0.1076923076923077,0.13846153846153847,0.015384615384615385,0.0,1
Kasinatian sa Bukid,0.46938775510204084,1.9081632653061225,1.7346938775510203,1.489795918367347,0.8979591836734694,0.45918367346938777,0.37755102040816324,0.15306122448979592,0.23469387755102042,0.09183673469387756,0.0,1
Katkat Ta,0.14285714285714285,1.5714285714285714,1.5714285714285714,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,1
Kinabuhi sa Alibangbang,0.4634146341463415,1.8780487804878048,1.4634146341463414,1.4634146341463414,0.7804878048780488,0.4146341463414634,0.2682926829268293,0.17073170731707318,0.24390243902439024,0.0975609756097561,0.0,1
Koko ni Osta,0.29411764705882354,1.6470588235294117,1.2352941176470589,0.8235294117647058,0.35294117647058826,0.29411764705882354,0.0,0.0,0.17647058823529413,0.0,0.0,1
Magtutudlo,0.34375,2.1875,1.75,1.5,1.0,0.3125,0.15625,0.125,0.25,0.0625,0.0,1
Mama sa Kama,0.2,1.6,1.4,0.8,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1
Mama,0.25,1.5,1.25,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1
Mananom Kita,0.5178571428571429,2.2142857142857144,2.0535714285714284,1.7321428571428572,1.1071428571428572,0.42857142857142855,0.35714285714285715,0.17857142857142858,0.35714285714285715,0.07142857142857142,0.017857142857142856,1
Manuroy Kita,0.5094339622641509,2.0,1.849056603773585,1.5660377358490567,1.0754716981132075,0.41509433962264153,0.3018867924528302,0.3018867924528302,0.3584905660377358,0.05660377358490566,0.0,1
Mao ni si Yoyo Som,0.21818181818181817,1.8,1.509090909090909,1.0363636363636364,0.6181818181818182,0.21818181818181817,0.10909090909090909,0.07272727272727272,0.18181818181818182,0.03636363636363636,0.0,1
Mata ni Dina,0.35,1.7,1.45,1.1,0.7,0.25,0.2,0.05,0.15,0.0,0.0,1
Matmat,0.35714285714285715,1.6428571428571428,1.5,1.0,0.8571428571428571,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,1
Mga Pangalan sa Bata,0.3333333333333333,1.8333333333333333,1.8333333333333333,1.4166666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1
Nindot nga Ugma,0.4727272727272727,2.0,1.7636363636363637,1.4727272727272727,0.9636363636363636,0.4,0.2909090909090909,0.18181818181818182,0.36363636363636365,0.01818181818181818,0.01818181818181818,1
Numero nga Usa hangtod Napulo,0.19642857142857142,2.142857142857143,1.8571428571428572,1.4821428571428572,0.875,0.16071428571428573,0.16071428571428573,0.017857142857142856,0.08928571428571429,0.0,0.0,1
Paglimpyo sa Lawas,0.42105263157894735,2.0701754385964914,1.7543859649122806,1.5789473684210527,0.9298245614035088,0.3684210526315789,0.2807017543859649,0.21052631578947367,0.3333333333333333,0.03508771929824561,0.0,1
Pagluto,0.5365853658536586,2.1463414634146343,1.8780487804878048,1.6341463414634145,0.8780487804878049,0.4146341463414634,0.21951219512195122,0.07317073170731707,0.1951219512195122,0.0,0.0,1
Pamilyang Racaza,0.34444444444444444,2.4,2.1,1.6555555555555554,0.9,0.32222222222222224,0.24444444444444444,0.08888888888888889,0.2111111111111111,0.03333333333333333,0.0,1
Prutas sa Basket,0.6818181818181818,1.8181818181818181,1.5909090909090908,1.5,0.9090909090909091,0.5909090909090909,0.4090909090909091,0.2727272727272727,0.45454545454545453,0.045454545454545456,0.045454545454545456,1
Prutas ug Gulay,0.375,1.825,1.5,1.275,0.65,0.225,0.175,0.125,0.25,0.025,0.0,1
Relo ni Willy,0.25,2.125,1.9375,1.4375,0.96875,0.25,0.15625,0.03125,0.0625,0.0,0.0,1
Sa Dagat,0.45454545454545453,1.6818181818181819,1.4090909090909092,1.2727272727272727,0.7727272727272727,0.4090909090909091,0.2727272727272727,0.13636363636363635,0.22727272727272727,0.0,0.0,1
Sa Zoo,0.5370370370370371,1.9814814814814814,1.5740740740740742,1.4444444444444444,0.8333333333333334,0.48148148148148145,0.2962962962962963,0.12962962962962962,0.2962962962962963,0.018518518518518517,0.0,1
Saya ni Mama,0.17391304347826086,1.5217391304347827,1.2173913043478262,0.8260869565217391,0.5652173913043478,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,1
Si Balaraw,0.4533333333333333,2.0844444444444443,1.8133333333333332,1.5022222222222221,0.8488888888888889,0.3288888888888889,0.24444444444444444,0.18666666666666668,0.3466666666666667,0.022222222222222223,0.0,1
Si Boboy ug Dodoy,0.37333333333333335,2.013333333333333,1.8133333333333332,1.6133333333333333,0.96,0.3466666666666667,0.24,0.21333333333333335,0.26666666666666666,0.013333333333333334,0.0,1
Si Cardo,0.2909090909090909,1.8363636363636364,1.6545454545454545,1.2545454545454546,0.7090909090909091,0.23636363636363636,0.18181818181818182,0.05454545454545454,0.21818181818181817,0.0,0.0,1
Si Diday,0.20833333333333334,1.625,1.2916666666666667,1.125,0.5416666666666666,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0,1
Si Kabang ug ang Puting Iring,0.5,1.8571428571428572,1.5,1.3571428571428572,0.6746031746031746,0.40476190476190477,0.3253968253968254,0.06349206349206349,0.1984126984126984,0.007936507936507936,0.0,1
Si Kabang,0.4,1.9,1.52,1.36,0.68,0.34,0.26,0.04,0.16,0.0,0.0,1
Si kokoy ug Si Kakay,0.49382716049382713,2.0864197530864197,1.7530864197530864,1.5308641975308641,0.8641975308641975,0.41975308641975306,0.25925925925925924,0.19753086419753085,0.345679012345679,0.06172839506172839,0.012345679012345678,1
Si kokoy,0.49382716049382713,2.0864197530864197,1.7530864197530864,1.5308641975308641,0.8641975308641975,0.41975308641975306,0.25925925925925924,0.19753086419753085,0.345679012345679,0.06172839506172839,0.012345679012345678,1
Si Lando,0.32608695652173914,2.0434782608695654,1.7173913043478262,1.391304347826087,0.7608695652173914,0.30434782608695654,0.2391304347826087,0.08695652173913043,0.21739130434782608,0.0,0.0,1
Si Leny,0.345679012345679,1.8271604938271604,1.5308641975308641,1.3703703703703705,0.8395061728395061,0.2962962962962963,0.20987654320987653,0.1111111111111111,0.2222222222222222,0.037037037037037035,0.012345679012345678,1
Si Lolo Lito,0.43478260869565216,1.7826086956521738,1.3043478260869565,1.3478260869565217,0.7391304347826086,0.43478260869565216,0.21739130434782608,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,1
Si Mama og si Tamtam,0.3333333333333333,1.6666666666666667,1.5,1.0,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1
Si Manang Tina,0.42,1.86,1.58,1.26,0.76,0.36,0.22,0.08,0.2,0.02,0.0,1
Si Maring,0.3055555555555556,2.1944444444444446,2.0277777777777777,1.6666666666666667,1.0555555555555556,0.3055555555555556,0.3055555555555556,0.1111111111111111,0.16666666666666666,0.0,0.0,1
Si Mayde,0.32075471698113206,2.0377358490566038,1.7735849056603774,1.3773584905660377,0.8679245283018868,0.2641509433962264,0.18867924528301888,0.07547169811320754,0.20754716981132076,0.018867924528301886,0.0,1
