book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,grade_level
Ang Yoyo,13,6,0.0,3.3076923076923075,2.1666666666666665,1.6153846153846154,0,1
Atis ug Tambis,20,6,0.0,3.9,3.3333333333333335,1.5,0,1
Baha sa Tunghaan sa Inayagan,52,18,0.0,5.0,2.888888888888889,2.1538461538461537,0,1
Balay ni Maya,20,6,0.0,4.0,3.3333333333333335,1.7,0,1
Barangay Ko Ampingan Ko,73,8,0.0,4.863013698630137,9.125,2.0,0,1
Buhok ni Mila,30,6,0.0,4.033333333333333,5.0,1.7,0,1
Dagan,10,3,0.0,4.3,3.3333333333333335,1.8,0,1
Duha ka Higala,55,10,1.1,4.0,5.5,1.9090909090909092,0,1
"""Mama",19,5,1.2,3.5789473684210527,3.8,1.5263157894736843,0," pwede nato hipuson? Isa na lang"" Pila ka iring? Nuwebe ka iring?Kaka ni Katkat"
Kaka,5,1,2.0,3.4,5.0,1.6,0,1
Kaloy Mag-uuma,22,6,0.0,4.318181818181818,3.6666666666666665,2.1363636363636362,0,1
Kari na ug mulupad!,65,16,0.0,5.2615384615384615,4.0625,2.1846153846153844,0,1
Kasinatian sa Bukid,98,11,1.0909090909090908,4.795918367346939,8.909090909090908,1.9081632653061225,0,1
Katkat Ta,7,2,0.0,3.4285714285714284,3.5,1.5714285714285714,0,1
Kinabuhi sa Alibangbang,41,6,0.0,4.512195121951219,6.833333333333333,1.8780487804878048,0,1
Koko ni Osta,17,6,0.0,3.4705882352941178,2.8333333333333335,1.6470588235294117,0,1
Magtutudlo,32,7,0.0,4.71875,4.571428571428571,2.1875,0,1
Mama sa Kama,5,2,0.0,3.4,2.5,1.6,0,1
Mama,8,2,0.0,3.25,4.0,1.5,0,1
Mananom Kita,56,11,1.1,5.339285714285714,5.090909090909091,2.2142857142857144,0,1
Manuroy Kita,53,11,1.2222222222222223,5.0,4.818181818181818,2.0,0,1
Mao ni si Yoyo Som,55,6,0.0,3.8545454545454545,9.166666666666666,1.8,0,1
Mata ni Dina,20,5,0.0,3.95,4.0,1.7,0,1
Matmat,14,3,0.0,3.857142857142857,4.666666666666667,1.6428571428571428,0,1
Mga Pangalan sa Bata,12,0,0.0,4.583333333333333,12.0,1.8333333333333333,0,1
Nindot nga Ugma,55,11,0.0,4.927272727272728,5.0,2.0,0,1
Numero nga Usa hangtod Napulo,56,16,1.375,4.607142857142857,3.5,2.142857142857143,0,1
Paglimpyo sa Lawas,57,18,0.0,4.982456140350878,3.1666666666666665,2.0701754385964914,0,1
Pagluto,41,8,0.0,5.097560975609756,5.125,2.1463414634146343,1,1
Pamilyang Racaza,90,23,1.3478260869565217,5.2555555555555555,3.9130434782608696,2.4,2,1
Prutas sa Basket,22,4,0.0,4.818181818181818,5.5,1.8181818181818181,0,1
Prutas ug Gulay,40,7,0.0,4.225,5.714285714285714,1.825,0,1
Relo ni Willy,32,12,0.0,4.75,2.6666666666666665,2.125,0,1
Sa Dagat,22,6,0.0,4.136363636363637,3.6666666666666665,1.6818181818181819,0,1
Sa Zoo,54,7,0.0,4.685185185185185,7.714285714285714,1.9814814814814814,0,1
Saya ni Mama,23,6,0.0,3.260869565217391,3.8333333333333335,1.5217391304347827,0,1
Si Balaraw,225,15,1.6,4.8933333333333335,15.0,2.0844444444444443,9,1
Si Boboy ug Dodoy,75,12,1.6,4.92,6.25,2.013333333333333,1,1
Si Cardo,55,10,0.0,4.254545454545455,5.5,1.8363636363636364,0,1
Si Diday,24,6,0.0,3.7083333333333335,4.0,1.625,0,1
Si Kabang ug ang Puting Iring,126,14,1.6666666666666667,4.428571428571429,9.0,1.8571428571428572,1,1
Si Kabang,50,10,1.1,4.4,5.0,1.9,0,1
Si kokoy ug Si Kakay,81,9,1.4444444444444444,4.91358024691358,9.0,2.0864197530864197,1,1
Si kokoy,81,9,1.4444444444444444,4.91358024691358,9.0,2.0864197530864197,1,1
Si Lando,46,8,0.0,4.521739130434782,5.75,2.0434782608695654,0,1
Si Leny,81,8,1.5,4.296296296296297,10.125,1.8271604938271604,0,1
Si Lolo Lito,23,6,0.0,4.130434782608695,3.8333333333333335,1.7826086956521738,0,1
Si Mama og si Tamtam,12,4,0.0,3.8333333333333335,3.0,1.6666666666666667,0,1
Si Manang Tina,50,10,0.0,4.32,5.0,1.86,0,1
Si Maring,36,12,0.0,5.083333333333333,3.0,2.1944444444444446,0,1
Si Mayde,53,10,0.0,4.547169811320755,5.3,2.0377358490566038,0,1
Si Navy ug si Bora,42,9,0.0,4.285714285714286,4.666666666666667,1.880952380952381,0,1
Si Nida ug Pina,18,5,0.0,3.2777777777777777,3.6,1.5555555555555556,0,1
Si Nino,55,17,1.0588235294117647,5.0,3.235294117647059,2.0727272727272728,0,1
Si Ola ug Oli,22,6,0.0,3.272727272727273,3.6666666666666665,1.6818181818181819,0,1
Si Osta,17,5,0.0,3.823529411764706,3.4,1.8235294117647058,0,1
Si Susan,80,9,1.1111111111111112,4.2625,8.88888888888889,1.875,1,1
Si Tata,24,6,0.0,3.4583333333333335,4.0,1.75,0,1
Si Tatay Marlito,66,13,1.0769230769230769,4.848484848484849,5.076923076923077,2.196969696969697,0,1
Si Trining,48,8,0.0,4.729166666666667,6.0,2.0208333333333335,0,1
Si Yuko,22,6,0.0,3.6818181818181817,3.6666666666666665,1.7727272727272727,0,1
Suroy-Suroy sa Tamnanan,178,20,1.8,4.52808988764045,8.9,1.9887640449438202,2,1
Tagu-Tagu,53,10,0.0,4.471698113207547,5.3,1.9245283018867925,0,1
Trak ni Nino,30,10,0.0,4.366666666666666,3.0,1.9,1,1
Tumba Lata,33,12,0.0,4.878787878787879,2.75,2.1515151515151514,0,1
Tunghaan,41,7,0.0,4.878048780487805,5.857142857142857,2.024390243902439,0,1
Unang mga Bulok,24,6,1.8333333333333333,4.083333333333333,4.0,1.7083333333333333,0,1
Unlan ug Habol,20,6,0.0,3.9,3.3333333333333335,1.55,0,1
Unsa Nga Kahoy Kini,66,11,0.0,4.590909090909091,6.0,1.9696969696969697,0,1
Usa ka Malipayong Adlaw sa Umahan,72,19,4.5,4.569444444444445,3.789473684210526,1.875,2,1
Vase ni Queenie,61,16,1.125,4.622950819672131,3.8125,2.1311475409836067,5,1
Akong Mama ug Ako,83,15,1.0666666666666667,5.445783132530121,5.533333333333333,2.4096385542168677,7,2
Ang Adlaw na Niulan og Isda,269,26,1.7142857142857142,4.5464684014869885,10.346153846153847,1.933085501858736,3,2
Ang Akong Damgo,56,11,1.0909090909090908,5.232142857142857,5.090909090909091,2.2142857142857144,2,2
Ang Akong Eskwelahan,66,5,0.0,5.181818181818182,13.2,2.196969696969697,1,2
Ang Akong Manok,66,7,1.4285714285714286,4.757575757575758,9.428571428571429,2.090909090909091,1,2
Ang Akong Mga Anak,71,10,1.3,4.661971830985915,7.1,2.112676056338028,2,2
Ang Akong Pamilya,187,38,1.131578947368421,5.101604278074866,4.921052631578948,2.251336898395722,4,2
Ang Akong Suod Nga Higala,50,6,1.3333333333333333,4.64,8.333333333333334,2.06,1,2
Ang Akong Tatay ug Nanay,70,10,1.3,4.314285714285714,7.0,1.9,0,2
Ang Among Iring,72,7,1.1428571428571428,4.486111111111111,10.285714285714286,1.9027777777777777,2,2
Ang Among Lungsod sa Cordova,274,54,1.0925925925925926,5.423357664233577,5.074074074074074,2.2883211678832116,10,2
Ang Baha sa Siyudad,89,20,0.0,4.561797752808989,4.45,1.9662921348314606,0,2
Ang Baha,119,26,1.0384615384615385,4.957983193277311,4.576923076923077,2.0840336134453783,2,2
Ang Barangay Kalipay,118,24,1.125,4.745762711864407,4.916666666666667,2.0677966101694913,3,2
Ang Bata,46,5,1.8,4.804347826086956,9.2,1.9565217391304348,0,2
Ang Batang Bayani,154,33,0.0,4.987012987012987,4.666666666666667,2.1623376623376624,6,2
Ang Batang Kugihan,189,39,0.0,5.428571428571429,4.846153846153846,2.306878306878307,10,2
Ang Batang Maldito,111,24,0.0,4.648648648648648,4.625,2.126126126126126,1,2
Ang Butang na Nalimtan,49,15,0.0,5.346938775510204,3.2666666666666666,2.2653061224489797,0,2
Ang Computer,114,22,0.0,4.973684210526316,5.181818181818182,2.254385964912281,2,2
Ang Dag-om sa Kalangitan,223,22,3.1363636363636362,4.354260089686099,10.136363636363637,1.7847533632286996,4,2
Ang Dako ug Balhibuong Khyaa,158,25,2.75,4.265822784810126,6.32,1.8481012658227849,4,2
Ang Inahan,46,5,1.6,4.782608695652174,9.2,2.152173913043478,0,2
Ang Iro ni Miro,49,10,0.0,4.469387755102041,4.9,2.1020408163265305,0,2
Ang Kabaw sa Bukid,72,16,0.0,4.472222222222222,4.5,1.9583333333333333,0,2
Ang Kinabuhi ni Edwards,116,24,1.0416666666666667,4.913793103448276,4.833333333333333,2.1120689655172415,1,2
Ang Klasmet kong Buta,60,11,0.0,4.333333333333333,5.454545454545454,1.9,0,2
Ang Langub sa Igutan,98,15,1.2666666666666666,5.061224489795919,6.533333333333333,2.204081632653061,4,2
Ang Lapis,85,10,1.5,4.6117647058823525,8.5,2.0,2,2
Ang Makililimos,104,18,1.2222222222222223,5.403846153846154,5.777777777777778,2.4423076923076925,7,2
Ang Managhigalang Alibangbang,164,15,1.9333333333333333,5.121951219512195,10.933333333333334,2.1463414634146343,9,2
Ang Mga Hayop sa Bukid,102,72,1.0294117647058822,4.852941176470588,1.4166666666666667,2.1862745098039214,1,2
Ang mga kahoy,120,20,0.0,4.666666666666667,6.0,1.95,0,2
Ang mga Magulang ug Manghud nga,110,12,1.1666666666666667,4.318181818181818,9.166666666666666,1.7181818181818183,2,2
Ang Ngipon ni Nilo,293,60,1.3461538461538463,4.948805460750854,4.883333333333334,2.1194539249146755,4,2
Ang Pag-apil ni Sutiha sa Lalumba sang Karang,291,35,1.4583333333333333,4.587628865979381,8.314285714285715,1.986254295532646,6,2
Ang Pagkiay ni Ikay,108,16,0.0,4.898148148148148,6.75,2.0925925925925926,1,2
Ang Pagluwas sa Kinaiyahan,294,56,1.0178571428571428,5.370748299319728,5.25,2.258503401360544,21,2
Ang Pagsisipilyo Dili Sadya,689,100,1.528301886792453,4.7677793904209,6.89,2.0130624092888243,8,2
Ang Pamilya Villa,48,10,1.1,4.833333333333333,4.8,2.0416666666666665,0,2
Ang Panahon,82,18,0.0,4.7560975609756095,4.555555555555555,2.0853658536585367,0,2
Ang Panganod nga Basura,828,87,1.318840579710145,4.897342995169082,9.517241379310345,2.0990338164251208,22,2
Ang Prinsipe ug ang Tigre,448,74,1.3269230769230769,4.636160714285714,6.054054054054054,1.9486607142857142,5,2
Ang punuan sa kumpang,143,24,0.0,4.909090909090909,5.958333333333333,1.972027972027972,0,2
Ang Regalo ni Lito ug Selo,125,22,1.0952380952380953,4.92,5.681818181818182,2.096,2,2
Ang regalong relo,246,27,2.5925925925925926,4.1016260162601625,9.11111111111111,1.6341463414634145,5,2
Ang Sista ni Tatay,57,9,1.2222222222222223,4.859649122807017,6.333333333333333,2.0350877192982457,0,2
Ang Sudlay ni Pipay,35,6,0.0,4.571428571428571,5.833333333333333,1.9142857142857144,0,2
Ang Sulod sa Libro,320,37,1.608695652173913,4.375,8.64864864864865,1.928125,4,2
Ang Sulondon nga Bata,157,29,1.0344827586206897,5.273885350318471,5.413793103448276,2.3121019108280256,9,2
Ang Sulti ni Nanay,187,37,1.0555555555555556,5.251336898395722,5.054054054054054,2.144385026737968,10,2
Ang Suod nga Managhigala,160,30,1.0333333333333334,5.29375,5.333333333333333,2.3375,14,2
Ang Tinubdan,75,14,1.1428571428571428,4.96,5.357142857142857,2.1466666666666665,2,2
Ang Trabahanteng Olmigas,63,8,1.125,5.238095238095238,7.875,2.2698412698412698,2,2
Ang Tuna ug ang Pula nga Lumot,924,79,1.7457627118644068,4.35064935064935,11.69620253164557,1.8474025974025974,14,2
Ang Una Na Operasyon ni Dr Sokha,1026,102,1.5348837209302326,4.574074074074074,10.058823529411764,1.949317738791423,8,2
Ang Unlan ni Nanay,48,10,0.0,4.333333333333333,4.8,1.75,0,2
Ang Upat ka Hayop,107,20,1.105263157894737,4.728971962616822,5.35,2.149532710280374,3,2
Ang Valentines Card,258,29,2.6,4.395348837209302,8.89655172413793,1.810077519379845,3,2
Ang Wati,234,51,1.1136363636363635,4.602564102564102,4.588235294117647,1.9658119658119657,2,2
Ayaw Patinguga ang Kampana,285,33,2.1666666666666665,4.705263157894737,8.636363636363637,2.0105263157894737,4,2
Baryo Rosas,429,30,1.3333333333333333,4.699300699300699,14.3,1.951048951048951,4,2
Basketbol,50,6,0.0,4.84,8.333333333333334,2.04,0,2
Cilly Cellphone,184,54,0.0,4.201086956521739,3.4074074074074074,1.7934782608695652,1,2
Computer,113,16,1.1875,4.884955752212389,7.0625,2.0707964601769913,0,2
Eskwelahan,72,16,1.0625,5.833333333333333,4.5,2.4583333333333335,2,2
Gutom Kaayo Ko,156,17,4.0,4.6923076923076925,9.176470588235293,2.1923076923076925,7,2
Himsog nga Lawas,51,7,0.0,5.980392156862745,7.285714285714286,2.411764705882353,4,2
Hoy Makaw,116,18,1.375,4.767241379310345,6.444444444444445,1.9396551724137931,1,2
Importante ang Gatas,194,20,3.0,4.061855670103093,9.7,1.6391752577319587,3,2
Kaya Sad na ni Duma,167,39,1.2352941176470589,4.125748502994012,4.282051282051282,1.8622754491017963,5,2
Kinsa ang Mahimo Nakong Maestro sa Abri-klase,131,22,1.3571428571428572,4.786259541984733,5.954545454545454,1.984732824427481,2,2
Lights Camera Action,1043,94,1.65625,4.890699904122723,11.095744680851064,2.117929050814957,30,2
Maanindot nga Kamot,170,31,0.0,5.0588235294117645,5.483870967741935,2.176470588235294,7,2
Manong Puso,282,55,1.45,4.684397163120567,5.127272727272727,2.0602836879432624,7,2
Mga Bituon,92,16,0.0,5.239130434782608,5.75,2.2065217391304346,2,2
Nangutana ang Magtutudlo,86,8,1.4444444444444444,4.732558139534884,10.75,2.0232558139534884,2,2
Oras Na,81,15,1.0666666666666667,4.765432098765432,5.4,2.111111111111111,0,2
Pagdali-dali sa mga Drayber,162,35,1.25,5.203703703703703,4.628571428571429,2.037037037037037,2,2
Pagligid,90,16,0.0,4.7,5.625,2.033333333333333,0,2
Pagsuroy-suroy sa Zoo,99,18,0.0,4.838383838383838,5.5,2.0707070707070705,6,2
Sa Among Bukid,88,19,1.1578947368421053,5.0,4.631578947368421,2.090909090909091,2,2
Sa Merkado,89,16,1.1818181818181819,4.337078651685394,5.5625,1.9775280898876404,0,2
Sakong Mga Kamot,76,12,2.0,4.131578947368421,6.333333333333333,1.855263157894737,0,2
Si Baboy,220,43,1.1578947368421053,5.045454545454546,5.116279069767442,2.168181818181818,9,2
Si Bantay ug Iyang Amigo,44,5,1.1666666666666667,4.340909090909091,8.8,1.9318181818181819,0,2
Si Benny ug si Betty,298,62,0.0,4.775167785234899,4.806451612903226,2.0738255033557045,3,2
Si Chisay,38,7,0.0,4.7368421052631575,5.428571428571429,2.1052631578947367,0,2
Si Dexter,143,26,1.0416666666666667,4.608391608391608,5.5,1.9090909090909092,1,2
Si Jojo,145,35,1.1470588235294117,4.710344827586207,4.142857142857143,1.9793103448275862,4,2
Si Kaba-kabaGuryon ug Maya,222,45,1.1666666666666667,4.905405405405405,4.933333333333334,2.171171171171171,4,2
Si Ken ug Si Sandy,256,52,1.0769230769230769,4.8671875,4.923076923076923,2.09375,4,2
Si Lalu ang Kuwago,98,9,1.2,4.714285714285714,10.88888888888889,1.9489795918367347,3,2
Si Lito,76,8,1.25,4.657894736842105,9.5,2.0526315789473686,3,2
Si Nikko og ang nating baka,257,25,2.6538461538461537,4.120622568093385,10.28,1.7120622568093384,4,2
Si Pila ug Pilo Koneho,114,23,1.0434782608695652,4.728070175438597,4.956521739130435,2.087719298245614,0,2
Si Susing Kanding,10,2,0.0,4.7,5.0,1.8,0,2
Si Zeny ug Bogi,72,16,1.125,3.75,4.5,1.6944444444444444,0,2
Unsay naa sa Aninipot,200,22,1.3529411764705883,4.62,9.090909090909092,1.96,4,2
Usa ka Batang Babaye na Nagtubo,84,4,1.5,4.809523809523809,21.0,2.130952380952381,1,2
Ang Atup nga Hardin,520,48,1.564102564102564,4.498076923076923,10.833333333333334,1.9326923076923077,6,3
Ang Bag ong Silingan ni Sambag,439,43,1.4722222222222223,4.621867881548975,10.209302325581396,1.9612756264236901,9,3
Ang Bala ni Nonoy,113,23,1.1304347826086956,4.548672566371682,4.913043478260869,1.9646017699115044,2,3
Ang Bandila sa Pilipinas,237,18,1.8333333333333333,4.8354430379746836,13.166666666666666,2.0759493670886076,3,3
Ang Buangon nga Manok,809,71,2.4047619047619047,4.744128553770087,11.394366197183098,2.022249690976514,17,3
Ang Bulan ug ang Kalo,207,22,1.4285714285714286,4.555555555555555,9.409090909090908,1.9420289855072463,3,3
Ang Daku nga Panghunuhuna ni Darshana,987,88,1.542857142857143,4.715298885511651,11.215909090909092,1.9766970618034447,25,3
Ang Damgu,124,13,1.25,4.467741935483871,9.538461538461538,1.9112903225806452,2,3
Ang Dollhouse,542,76,1.3725490196078431,4.726937269372693,7.131578947368421,2.0092250922509227,8,3
Ang Elepante sa Akong Balay,436,43,1.4,4.56651376146789,10.13953488372093,1.9931192660550459,5,3
Ang Espesyal nga Dram,235,56,1.2173913043478262,4.6,4.196428571428571,1.8893617021276596,3,3
Ang Galutaw nga Tanaman,555,65,1.3396226415094339,4.790990990990991,8.538461538461538,2.0306306306306308,3,3
Ang Gamay nga Uwak,174,11,1.3636363636363635,4.5344827586206895,15.818181818181818,1.9252873563218391,0,3
Ang Go Bag ni Buboy,192,19,1.3125,4.661458333333333,10.105263157894736,1.890625,8,3
Ang Gusto ni Unni,670,82,1.4482758620689655,4.552238805970149,8.170731707317072,1.9537313432835821,14,3
Ang Higante nga Bentelador,426,38,2.269230769230769,4.528169014084507,11.210526315789474,1.8685446009389672,7,3
Ang Humanitarian,411,30,1.8518518518518519,4.732360097323601,13.7,1.9927007299270072,14,3
Ang Ilaga ug Baki nang itag Mangga,196,18,2.0,4.505102040816326,10.88888888888889,1.9846938775510203,4,3
Ang Iro ni Dennis,163,32,1.03125,4.717791411042945,5.09375,1.9631901840490797,1,3
Ang Isog nga Langgam,437,30,1.5517241379310345,4.613272311212815,14.566666666666666,1.965675057208238,2,3
Ang Kahayag sa Buwan,91,13,1.0769230769230769,5.043956043956044,7.0,2.10989010989011,4,3
Ang Konsyerto Para sa Tinginit,629,86,1.6181818181818182,5.074721780604134,7.313953488372093,2.0317965023847377,12,3
Ang Maayong Magtutudlo,365,50,1.5142857142857142,4.657534246575342,7.3,1.9808219178082191,3,3
Ang Magig-agaw,128,12,1.3333333333333333,4.6484375,10.666666666666666,1.984375,2,3
Ang Mahikang Kabayo,3516,199,2.2157894736842105,4.746871444823663,17.668341708542712,2.007394766780432,96,3
Ang Mangtas ug ang mga Nawa na Kukis,332,43,1.5416666666666667,4.379518072289157,7.72093023255814,1.894578313253012,2,3
