book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,grade_level
Ang Bahay Kubo ni Itay,40,5,0.0,4.45,8.0,1.9,0,2
Ang Batang Matulungin,146,18,1.2352941176470589,4.931506849315069,8.11111111111111,2.0753424657534247,3,2
Ang bigote ni Tatay,512,47,1.8928571428571428,4.630859375,10.893617021276595,1.974609375,8,2
Ang Bisikleta ni Chaku,131,16,0.0,5.0534351145038165,8.1875,2.068702290076336,4,2
Ang Buwan at Ang Aking Sumbrero!,312,38,1.4615384615384615,4.166666666666667,8.210526315789474,1.6442307692307692,3,2
Ang damit para kay Kooru,194,21,1.2777777777777777,4.798969072164948,9.238095238095237,2.015463917525773,5,2
Ang Hiwaga ni Domeng Dyip,141,11,1.5,4.475177304964539,12.818181818181818,1.8368794326241136,1,2
Ang Ina,49,5,1.6,4.551020408163265,9.8,1.9387755102040816,3,2
Ang Kakaibang Panaginip ni Khutso,217,22,1.2272727272727273,4.649769585253456,9.863636363636363,1.935483870967742,2,2
Ang Kaklase kong Bulag,55,11,0.0,4.818181818181818,5.0,2.1272727272727274,3,2
Ang Kuting na si Phyu Wah at ang Bully,226,21,1.368421052631579,4.8628318584070795,10.761904761904763,2.0575221238938055,6,2
Ang kwento ng isang Mananayaw,523,34,2.4482758620689653,5.282982791586998,15.382352941176471,2.147227533460803,20,2
Ang Leon at ang Pagkain Niyang Tuta,362,39,1.4166666666666667,4.7292817679558015,9.282051282051283,2.052486187845304,12,2
Ang mabuting kaibigan,200,27,1.45,5.06,7.407407407407407,2.05,5,2
Ang Mag-anak na Langgam,227,17,1.411764705882353,4.92511013215859,13.352941176470589,2.0308370044052864,1,2
Ang Magandang Balita,268,26,1.4583333333333333,4.902985074626866,10.307692307692308,2.041044776119403,9,2
Ang Magkaibigan,86,9,1.3333333333333333,4.825581395348837,9.555555555555555,2.104651162790698,2,2
Ang Magkakaibigang Basurahan,158,14,1.5,5.1835443037974684,11.285714285714286,2.1139240506329116,13,2
Ang Manggagawa,170,17,1.0588235294117647,4.9,10.0,2.011764705882353,7,2
Ang Manggagawang Langgam,62,8,1.125,5.258064516129032,7.75,2.193548387096774,2,2
Ang Manok,62,6,1.6,4.741935483870968,10.333333333333334,2.064516129032258,1,2
Ang mausisang bata,48,4,4.0,4.8125,12.0,1.875,0,2
Ang mausisang batang elepante,372,51,1.45,4.594086021505376,7.294117647058823,1.9166666666666667,5,2
Ang mga Mabituing Hiling ni Palaka,212,30,1.3076923076923077,4.679245283018868,7.066666666666666,2.0377358490566038,2,2
Ang paglipad ni Chandu,261,37,1.1612903225806452,4.773946360153257,7.054054054054054,1.9616858237547892,2,2
Ang Pagtatanghal,205,34,1.3333333333333333,4.741463414634146,6.029411764705882,1.975609756097561,6,2
Ang Pandaraya ng tandang,162,17,1.2,4.512345679012346,9.529411764705882,1.876543209876543,1,2
Ang Paslit,50,5,2.2,4.52,10.0,1.92,0,2
Ang Pusa ni Toto,203,30,1.0333333333333334,4.955665024630542,6.766666666666667,2.1970443349753697,12,2
Ang salamin ni Lola,344,41,1.5757575757575757,4.491279069767442,8.390243902439025,1.9040697674418605,2,2
Ang Sapatos ni Tatay,275,45,1.3461538461538463,4.356363636363636,6.111111111111111,1.7418181818181817,3,2
Ang Suklay ni Pipay,39,6,0.0,4.230769230769231,6.5,1.7692307692307692,1,2
Ang Tsinelas ni Pepe,79,11,1.125,4.3164556962025316,7.181818181818182,1.8860759493670887,2,2
Ang Ulap ng Basura,644,68,1.2105263157894737,4.759316770186335,9.470588235294118,2.0232919254658386,22,2
Ang Umaga in Lena,104,10,2.2,5.1923076923076925,10.4,2.1923076923076925,4,2
Ayaw at Gusto,22,6,1.5,4.863636363636363,3.6666666666666665,2.0454545454545454,0,2
Bakasyon Na,191,20,1.25,5.06282722513089,9.55,2.099476439790576,4,2
Basketbol,53,6,0.0,5.377358490566038,8.833333333333334,2.1320754716981134,1,2
Bea at Ming-su,89,8,0.0,4.393258426966292,11.125,1.8876404494382022,0,2
Brownout,781,90,1.671641791044776,5.183098591549296,8.677777777777777,2.1574903969270167,39,2
COVIBOOK,245,38,2.05,5.204081632653061,6.447368421052632,2.179591836734694,20,2
Cube Cat (Cone Cat),127,42,0.0,4.708661417322834,3.0238095238095237,1.9133858267716535,1,2
Dalawang Malilit na Langgam,307,24,1.2727272727272727,4.811074918566775,12.791666666666666,1.977198697068404,5,2
Don’t Wake the Baby!,325,45,1.1764705882352942,4.704615384615384,7.222222222222222,1.9138461538461538,5,2
Espesyal na Regalo kay Ling,192,30,1.1764705882352942,4.666666666666667,6.4,1.9427083333333333,1,2
Galawang Daga,906,117,1.7,4.928256070640177,7.743589743589744,2.094922737306843,37,2
Gustong gumuhit ng aking Apo,63,8,1.125,3.9365079365079363,7.875,1.7142857142857142,0,2
Gustong Kumanta ni Cuckoo,529,59,1.4038461538461537,4.66351606805293,8.966101694915254,1.835538752362949,9,2
Hoy Makaw!,116,20,2.4285714285714284,5.0344827586206895,5.8,2.0948275862068964,2,2
Huwag mo akong abalahin,319,45,1.5,4.5141065830721,7.088888888888889,1.9529780564263324,1,2
huwag mo akong maliitin,463,54,1.391304347826087,4.4838012958963285,8.574074074074074,1.958963282937365,6,2
Iba’t ibang Uri ng bahay,149,16,1.0625,4.1879194630872485,9.3125,1.7718120805369129,1,2
Itago,60,8,1.25,4.916666666666667,7.5,2.05,0,2
Kaya rin iyan ni Duma,176,38,1.4375,4.204545454545454,4.631578947368421,1.8465909090909092,3,2
Kumain ng Gulay,68,11,1.4,5.029411764705882,6.181818181818182,2.1470588235294117,5,2
Kung Bakit May Sungay ang Usa,380,34,1.5806451612903225,4.931578947368421,11.176470588235293,2.068421052631579,16,2
Mabuti na Lang,118,14,1.2,5.169491525423729,8.428571428571429,2.1864406779661016,6,2
Madali Lang Pala,147,19,1.3888888888888888,5.01360544217687,7.7368421052631575,2.0952380952380953,10,2
Magbilang ng Ibon,108,17,1.7142857142857142,4.074074074074074,6.352941176470588,1.7037037037037037,1,2
Malusog na Katawan,52,7,0.0,5.423076923076923,7.428571428571429,2.269230769230769,2,2
Matibay Nga,191,17,1.411764705882353,4.670157068062827,11.235294117647058,1.968586387434555,6,2
Nagkakaisa Kami,171,13,1.0714285714285714,5.087719298245614,13.153846153846153,2.0935672514619883,15,2
Nagmamadaling mga Drayber,169,37,1.1666666666666667,5.3609467455621305,4.5675675675675675,2.0710059171597632,3,2
Nagtanim si Sophy ng Biik,320,35,1.9,4.5875,9.142857142857142,1.884375,7,2
Nang Dahil sa Telepono,579,44,1.475,4.960276338514681,13.159090909090908,2.09153713298791,21,2
Natuto nang Tumawa si Rene,714,85,1.1666666666666667,5.043417366946779,8.4,2.1050420168067228,43,2
Pagluluto,46,8,0.0,4.5,5.75,1.891304347826087,1,2
Pagpapaligo sa Kamelyo,239,27,1.3478260869565217,4.7824267782426775,8.851851851851851,2.01673640167364,6,2
Sa Sapa,64,11,1.1818181818181819,4.1875,5.818181818181818,1.90625,0,2
Sayaw (Mihlali!),184,34,1.125,5.059782608695652,5.411764705882353,2.114130434782609,9,2
Si Ama,111,11,1.2727272727272727,4.837837837837838,10.090909090909092,2.045045045045045,5,2
Si Asheela,836,94,1.7564102564102564,4.797846889952153,8.893617021276595,2.0322966507177034,32,2
Si Bantay at ang Kanyang Kaibigan,47,5,0.0,4.48936170212766,9.4,1.9148936170212767,1,2
Si Chisay,41,7,0.0,5.073170731707317,5.857142857142857,2.1707317073170733,2,2
Si Didi at ang Makulay na Kayamanan,487,56,1.0892857142857142,4.632443531827516,8.696428571428571,1.9158110882956878,7,2
Si Isa (ang Dilaw na Kulisap),248,26,1.4545454545454546,4.895161290322581,9.538461538461538,2.024193548387097,6,2
Si Itong Ang Bibong Talangka,163,23,1.7647058823529411,4.815950920245399,7.086956521739131,1.9877300613496933,4,2
Si Lalu ang Kuwago,90,9,1.2222222222222223,4.733333333333333,10.0,1.9555555555555555,3,2
Si Lolo at ang kanyang mga Kaibigan,209,30,1.391304347826087,5.215311004784689,6.966666666666667,2.200956937799043,6,2
Si Nanay,192,23,1.3043478260869565,5.171875,8.347826086956522,2.125,7,2
Si Tagpi (Ang Asong Kawili-wili),184,20,1.55,4.668478260869565,9.2,2.0380434782608696,2,2
Sino ang Kumagat ng Bayabas?,304,72,1.5,4.315789473684211,4.222222222222222,1.819078947368421,2,2
Sino ang Tutulong sa Akin,181,32,1.5384615384615385,4.0,5.65625,1.7348066298342542,1,2
Super Nanay,85,8,1.5,4.529411764705882,10.625,1.9529411764705882,2,2
Ulap,50,8,0.0,3.7,6.25,1.5,0,2
Umulan sa Bukid,44,9,1.1111111111111112,4.568181818181818,4.888888888888889,1.8863636363636365,0,2
Unang Araw ng Eskwela,434,46,1.5833333333333333,4.702764976958525,9.434782608695652,1.9631336405529953,9,2
Unang Operasyon ni Doktor Sokha,999,98,1.5853658536585367,4.7757757757757755,10.193877551020408,1.992992992992993,27,2
Who Will Win?,149,17,1.2666666666666666,5.02013422818792,8.764705882352942,2.040268456375839,10,2
3…2…1… Blast Off,609,42,1.825,5.254515599343185,14.5,2.1149425287356323,33,3
Ang Aming Pangarap,83,8,1.1666666666666667,4.771084337349397,10.375,1.9397590361445782,2,3
Ang Araw at Gabi,150,12,1.5,4.746666666666667,12.5,2.0,3,3
Ang Bagong Sapatos ni Lito,147,15,1.25,4.659863945578231,9.8,1.9387755102040816,2,3
Ang Bangka ni Tatay,591,88,1.3888888888888888,4.6818950930626055,6.715909090909091,1.9746192893401016,4,3
Ang Batang Kambing at ang Kanyang mga Kaibigan,720,81,1.368421052631579,4.7555555555555555,8.88888888888889,1.8680555555555556,13,3
Ang Batang Matapat,158,18,1.3529411764705883,4.7405063291139244,8.777777777777779,1.9746835443037976,5,3
Ang Batang si Pat,93,10,1.2,5.086021505376344,9.3,2.075268817204301,2,3
Ang Buhok ni Donna,672,92,1.7391304347826086,4.636904761904762,7.304347826086956,1.9568452380952381,7,3
Ang Butas sa Itim na Sapatos ni Lito,27,3,0.0,5.851851851851852,9.0,2.3703703703703702,2,3
Ang Dula,1824,244,1.6586538461538463,4.934210526315789,7.475409836065574,2.026864035087719,62,3
Ang Gamit sa Paaralan,447,48,1.6388888888888888,4.574944071588367,9.3125,1.9843400447427293,11,3
Ang Gintong Kudong,341,31,1.4642857142857142,4.979472140762463,11.0,2.0439882697947214,8,3
Ang Ibon sa Kakahuyan,117,10,2.0,4.6239316239316235,11.7,1.9487179487179487,4,3
Ang Idolo ni Beatrice,2172,298,1.4645669291338583,5.029926335174954,7.2885906040268456,2.1372007366482504,87,3
Ang Inuuwian ng mga Pawikan,671,79,1.6065573770491803,4.631892697466468,8.49367088607595,1.9657228017883757,18,3
Ang Kabutihan ng Tao,138,17,1.4375,4.615942028985507,8.117647058823529,1.9202898550724639,4,3
Ang Kambal na Kabute,328,30,1.5806451612903225,5.091463414634147,10.933333333333334,2.1798780487804876,20,3
Ang Kasal ni Lobo,490,41,1.6857142857142857,4.785714285714286,11.951219512195122,2.0061224489795917,14,3
Ang Kuneho at Ang Matapang Niyang Kaibigan,340,62,1.588235294117647,4.8882352941176475,5.483870967741935,2.070588235294118,9,3
Ang Kwento ni Josenette,119,17,1.5384615384615385,4.61344537815126,7.0,1.9327731092436975,1,3
Ang Kwento ni Jovie,1180,87,1.8888888888888888,5.115254237288136,13.563218390804598,2.145762711864407,53,3
Ang Kwento ni Leah,457,65,1.4146341463414633,4.306345733041575,7.030769230769231,1.811816192560175,9,3
Ang Kwento sa Cordillera,471,50,1.4634146341463414,4.779193205944798,9.42,2.0042462845010616,14,3
Ang Kwento sa Kindergarten,346,50,1.7142857142857142,4.826589595375722,6.92,2.0578034682080926,8,3
Ang Lapis ni Ningning,578,68,1.5423728813559323,4.927335640138408,8.5,2.01038062283737,18,3
Ang Lola ng Batikang Manok,458,55,1.7272727272727273,4.707423580786026,8.327272727272728,1.9017467248908297,8,3
Ang Mag-aaral Kong si Richard,449,28,1.4444444444444444,4.830734966592428,16.035714285714285,1.9799554565701558,10,3
Ang Magkaibigang Bitoy at Caloy,482,43,1.3953488372093024,5.026970954356846,11.209302325581396,2.107883817427386,20,3
Ang Magkapatid,132,11,0.0,5.0227272727272725,12.0,2.0757575757575757,4,3
Ang Magkapatid na Sina Ben at Sam,15,2,1.6666666666666667,6.333333333333333,7.5,2.6666666666666665,3,3
Ang Mahiwagang Bulaklak,562,64,1.4038461538461537,4.711743772241993,8.78125,1.99288256227758,13,3
Ang Manikang Hiling ni Amanda,583,66,1.64,4.636363636363637,8.833333333333334,1.987993138936535,9,3
Ang Masayang Tagpuan,121,12,1.3333333333333333,5.512396694214876,10.083333333333334,2.231404958677686,10,3
Ang Masusustansyang Gulay,103,12,1.1666666666666667,4.689320388349515,8.583333333333334,1.9514563106796117,2,3
Ang mga Bulaklak ni Celine,998,133,1.5901639344262295,5.125250501002004,7.503759398496241,2.156312625250501,26,3
Ang Ambisyosong si Turing,833,77,1.5555555555555556,4.837935174069628,10.818181818181818,2.034813925570228,30,3
Ang Muling Paglipad ni Gero Paruparo,241,27,1.8095238095238095,5.170124481327801,8.925925925925926,2.240663900414938,12,3
Ang Munting Palaka,136,7,2.25,5.154411764705882,19.428571428571427,2.0808823529411766,8,3
Ang Munting Parol ni Carol,904,82,1.391304347826087,4.734513274336283,11.024390243902438,1.9601769911504425,20,3
Ang Nawawalang Paraiso,327,31,2.1904761904761907,4.675840978593272,10.548387096774194,2.018348623853211,10,3
Ang Nawawalang Pusa,227,21,1.55,4.916299559471366,10.80952380952381,2.004405286343612,6,3
Ang Ngiti ni Ningning,802,94,1.569767441860465,5.029925187032419,8.53191489361702,2.1408977556109727,24,3
Ang Pagbubuklod ng Pamilya,576,53,1.52,4.996527777777778,10.867924528301886,2.046875,21,3
Ang Paghihintay,132,6,0.0,4.71969696969697,22.0,2.015151515151515,2,3
Ang Pagiging Matapat,196,22,1.3888888888888888,4.775510204081633,8.909090909090908,1.9285714285714286,7,3
Ang Pamilya,101,8,1.7777777777777777,4.96039603960396,12.625,1.99009900990099,0,3
Ang Pamilyang Nagkakaisa,94,9,1.3333333333333333,5.361702127659575,10.444444444444445,2.3404255319148937,7,3
Ang Panaginip ni Dholma,550,60,1.4339622641509433,4.510909090909091,9.166666666666666,1.8745454545454545,11,3
Ang Pangarap ni Raprap,126,10,2.0,4.865079365079365,12.6,2.0238095238095237,4,3
Ang Selosong Ulap,469,40,1.911764705882353,4.552238805970149,11.725,1.9147121535181237,13,3
Ang Sombrero ni Lolo,531,70,1.6346153846153846,4.446327683615819,7.585714285714285,1.9246704331450095,3,3
Ang Tagahagis ng Bituin,532,42,2.142857142857143,4.9605263157894735,12.666666666666666,2.088345864661654,21,3
Ang Umaga ni Ding,101,8,1.25,5.247524752475248,12.625,2.207920792079208,5,3
Bakit Bawal Lumabas,112,7,1.4285714285714286,5.098214285714286,16.0,2.1160714285714284,7,3
Batang Matulungin,127,11,1.1818181818181819,4.850393700787402,11.545454545454545,2.094488188976378,6,3
Benepisyo ng Tsokolate,283,20,1.4705882352941178,5.035335689045937,14.15,2.1201413427561837,21,3
Best Programmer,1946,223,1.4739884393063585,4.663412127440904,8.72645739910314,2.014388489208633,57,3
Gumawa si Edi ng Saranggola,222,19,1.3333333333333333,4.8558558558558556,11.68421052631579,1.9684684684684686,1,3
Habal-Habal ni Hannibal,298,32,1.826086956521739,4.909395973154362,9.3125,2.077181208053691,6,3
Hindi Ako Si Pangga,727,103,1.423913043478261,4.636863823933975,7.058252427184466,1.9573590096286106,16,3
Kaibigan sa Kagubatan,431,43,1.3571428571428572,4.7146171693735495,10.023255813953488,1.9443155452436194,8,3
Mangarap Tayo,88,7,1.8571428571428572,5.204545454545454,12.571428571428571,2.1931818181818183,5,3
May Bisita sa Manokan,393,47,1.2857142857142858,4.811704834605598,8.361702127659575,1.9923664122137406,6,3
Mga Bayani sa Komunidad,2952,349,1.7628458498023716,4.652777777777778,8.458452722063038,1.98340108401084,79,3
Mga Kabuhayan sa Eastern Samar Apektado ng Pananalasa ng Bagyong Ambo,182,8,1.75,5.021978021978022,22.75,2.0494505494505493,6,3
Misyon ni Alates,548,78,1.4166666666666667,4.843065693430657,7.0256410256410255,1.9762773722627738,9,3
Nagsalita na si Tipaklong,507,56,1.4680851063829787,5.005917159763314,9.053571428571429,2.076923076923077,13,3
Nakababagot na Araw,161,16,1.5,4.726708074534161,10.0625,2.0434782608695654,3,3
Oh Kalikasan!,605,46,2.0,4.819834710743802,13.152173913043478,2.021487603305785,20,3
Paano Nailigtas ng Langgam ang Kalapati,390,41,1.4210526315789473,5.0256410256410255,9.512195121951219,2.056410256410256,10,3
Pandemic Crisis Covid-19,143,4,3.5,5.20979020979021,35.75,2.055944055944056,2,3
Pasukan Na Naman,101,10,1.1,4.891089108910891,10.1,2.089108910891089,5,3
Sa Panahon ng Pandemya,118,11,1.0909090909090908,5.135593220338983,10.727272727272727,2.135593220338983,5,3
Si Ada at Neneng,456,76,1.6111111111111112,4.927631578947368,6.0,2.0482456140350878,14,3
Si Aling Nating at ang Kaniyang Walis Tingting,556,64,1.4,5.003597122302159,8.6875,2.0449640287769784,15,3
Si Allen at si Ningning,212,19,0.0,5.14622641509434,11.157894736842104,2.0235849056603774,10,3
Si Asi,98,8,2.111111111111111,4.561224489795919,12.25,1.969387755102041,4,3
Si Bentong,438,80,1.4307692307692308,4.657534246575342,5.475,1.9246575342465753,8,3
Si Diday,473,53,1.5,4.970401691331924,8.924528301886792,2.06553911205074,15,3
Si Didi at ang kanyang Motorsiklo,263,26,1.4736842105263157,4.904942965779468,10.115384615384615,2.026615969581749,6,3
Si Dira at Chaku,453,51,1.2222222222222223,4.593818984547461,8.882352941176471,1.9403973509933774,4,3
Si Dolly at ang Kaniyang Munting Pulang Payong,277,30,2.227272727272727,4.675090252707581,9.233333333333333,1.8953068592057762,6,3
Si Kabugwasun at ang mga Bituin,531,64,1.9111111111111112,4.83804143126177,8.296875,2.056497175141243,20,3
Si Langgam at si Kalapati,674,56,1.3541666666666667,5.259643916913946,12.035714285714286,2.148367952522255,22,3
Si Mamertong Madungis,1072,125,1.28125,4.748134328358209,8.576,1.9944029850746268,29,3
Si Pam,121,11,1.5454545454545454,5.016528925619835,11.0,2.115702479338843,7,3
Si Santol,207,26,1.3636363636363635,4.714975845410628,7.961538461538462,1.9420289855072463,7,3
Si Tintin,371,48,1.125,4.867924528301887,7.729166666666667,2.059299191374663,15,3
Si Wangari Maathai,471,38,1.1891891891891893,4.698513800424628,12.394736842105264,1.9575371549893843,11,3
Sina Bulilit at Kulilit,671,87,1.4142857142857144,5.050670640834575,7.712643678160919,2.150521609538003,18,3
Super Wanda,400,86,1.6603773584905661,5.06,4.651162790697675,2.145,17,3
Tatlong Magkakaibigan,150,20,1.3846153846153846,4.973333333333334,7.5,2.1266666666666665,6,3
Tayo ang Magbilang Kasama si Moru,2075,172,1.4320987654320987,4.691084337349397,12.063953488372093,1.9763855421686747,49,3
The King’s Secret,495,55,1.346938775510204,4.907070707070707,9.0,2.014141414141414,11,3
Tungkulin sa Tahanan,110,9,0.0,5.2272727272727275,12.222222222222221,2.1636363636363636,5,3
Unang Kaibigan ni Iko,434,56,1.5,4.594470046082949,7.75,2.0023041474654377,11,3
