doc_id,word_count,sentence_count,mean_word_len,mean_sentence_len,mean_syll_per_word,polysyll_count,phrase_count,type_token_ratio,syll_v,syll_cv,syll_vc,syll_cvc,syll_vcc,syll_cvcc,syll_ccv,syll_ccvc,syll_ccvcc,syll_ccvccc,cons_cluster,tag_bi,tag_tri,bik_bi,bik_tri,ceb_bi,ceb_tri,affix_density,prefix_density,suffix_density,reduplication_rate,ng_digraph_density,function_word_ratio,hapax_ratio,question_ratio,dialogue_ratio,punct_density,label,language,split_role
10,52,17,3.673076923076923,3.0588235294117645,1.6923076923076923,6,0.17647058823529413,0.19230769230769232,0.0,0.09615384615384616,0.0,0.19230769230769232,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15758670881502657,0.08899971229260012,0.14732079815876048,0.07133365555629041,0.15563558812645964,0.05138799563938,0.4423076923076923,0.28846153846153844,0.15384615384615385,0.0,0.0,0.25,0.2,0.0,0.0,0.17647058823529413,1,tagalog,high_resource
11,37,1,4.972972972972973,37.0,1.864864864864865,4,4.0,0.5675675675675675,0.0,0.05405405405405406,0.0,0.05405405405405406,0.02702702702702703,0.0,0.0,0.05405405405405406,0.0,0.0,0.5135135135135135,0.11673023162248569,0.010393937903883281,0.09802107873760496,0.007645388971739779,0.13906289538940364,0.0183317487238807,0.2972972972972973,0.24324324324324326,0.05405405405405406,0.0,0.0,0.08108108108108109,0.23809523809523808,0.0,0.0,4.0,1,tagalog,high_resource
12,91,11,5.175824175824176,8.272727272727273,2.131868131868132,25,0.09090909090909091,0.6593406593406593,0.0,0.0989010989010989,0.0989010989010989,0.02197802197802198,0.04395604395604396,0.0,0.02197802197802198,0.0,0.0,0.0,0.46153846153846156,0.4508925932137791,0.42581690962160373,0.4210698250733523,0.32299752444594115,0.4535066858919275,0.3936154299169214,1.10989010989011,0.7912087912087912,0.31868131868131866,0.0,0.06593406593406594,0.38461538461538464,0.7833333333333333,0.0,0.0,0.09090909090909091,1,tagalog,high_resource
13,193,27,5.0880829015544045,7.148148148148148,2.1088082901554404,59,0.37037037037037035,0.5129533678756477,0.0,0.13989637305699482,0.04145077720207254,0.031088082901554404,0.06217616580310881,0.025906735751295335,0.0051813471502590676,0.0,0.0,0.0,0.40932642487046633,0.4181557748243838,0.38923382452313127,0.4000653444844167,0.2940467974254107,0.4176535140063837,0.3818710661999805,1.1139896373056994,0.8186528497409327,0.29533678756476683,0.0,0.03626943005181347,0.3626943005181347,0.7070707070707071,0.07407407407407407,0.18518518518518517,0.37037037037037035,1,tagalog,high_resource
14,150,10,5.246666666666667,15.0,2.1466666666666665,53,0.4,0.5533333333333333,0.006666666666666667,0.12,0.06666666666666667,0.0,0.06,0.02,0.02,0.0,0.006666666666666667,0.0,0.5333333333333333,0.45222649488633543,0.413148564569999,0.419101731367279,0.3352556701333683,0.4248552559087223,0.3725012998251474,1.0466666666666666,0.7066666666666667,0.34,0.0,0.12666666666666668,0.4266666666666667,0.7349397590361446,0.0,0.1,0.4,1,tagalog,high_resource
15,64,17,3.53125,3.764705882352941,1.625,2,0.29411764705882354,0.21875,0.0,0.140625,0.0,0.140625,0.078125,0.03125,0.0,0.0,0.0,0.0,0.15625,0.19822434147559106,0.0886675229626133,0.16727214013271294,0.07291087238926519,0.2198112767395323,0.0739942391014687,0.46875,0.34375,0.125,0.0,0.03125,0.25,0.21428571428571427,0.0,0.0,0.29411764705882354,1,tagalog,high_resource
16,197,27,4.730964467005077,7.296296296296297,1.9390862944162437,56,0.2222222222222222,0.4416243654822335,0.0,0.1319796954314721,0.02030456852791878,0.08121827411167512,0.08121827411167512,0.025380710659898477,0.02030456852791878,0.0,0.0,0.0,0.37055837563451777,0.4359077976178885,0.432063595826266,0.3967678886213384,0.2914639123118909,0.43299223582188123,0.39513019807345356,1.1725888324873095,0.8730964467005076,0.29949238578680204,0.0,0.04568527918781726,0.350253807106599,0.632183908045977,0.0,0.18518518518518517,0.2222222222222222,1,tagalog,high_resource
17,207,27,4.661835748792271,7.666666666666667,1.8840579710144927,58,0.4444444444444444,0.4444444444444444,0.0,0.14492753623188406,0.057971014492753624,0.004830917874396135,0.04830917874396135,0.11594202898550725,0.014492753623188406,0.0,0.0,0.0,0.4830917874396135,0.4549479403247244,0.36113218674704134,0.4139697360178108,0.3392098129022594,0.4086652717591108,0.3068727950915971,1.1256038647342996,0.821256038647343,0.30434782608695654,0.0,0.06763285024154589,0.33816425120772947,0.6630434782608695,0.0,0.2222222222222222,0.4444444444444444,1,tagalog,high_resource
18,214,27,4.906542056074766,7.925925925925926,1.985981308411215,57,0.5555555555555556,0.4953271028037383,0.004672897196261682,0.08878504672897196,0.07476635514018691,0.03271028037383177,0.08878504672897196,0.028037383177570093,0.04672897196261682,0.0,0.0,0.0,0.514018691588785,0.46223468020194264,0.36059501341423905,0.35095260040521,0.2983735420228591,0.37743737344749395,0.3263147426904825,1.1121495327102804,0.7710280373831776,0.3411214953271028,0.004672897196261682,0.08878504672897196,0.35514018691588783,0.7264150943396226,0.0,0.0,0.5555555555555556,1,tagalog,high_resource
19,10,3,5.0,3.3333333333333335,2.0,2,0.0,0.5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.17559243029372418,0.08069970666523718,0.1257761913078398,0.0802070823960299,0.13777242427388875,0.08069970666523718,1.2,0.6,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1,tagalog,high_resource
20,114,7,5.754385964912281,16.285714285714285,2.3157894736842106,47,2.142857142857143,0.631578947368421,0.0,0.10526315789473684,0.03508771929824561,0.008771929824561403,0.06140350877192982,0.03508771929824561,0.03508771929824561,0.0,0.0,0.0,0.5526315789473685,0.39693813370778364,0.3400491903566728,0.3829683982147008,0.2601168887883278,0.39700055503232495,0.33040239730678017,1.3596491228070176,1.043859649122807,0.3157894736842105,0.0,0.12280701754385964,0.30701754385964913,0.75,0.14285714285714285,0.0,2.142857142857143,1,tagalog,high_resource
21,91,11,4.6923076923076925,8.272727272727273,1.967032967032967,21,0.7272727272727273,0.6153846153846154,0.0,0.14285714285714285,0.03296703296703297,0.01098901098901099,0.13186813186813187,0.0,0.03296703296703297,0.0,0.0,0.0,0.38461538461538464,0.43593816105538563,0.41789044053781754,0.4114479955122966,0.3044602406004552,0.40852648541953707,0.3446752559915819,0.945054945054945,0.6153846153846154,0.32967032967032966,0.01098901098901099,0.054945054945054944,0.37362637362637363,0.8035714285714286,0.0,0.2727272727272727,0.7272727272727273,1,tagalog,high_resource
22,125,28,5.0,4.464285714285714,2.056,35,0.17857142857142858,0.608,0.008,0.104,0.032,0.016,0.056,0.032,0.024,0.0,0.0,0.0,0.48,0.4233353017928181,0.39521505306940163,0.40330315734521704,0.3039860689632749,0.4354623119719356,0.37060793819471416,1.024,0.72,0.304,0.0,0.08,0.352,0.6973684210526315,0.03571428571428571,0.0,0.17857142857142858,1,tagalog,high_resource
23,11,2,4.363636363636363,5.5,1.8181818181818181,2,0.5,0.6363636363636364,0.0,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.11782258455601914,0.06599266711320026,0.10389969856459308,0.050097856150658295,0.10236018159958757,0.05141410728630645,0.8181818181818181,0.5454545454545454,0.2727272727272727,0.0,0.0,0.36363636363636365,0.42857142857142855,0.0,0.0,0.5,1,tagalog,high_resource
24,15,4,5.8,3.75,2.0,6,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.17593369062265446,0.07720299388951575,0.1778085215459601,0.09786711710010523,0.17424012579712425,0.08188687584530666,1.6,1.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1,tagalog,high_resource
25,484,79,4.845041322314049,6.1265822784810124,2.022727272727273,129,0.21518987341772153,0.45041322314049587,0.002066115702479339,0.16942148760330578,0.045454545454545456,0.010330578512396695,0.05165289256198347,0.012396694214876033,0.03305785123966942,0.0,0.0,0.0,0.43388429752066116,0.463978308643851,0.5387616349261618,0.42449205834696274,0.4280951800798603,0.4594398961880748,0.4581829294810297,1.0764462809917354,0.78099173553719,0.29545454545454547,0.002066115702479339,0.08884297520661157,0.40289256198347106,0.7155963302752294,0.012658227848101266,0.10126582278481013,0.21518987341772153,1,tagalog,high_resource
26,161,21,5.341614906832298,7.666666666666667,2.1925465838509317,52,0.14285714285714285,0.5217391304347826,0.0,0.07453416149068323,0.055900621118012424,0.037267080745341616,0.11801242236024845,0.0,0.043478260869565216,0.0,0.0,0.0,0.5714285714285714,0.4531660164998033,0.362997427434445,0.4139268760948607,0.31717825645034176,0.4083936059709722,0.31044404960423694,1.3229813664596275,0.9565217391304348,0.36645962732919257,0.0,0.10559006211180125,0.38509316770186336,0.7738095238095238,0.0,0.09523809523809523,0.14285714285714285,1,tagalog,high_resource
27,13,1,4.769230769230769,13.0,1.8461538461538463,2,2.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.19189630952128595,0.11405766124421997,0.16391730068193794,0.11632675890008234,0.18410609445463444,0.10063355378585824,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.15384615384615385,0.3076923076923077,0.5555555555555556,0.0,0.0,2.0,1,tagalog,high_resource
28,105,14,4.142857142857143,7.5,1.838095238095238,16,0.5,0.3904761904761905,0.0,0.19047619047619047,0.01904761904761905,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.29523809523809524,0.3340745683228857,0.2339293091604425,0.308985427622899,0.21234210165001136,0.32561243454341887,0.21564248117518783,0.7619047619047619,0.6190476190476191,0.14285714285714285,0.0,0.06666666666666667,0.4095238095238095,0.5853658536585366,0.0,0.42857142857142855,0.5,1,tagalog,high_resource
29,66,4,4.818181818181818,16.5,2.0454545454545454,20,0.25,0.5606060606060606,0.0,0.13636363636363635,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.015151515151515152,0.045454545454545456,0.0,0.0,0.0,0.48484848484848486,0.41355852572646035,0.38588914280693726,0.3522095743579048,0.27846335198338895,0.34924542354655813,0.2740020156375932,1.2121212121212122,0.8939393939393939,0.3181818181818182,0.0,0.16666666666666666,0.4696969696969697,0.6486486486486487,0.0,0.0,0.25,1,tagalog,high_resource
30,120,14,4.733333333333333,8.571428571428571,1.9833333333333334,33,0.5714285714285714,0.6583333333333333,0.05,0.13333333333333333,0.075,0.008333333333333333,0.075,0.008333333333333333,0.058333333333333334,0.008333333333333333,0.0,0.0,0.45,0.4186378903411803,0.41145771153255495,0.40413978899445396,0.33337751231858587,0.40572976148201195,0.3709152769947517,0.9416666666666667,0.7083333333333334,0.23333333333333334,0.0,0.09166666666666666,0.375,0.8354430379746836,0.0,0.0,0.5714285714285714,1,tagalog,high_resource
31,90,10,5.155555555555556,9.0,2.1333333333333333,32,0.0,0.4666666666666667,0.0,0.07777777777777778,0.14444444444444443,0.022222222222222223,0.15555555555555556,0.011111111111111112,0.044444444444444446,0.0,0.0,0.0,0.6444444444444445,0.34659062222233716,0.3412004188211464,0.308559207352273,0.27885038129643835,0.3437384270573399,0.3350127803084658,1.211111111111111,0.8888888888888888,0.32222222222222224,0.0,0.05555555555555555,0.43333333333333335,0.6904761904761905,0.0,0.0,0.0,1,tagalog,high_resource
32,91,10,4.714285714285714,9.1,1.901098901098901,17,0.6,0.5604395604395604,0.0,0.07692307692307693,0.08791208791208792,0.03296703296703297,0.07692307692307693,0.0,0.02197802197802198,0.01098901098901099,0.0,0.0,0.46153846153846156,0.35635908402935673,0.329085818240646,0.350462308816845,0.3171961449509157,0.3657069701923022,0.28727687105914945,0.989010989010989,0.6263736263736264,0.3626373626373626,0.0,0.06593406593406594,0.38461538461538464,0.7450980392156863,0.1,0.0,0.6,1,tagalog,high_resource
33,3,1,7.0,3.0,3.0,2,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.10902306224289102,0.015715906859774257,0.09234361527943516,0.02051839514663264,0.10266429407149819,0.00691791083692766,1.6666666666666665,1.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1,tagalog,high_resource
34,225,27,4.3822222222222225,8.333333333333334,1.8266666666666667,36,0.8518518518518519,0.5288888888888889,0.008888888888888889,0.15555555555555556,0.04888888888888889,0.0044444444444444444,0.04,0.008888888888888889,0.04,0.0044444444444444444,0.0044444444444444444,0.0,0.4533333333333333,0.4250454478708312,0.4123535390752238,0.39813271024943275,0.373933249631591,0.4110399587516278,0.3443645589827249,0.7422222222222222,0.5555555555555556,0.18666666666666668,0.0,0.08888888888888889,0.37777777777777777,0.7310924369747899,0.037037037037037035,0.5185185185185185,0.8518518518518519,1,tagalog,high_resource
35,160,16,4.88125,10.0,2.0875,51,0.8125,0.475,0.0,0.075,0.05625,0.03125,0.06875,0.00625,0.0,0.0,0.0,0.0,0.4,0.3951648476345621,0.3914106138141337,0.3572528219150353,0.34833794662054085,0.32757209288661493,0.30479440435184263,1.0,0.73125,0.26875,0.0,0.08125,0.3,0.7236842105263158,0.0,0.5,0.8125,1,tagalog,high_resource
36,70,3,4.228571428571429,23.333333333333332,1.7285714285714286,17,0.0,0.44285714285714284,0.0,0.2,0.05714285714285714,0.0,0.14285714285714285,0.0,0.014285714285714285,0.0,0.0,0.0,0.37142857142857144,0.2907142730703597,0.2216664000893708,0.27836783900278045,0.16411001345125417,0.28812682427509606,0.18287036043236385,0.8571428571428571,0.6285714285714286,0.22857142857142856,0.0,0.04285714285714286,0.3142857142857143,0.6774193548387096,0.0,0.0,0.0,1,tagalog,high_resource
37,190,21,4.8052631578947365,9.047619047619047,1.9842105263157894,47,0.23809523809523808,0.531578947368421,0.0,0.12105263157894737,0.05263157894736842,0.010526315789473684,0.07894736842105263,0.0,0.021052631578947368,0.0,0.0,0.0,0.4473684210526316,0.4662996288109648,0.45248620106313087,0.3712197574707693,0.30098255533632773,0.3972447682541297,0.3647878505471612,1.1473684210526316,0.8052631578947368,0.34210526315789475,0.0,0.05789473684210526,0.33157894736842103,0.7425742574257426,0.047619047619047616,0.23809523809523808,0.23809523809523808,1,tagalog,high_resource
38,80,5,4.9125,16.0,2.0375,27,0.4,0.6,0.0,0.1625,0.025,0.0125,0.0625,0.0125,0.1,0.0,0.0,0.0,0.5375,0.37336810080913235,0.28712352773798805,0.3245825495375577,0.2557439039067334,0.3545116724954486,0.23629862582713937,1.0125,0.7,0.3125,0.0,0.1875,0.4625,0.8125,0.0,0.0,0.4,1,tagalog,high_resource
39,114,17,4.605263157894737,6.705882352941177,1.912280701754386,21,0.35294117647058826,0.5701754385964912,0.0,0.21929824561403508,0.017543859649122806,0.008771929824561403,0.06140350877192982,0.017543859649122806,0.008771929824561403,0.0,0.0,0.0,0.4298245614035088,0.3918514142776247,0.40294548287422927,0.382064841482118,0.3623319841013387,0.3908088277312573,0.34829383848143397,0.8421052631578948,0.5175438596491229,0.32456140350877194,0.0,0.017543859649122806,0.32456140350877194,0.7692307692307693,0.23529411764705882,0.5294117647058824,0.35294117647058826,1,tagalog,high_resource
40,22,1,4.7727272727272725,22.0,1.9545454545454546,5,1.0,0.7272727272727273,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.36363636363636365,0.21322207106554417,0.07093180444610514,0.1929361174182823,0.0799443921926496,0.1856959137544849,0.060122074550069966,0.5,0.4090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.75,0.0,0.0,1.0,1,tagalog,high_resource
41,210,28,5.214285714285714,7.5,2.1523809523809523,72,0.0,0.5047619047619047,0.0,0.08095238095238096,0.023809523809523808,0.03333333333333333,0.08095238095238096,0.009523809523809525,0.03333333333333333,0.0,0.0,0.0,0.5047619047619047,0.4178276838397024,0.4241813063192684,0.36735964455804726,0.3462787990917444,0.40389543561725716,0.3792759350558588,1.1047619047619048,0.7095238095238096,0.3952380952380952,0.0,0.12857142857142856,0.35714285714285715,0.7358490566037735,0.0,0.0,0.0,1,tagalog,high_resource
42,173,23,4.84393063583815,7.521739130434782,2.0578034682080926,48,0.43478260869565216,0.5838150289017341,0.0,0.15028901734104047,0.017341040462427744,0.028901734104046242,0.06358381502890173,0.005780346820809248,0.017341040462427744,0.0,0.0,0.0,0.3583815028901734,0.4484138731295123,0.4566366691506518,0.43221734907629705,0.3712214773946993,0.4487804523785805,0.41078499978502464,1.0751445086705202,0.8034682080924855,0.27167630057803466,0.0,0.06358381502890173,0.32947976878612717,0.7029702970297029,0.043478260869565216,0.43478260869565216,0.43478260869565216,1,tagalog,high_resource
43,169,24,5.088757396449704,7.041666666666667,2.1124260355029585,47,0.375,0.6094674556213018,0.0,0.10059171597633136,0.03550295857988166,0.029585798816568046,0.05325443786982249,0.011834319526627219,0.03550295857988166,0.0,0.0,0.0,0.4260355029585799,0.47565507731485435,0.5060493839821334,0.4331793675003586,0.3853170407446314,0.43723636699088225,0.38197922007704,1.2366863905325443,0.9112426035502958,0.3254437869822485,0.0,0.08284023668639054,0.3431952662721893,0.7475728155339806,0.0,0.5,0.375,1,tagalog,high_resource
44,132,11,4.9772727272727275,12.0,1.9318181818181819,40,0.6363636363636364,0.5606060606060606,0.0,0.18181818181818182,0.045454545454545456,0.007575757575757576,0.06060606060606061,0.09090909090909091,0.022727272727272728,0.0,0.0,0.0,0.553030303030303,0.4049012624570014,0.33157043186801566,0.3537470579254794,0.2708710427244628,0.3777285077278192,0.3055479745868979,0.9242424242424243,0.5757575757575758,0.3484848484848485,0.0,0.08333333333333333,0.3712121212121212,0.7702702702702703,0.0,0.18181818181818182,0.6363636363636364,1,tagalog,high_resource
45,164,22,5.103658536585366,7.454545454545454,2.0548780487804876,50,0.09090909090909091,0.4634146341463415,0.0,0.06097560975609756,0.03048780487804878,0.012195121951219513,0.10365853658536585,0.012195121951219513,0.0975609756097561,0.0,0.0,0.0,0.5,0.43064146163770256,0.40271973051880905,0.3514842379992699,0.3235560978034585,0.37726035366952243,0.3276385550985063,1.25,0.8963414634146342,0.35365853658536583,0.0,0.16463414634146342,0.4024390243902439,0.7105263157894737,0.18181818181818182,0.045454545454545456,0.09090909090909091,1,tagalog,high_resource
46,50,9,3.36,5.555555555555555,1.56,3,0.0,0.22,0.0,0.22,0.0,0.18,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.09858215516016253,0.041148291364702765,0.09379203193326224,0.03874140633114361,0.10002177289689197,0.018981105858511184,0.46,0.4,0.06,0.0,0.0,0.28,0.18181818181818182,0.0,0.0,0.0,1,tagalog,high_resource
47,71,11,3.9859154929577465,6.454545454545454,1.8309859154929577,17,0.5454545454545454,0.5070422535211268,0.0,0.16901408450704225,0.04225352112676056,0.014084507042253521,0.11267605633802817,0.0,0.07042253521126761,0.0,0.0,0.0,0.29577464788732394,0.2882038190968825,0.18384455577345857,0.2527249242133656,0.19615303639852139,0.27136515495237823,0.15730338950116043,0.7605633802816901,0.6056338028169014,0.15492957746478872,0.0,0.07042253521126761,0.4084507042253521,0.7777777777777778,0.0,0.0,0.5454545454545454,1,tagalog,high_resource
48,199,26,4.527638190954774,7.653846153846154,1.8743718592964824,32,0.19230769230769232,0.4221105527638191,0.0,0.04522613065326633,0.02512562814070352,0.01507537688442211,0.12060301507537688,0.005025125628140704,0.08040201005025126,0.0,0.0,0.0,0.5527638190954773,0.4019323661921721,0.35957786542851583,0.3347699175647882,0.2993415439755888,0.34811541064525764,0.32252099310464927,1.1959798994974875,0.8542713567839196,0.3417085427135678,0.0,0.16080402010050251,0.39195979899497485,0.6428571428571429,0.0,0.07692307692307693,0.19230769230769232,1,tagalog,high_resource
49,53,12,4.3584905660377355,4.416666666666667,1.8867924528301887,9,0.16666666666666666,0.5471698113207547,0.0,0.03773584905660377,0.07547169811320754,0.018867924528301886,0.07547169811320754,0.018867924528301886,0.1320754716981132,0.0,0.0,0.0,0.3018867924528302,0.3405841247663567,0.23434701994680648,0.3169146759577393,0.16060518265821414,0.336485071808094,0.2193901401334964,1.3773584905660377,0.8867924528301887,0.49056603773584906,0.0,0.1320754716981132,0.39622641509433965,0.7931034482758621,0.0,0.08333333333333333,0.16666666666666666,1,tagalog,high_resource
50,7,5,4.285714285714286,1.4,1.5714285714285714,1,0.2,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.12434866435923457,0.022486687521324947,0.13421648752405632,0.022486687521324947,0.12418922053822756,0.022486687521324947,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,1.0,0.2,0.0,0.2,1,tagalog,high_resource
51,331,21,4.969788519637462,15.761904761904763,2.11178247734139,95,1.1904761904761905,0.3564954682779456,0.0030211480362537764,0.10876132930513595,0.07250755287009064,0.012084592145015106,0.06042296072507553,0.012084592145015106,0.0755287009063444,0.0,0.0,0.0,0.4380664652567976,0.4313932103617816,0.4243379451945998,0.37864666001332176,0.3005729420618085,0.41859852682966336,0.39042191215113936,1.0271903323262839,0.7492447129909365,0.27794561933534745,0.0,0.1510574018126888,0.4108761329305136,0.4915254237288136,0.14285714285714285,0.19047619047619047,1.1904761904761905,1,tagalog,high_resource
52,253,34,5.209486166007905,7.4411764705882355,2.110671936758893,73,0.14705882352941177,0.4782608695652174,0.0,0.1225296442687747,0.02766798418972332,0.023715415019762844,0.07114624505928854,0.023715415019762844,0.02766798418972332,0.0,0.0,0.0,0.5652173913043478,0.46046819947830847,0.42571238098101927,0.39596143283685664,0.36078541733844605,0.3945391790031968,0.38517748651835915,1.1462450592885376,0.8181818181818182,0.32806324110671936,0.003952569169960474,0.1225296442687747,0.391304347826087,0.768595041322314,0.17647058823529413,0.058823529411764705,0.14705882352941177,1,tagalog,high_resource
