book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
tag_l1_015,91,20,1.4444444444444444,3.769230769230769,4.55,1.6263736263736264,0,0.25274725274725274,1.6263736263736264,1.3516483516483517,1.065934065934066,0.6703296703296703,0.1978021978021978,0.12087912087912088,0.07692307692307693,0.10989010989010989,0.01098901098901099,0.01098901098901099,0.6031746031746031,0.5873015873015873,0.6031746031746031,0.5783132530120482,0.536144578313253,0.4759036144578313,1
tag_l1_016,265,34,1.2333333333333334,4.720754716981132,7.794117647058823,1.9433962264150944,6,0.4075471698113208,1.9433962264150944,1.7169811320754718,1.5547169811320756,0.9283018867924528,0.33962264150943394,0.24528301886792453,0.12452830188679245,0.16226415094339622,0.01509433962264151,0.0,0.8042596348884381,0.7718052738336714,0.7768762677484787,0.8502080443828016,0.6879334257975035,0.7350901525658807,1
tag_l1_017,268,39,1.3333333333333333,4.641791044776119,6.871794871794871,1.873134328358209,4,0.48134328358208955,1.873134328358209,1.6753731343283582,1.4365671641791045,0.8805970149253731,0.3880597014925373,0.332089552238806,0.1455223880597015,0.1865671641791045,0.0,0.0,0.8073770491803278,0.7612704918032787,0.8012295081967213,0.8361344537815126,0.7072829131652661,0.7408963585434174,1
tag_l1_018,214,22,1.3333333333333333,5.009345794392523,9.727272727272727,2.060747663551402,10,0.5186915887850467,2.060747663551402,1.7289719626168225,1.658878504672897,0.9205607476635514,0.4532710280373832,0.29906542056074764,0.18691588785046728,0.2570093457943925,0.06542056074766354,0.004672897196261682,0.7641509433962265,0.7110849056603774,0.7334905660377359,0.8112324492979719,0.6708268330733229,0.6989079563182528,1
tag_l1_019,241,31,1.5517241379310345,4.912863070539419,7.774193548387097,2.0497925311203318,6,0.5269709543568465,2.0497925311203318,1.7136929460580912,1.5726141078838174,0.8547717842323651,0.4107883817427386,0.2863070539419087,0.11203319502074689,0.27385892116182575,0.029045643153526972,0.0,0.7281449893390192,0.6865671641791045,0.697228144989339,0.7402597402597403,0.5670995670995671,0.6075036075036075,1
tag_l1_020,437,51,1.4047619047619047,5.247139588100686,8.568627450980392,2.125858123569794,18,0.5881006864988558,2.125858123569794,1.919908466819222,1.6453089244851258,0.9816933638443935,0.4645308924485126,0.3340961098398169,0.2128146453089245,0.2951945080091533,0.06178489702517163,0.0,0.7166035694970254,0.6857760951865873,0.69118442401298,0.7480482611781405,0.6011355571327183,0.6110716820440029,1
tag_l1_021,270,19,1.6666666666666667,4.788888888888889,14.210526315789474,1.9777777777777779,8,0.45555555555555555,1.9777777777777779,1.7222222222222223,1.5333333333333334,0.8962962962962963,0.3592592592592593,0.25925925925925924,0.15185185185185185,0.21851851851851853,0.044444444444444446,0.0,0.793743890518084,0.7575757575757576,0.7634408602150538,0.8183023872679045,0.656498673740053,0.6750663129973474,1
tag_l1_022,228,34,1.4285714285714286,5.197368421052632,6.705882352941177,2.162280701754386,9,0.47368421052631576,2.162280701754386,1.9429824561403508,1.7280701754385965,1.0087719298245614,0.3815789473684211,0.2675438596491228,0.15350877192982457,0.25,0.03508771929824561,0.0,0.8109243697478992,0.792016806722689,0.7815126050420168,0.8347222222222223,0.7083333333333334,0.7166666666666667,1
tag_l1_023,96,8,1.4285714285714286,4.635416666666667,12.0,1.9479166666666667,0,0.4479166666666667,1.9479166666666667,1.6875,1.4479166666666667,0.8541666666666666,0.34375,0.25,0.125,0.16666666666666666,0.03125,0.0,0.8218390804597702,0.7557471264367817,0.7701149425287356,0.8446215139442231,0.6932270916334662,0.7091633466135459,1
tag_l1_024,128,13,1.3333333333333333,4.5625,9.846153846153847,1.90625,0,0.4609375,1.90625,1.625,1.421875,0.8828125,0.375,0.2421875,0.1328125,0.1640625,0.0546875,0.0,0.7472527472527473,0.7208791208791209,0.7230769230769231,0.7699386503067485,0.5797546012269938,0.6288343558282209,1
tag_l1_025,266,27,1.2222222222222223,4.879699248120301,9.851851851851851,2.045112781954887,13,0.5225563909774437,2.045112781954887,1.7105263157894737,1.5338345864661653,0.868421052631579,0.41729323308270677,0.3233082706766917,0.13157894736842105,0.24060150375939848,0.018796992481203006,0.0,0.7541302235179786,0.7016520894071915,0.7103984450923226,0.7483617300131061,0.6068152031454783,0.6500655307994757,1
tag_l1_026,386,43,1.2222222222222223,4.8782383419689115,8.976744186046512,2.0595854922279795,14,0.4896373056994819,2.0595854922279795,1.7642487046632125,1.5259067357512954,0.8678756476683938,0.38860103626943004,0.28756476683937826,0.11398963730569948,0.21761658031088082,0.04145077720207254,0.0025906735751295338,0.7726967047747142,0.7020847343644923,0.7404169468728985,0.7902930402930403,0.6510989010989011,0.673992673992674,1
tag_l1_027,193,26,1.173913043478261,5.357512953367876,7.423076923076923,2.2124352331606216,15,0.6424870466321243,2.2124352331606216,1.8652849740932642,1.7564766839378239,0.9533678756476683,0.5233160621761658,0.35751295336787564,0.16062176165803108,0.3471502590673575,0.05699481865284974,0.02072538860103627,0.7129186602870813,0.7009569377990431,0.6770334928229665,0.7421875,0.5875,0.61875,1
tag_l1_028,122,11,1.9,4.590163934426229,11.090909090909092,1.8770491803278688,4,0.45081967213114754,1.8770491803278688,1.5737704918032787,1.5163934426229508,0.8360655737704918,0.32786885245901637,0.23770491803278687,0.13114754098360656,0.1557377049180328,0.00819672131147541,0.0,0.7321016166281755,0.6605080831408776,0.7090069284064665,0.7850162866449512,0.5830618892508144,0.6286644951140065,1
tag_l1_029,96,15,1.4666666666666666,4.21875,6.4,1.8229166666666667,2,0.28125,1.8229166666666667,1.59375,1.3125,0.7604166666666666,0.19791666666666666,0.10416666666666667,0.041666666666666664,0.10416666666666667,0.0,0.0,0.7734627831715211,0.7087378640776699,0.6763754045307443,0.7793427230046949,0.6150234741784038,0.7276995305164319,1
tag_l1_030,272,34,1.6666666666666667,4.908088235294118,8.0,2.0698529411764706,5,0.45588235294117646,2.0698529411764706,1.7610294117647058,1.5919117647058822,0.8639705882352942,0.39338235294117646,0.33455882352941174,0.09558823529411764,0.15073529411764705,0.011029411764705883,0.0,0.7752596789423984,0.6902738432483475,0.7412653446647781,0.7918263090676884,0.6296296296296297,0.6602809706257982,1
tag_l1_031,254,28,1.2857142857142858,5.086614173228346,9.071428571428571,2.0984251968503935,6,0.484251968503937,2.0984251968503935,1.8543307086614174,1.625984251968504,0.9960629921259843,0.39763779527559057,0.3110236220472441,0.15354330708661418,0.2204724409448819,0.015748031496062992,0.003937007874015748,0.7676669893514037,0.7115198451113263,0.7405614714424008,0.7906976744186046,0.6201550387596899,0.665374677002584,1
tag_l1_032,445,101,1.2923076923076924,4.647191011235955,4.405940594059406,1.9550561797752808,10,0.41797752808988764,1.9550561797752808,1.6719101123595506,1.4786516853932585,0.8044943820224719,0.31685393258426964,0.20898876404494382,0.07191011235955057,0.12808988764044943,0.02247191011235955,0.0,0.7345297029702971,0.7060643564356436,0.6949257425742574,0.7527896995708154,0.6369098712446352,0.6592274678111588,1
tag_l1_033,89,9,0.0,5.179775280898877,9.88888888888889,2.191011235955056,4,0.7078651685393258,2.191011235955056,1.6404494382022472,1.7752808988764044,0.8314606741573034,0.651685393258427,0.39325842696629215,0.15730337078651685,0.4157303370786517,0.033707865168539325,0.0,0.7903225806451613,0.7741935483870968,0.7526881720430108,0.7915194346289752,0.6466431095406361,0.7314487632508834,1
tag_l1_034,70,8,1.375,4.485714285714286,8.75,1.9,3,0.4857142857142857,1.9,1.4285714285714286,1.5,0.7714285714285715,0.42857142857142855,0.3142857142857143,0.08571428571428572,0.14285714285714285,0.014285714285714285,0.0,0.889344262295082,0.8565573770491803,0.8647540983606558,0.9367816091954023,0.8103448275862069,0.8103448275862069,1
tag_l1_035,309,20,1.5789473684210527,4.7799352750809065,15.45,1.941747572815534,11,0.511326860841424,1.941747572815534,1.6893203883495145,1.4983818770226538,0.8705501618122977,0.42071197411003236,0.3365695792880259,0.1488673139158576,0.21359223300970873,0.025889967637540454,0.0,0.7698961937716263,0.7275086505190311,0.7318339100346021,0.7556615017878426,0.6245530393325387,0.6090584028605482,1
tag_l1_036,221,29,1.8333333333333333,4.502262443438914,7.620689655172414,1.8687782805429864,4,0.5294117647058824,1.8687782805429864,1.583710407239819,1.257918552036199,0.7828054298642534,0.3755656108597285,0.2850678733031674,0.18099547511312217,0.3167420814479638,0.03619909502262444,0.0,0.666232073011734,0.6271186440677966,0.6349413298565841,0.6691312384473198,0.5767097966728281,0.5804066543438078,1
tag_l1_037,152,17,1.8,4.822368421052632,8.941176470588236,2.026315789473684,3,0.5,2.026315789473684,1.7236842105263157,1.5460526315789473,0.868421052631579,0.39473684210526316,0.24342105263157895,0.1513157894736842,0.21052631578947367,0.06578947368421052,0.0,0.8382099827882961,0.7865748709122203,0.7779690189328744,0.8951048951048951,0.710955710955711,0.7365967365967366,1
tag_l1_038,84,2,0.0,4.226190476190476,42.0,1.8928571428571428,1,0.38095238095238093,1.8928571428571428,1.4642857142857142,1.1785714285714286,0.6309523809523809,0.3333333333333333,0.17857142857142858,0.09523809523809523,0.13095238095238096,0.0,0.0,0.7195571955719557,0.6752767527675276,0.7269372693726938,0.8342245989304813,0.5989304812834224,0.7272727272727273,1
tag_l1_039,187,21,1.2352941176470589,4.759358288770054,8.904761904761905,1.9893048128342246,3,0.45989304812834225,1.9893048128342246,1.6684491978609626,1.5508021390374331,0.8823529411764706,0.3850267379679144,0.28342245989304815,0.09090909090909091,0.12834224598930483,0.0213903743315508,0.0,0.8002853067047075,0.7546362339514978,0.7817403708987162,0.8326848249027238,0.6750972762645915,0.745136186770428,1
tag_l1_040,604,105,1.1904761904761905,4.91887417218543,5.752380952380952,2.0596026490066226,18,0.49503311258278143,2.0596026490066226,1.814569536423841,1.5264900662251655,0.9105960264900662,0.402317880794702,0.29304635761589404,0.1837748344370861,0.2682119205298013,0.03642384105960265,0.0,0.7320898685883849,0.6930902924968206,0.7147096227214922,0.793496862521392,0.6229321163719338,0.623502567027952,1
tag_l1_041,163,20,1.4285714285714286,4.638036809815951,8.15,1.9754601226993864,4,0.5153374233128835,1.9754601226993864,1.6257668711656441,1.4233128834355828,0.7975460122699386,0.4233128834355828,0.27607361963190186,0.18404907975460122,0.27607361963190186,0.049079754601226995,0.0,0.7483108108108109,0.7094594594594594,0.7111486486486487,0.7604651162790698,0.6534883720930232,0.672093023255814,1
tag_l1_042,168,20,2.9,4.488095238095238,8.4,1.9642857142857142,4,0.375,1.9642857142857142,1.5595238095238095,1.3869047619047619,0.7321428571428571,0.30952380952380953,0.25,0.05357142857142857,0.1488095238095238,0.023809523809523808,0.0,0.7491408934707904,0.7439862542955327,0.7096219931271478,0.8585365853658536,0.6780487804878049,0.6902439024390243,1
tag_l1_043,254,34,1.0344827586206897,5.2362204724409445,7.470588235294118,2.145669291338583,12,0.5590551181102362,2.145669291338583,1.8858267716535433,1.7007874015748032,0.9645669291338582,0.43700787401574803,0.3031496062992126,0.14566929133858267,0.27165354330708663,0.031496062992125984,0.0,0.7611940298507462,0.7453358208955224,0.7518656716417911,0.7825552825552825,0.6498771498771498,0.6756756756756757,1
tag_l1_044,169,24,1.4545454545454546,4.863905325443787,7.041666666666667,2.059171597633136,5,0.40236686390532544,2.059171597633136,1.8461538461538463,1.5562130177514792,0.8994082840236687,0.3076923076923077,0.21893491124260356,0.10059171597633136,0.15384615384615385,0.011834319526627219,0.0,0.777947932618683,0.7366003062787136,0.7396630934150077,0.8409090909090909,0.6632231404958677,0.6735537190082644,1
tag_l1_045,259,38,1.3666666666666667,4.980694980694981,6.815789473684211,2.111969111969112,11,0.4826254826254826,2.111969111969112,1.7992277992277992,1.5675675675675675,0.8764478764478765,0.3745173745173745,0.2625482625482625,0.12355212355212356,0.2084942084942085,0.03088803088803089,0.003861003861003861,0.7589893100097181,0.7317784256559767,0.7298347910592808,0.8333333333333334,0.68359375,0.7096354166666666,1
tag_l1_046,122,10,1.6,5.040983606557377,12.2,1.9098360655737705,1,0.6885245901639344,1.9098360655737705,1.7622950819672132,1.5,0.9918032786885246,0.6229508196721312,0.5327868852459017,0.2459016393442623,0.319672131147541,0.03278688524590164,0.0,0.7545638945233266,0.7038539553752535,0.7200811359026369,0.7816711590296496,0.6684636118598383,0.7115902964959568,1
tag_l1_047,234,30,1.125,5.064102564102564,7.8,2.0213675213675213,4,0.5341880341880342,2.0213675213675213,1.7478632478632479,1.7136752136752136,0.9358974358974359,0.36324786324786323,0.2264957264957265,0.13247863247863248,0.24786324786324787,0.03418803418803419,0.004273504273504274,0.7726315789473684,0.7494736842105263,0.7452631578947368,0.7972027972027972,0.6601398601398601,0.7048951048951049,1
tag_l1_048,26,6,0.0,3.6538461538461537,4.333333333333333,1.7307692307692308,0,0.15384615384615385,1.7307692307692308,1.3846153846153846,1.0,0.5384615384615384,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.7681159420289855,0.7971014492753623,0.7391304347826086,0.7209302325581395,0.6511627906976745,0.6744186046511628,1
tag_l1_049,79,15,1.5,4.151898734177215,5.266666666666667,1.9367088607594938,0,0.27848101265822783,1.9367088607594938,1.5696202531645569,1.2278481012658229,0.5949367088607594,0.22784810126582278,0.0759493670886076,0.02531645569620253,0.12658227848101267,0.0,0.0,0.7871485943775101,0.7630522088353414,0.751004016064257,0.7764705882352941,0.6,0.6647058823529411,1
tag_l1_050,222,31,1.2857142857142858,4.576576576576577,7.161290322580645,1.8963963963963963,3,0.545045045045045,1.8963963963963963,1.5045045045045045,1.4414414414414414,0.7567567567567568,0.38288288288288286,0.23873873873873874,0.0990990990990991,0.23423423423423423,0.013513513513513514,0.0,0.7680608365019012,0.7401774397972116,0.7477820025348543,0.8085106382978723,0.6861702127659575,0.7322695035460993,1
tag_l1_051,55,11,1.2,4.327272727272727,5.0,1.9272727272727272,1,0.3090909090909091,1.9272727272727272,1.4363636363636363,1.5272727272727273,0.7636363636363637,0.16363636363636364,0.09090909090909091,0.01818181818181818,0.16363636363636364,0.0,0.0,0.7472527472527473,0.7362637362637363,0.7197802197802198,0.905511811023622,0.6850393700787402,0.7007874015748031,1
tag_l1_052,405,38,1.2058823529411764,4.866666666666666,10.657894736842104,1.9925925925925927,15,0.48641975308641977,1.9925925925925927,1.7580246913580246,1.545679012345679,0.8765432098765432,0.4123456790123457,0.3012345679012346,0.11851851851851852,0.2222222222222222,0.0345679012345679,0.0049382716049382715,0.7911595131326074,0.7335041639974376,0.7411915438821268,0.793939393939394,0.6181818181818182,0.69004329004329,1
tag_l1_053,333,28,2.142857142857143,5.018018018018018,11.892857142857142,2.093093093093093,25,0.5045045045045045,2.093093093093093,1.837837837837838,1.6186186186186187,0.918918918918919,0.34534534534534533,0.24024024024024024,0.12012012012012012,0.2042042042042042,0.042042042042042045,0.006006006006006006,0.7531882970742686,0.72768192048012,0.7239309827456865,0.7632898696088265,0.6188565697091274,0.6479438314944834,1
tag_l1_054,177,23,1.173913043478261,5.288135593220339,7.695652173913044,2.135593220338983,13,0.6271186440677966,2.135593220338983,1.8305084745762712,1.7401129943502824,1.0112994350282485,0.4971751412429379,0.3559322033898305,0.192090395480226,0.3333333333333333,0.05084745762711865,0.005649717514124294,0.7410832232496698,0.7093791281373845,0.7186261558784677,0.7305699481865285,0.6407599309153713,0.6701208981001727,1
tag_l1_055,257,36,1.1724137931034482,5.023346303501945,7.138888888888889,2.105058365758755,11,0.45525291828793774,2.105058365758755,1.88715953307393,1.6381322957198443,0.9844357976653697,0.38132295719844356,0.31906614785992216,0.1245136186770428,0.19455252918287938,0.011673151750972763,0.0,0.8208373904576436,0.7974683544303798,0.804284323271665,0.8702490170380078,0.7208387942332897,0.745740498034076,1
tag_l1_056,273,28,2.1363636363636362,4.736263736263736,9.75,1.9487179487179487,10,0.46886446886446886,1.9487179487179487,1.706959706959707,1.47985347985348,0.9120879120879121,0.38095238095238093,0.2600732600732601,0.19047619047619047,0.2893772893772894,0.05860805860805861,0.0,0.7322834645669292,0.7007874015748031,0.7106299212598425,0.7239512855209743,0.6156968876860622,0.6089309878213802,1
tag_l1_057,324,40,1.2258064516129032,5.055555555555555,8.1,2.1049382716049383,13,0.5370370370370371,2.1049382716049383,1.8055555555555556,1.6358024691358024,0.9012345679012346,0.39197530864197533,0.2839506172839506,0.11728395061728394,0.25,0.043209876543209874,0.0,0.7374045801526717,0.7190839694656489,0.7068702290076336,0.7878172588832487,0.6335025380710659,0.682233502538071,1
tag_l1_058,46,5,0.0,4.478260869565218,9.2,1.9130434782608696,1,0.4782608695652174,1.9130434782608696,1.608695652173913,1.2391304347826086,0.6956521739130435,0.391304347826087,0.34782608695652173,0.15217391304347827,0.2391304347826087,0.043478260869565216,0.043478260869565216,0.7375,0.725,0.7375,0.8771929824561403,0.631578947368421,0.7192982456140351,1
tag_l1_059,97,22,1.2,3.9587628865979383,4.409090909090909,1.7835051546391754,0,0.29896907216494845,1.7835051546391754,1.443298969072165,1.1649484536082475,0.5567010309278351,0.18556701030927836,0.10309278350515463,0.020618556701030927,0.08247422680412371,0.0,0.0,0.8362369337979094,0.7839721254355401,0.794425087108014,0.8578947368421053,0.7368421052631579,0.6947368421052632,1
tag_l1_060,152,28,1.1904761904761905,4.375,5.428571428571429,1.9736842105263157,1,0.2236842105263158,1.9736842105263157,1.6776315789473684,1.4144736842105263,0.7631578947368421,0.17105263157894737,0.08552631578947369,0.05921052631578947,0.09210526315789473,0.006578947368421052,0.0,0.771484375,0.708984375,0.736328125,0.7938718662952646,0.5988857938718662,0.6824512534818942,1
tag_l1_061,505,43,1.4871794871794872,4.893069306930693,11.744186046511627,2.0,9,0.46534653465346537,2.0,1.7683168316831683,1.5920792079207922,0.9683168316831683,0.3564356435643564,0.297029702970297,0.1603960396039604,0.2297029702970297,0.013861386138613862,0.0,0.7568807339449541,0.7125382262996942,0.7426095820591233,0.7817433081674674,0.6595744680851063,0.665751544269046,1
tag_l1_062,367,44,1.6666666666666667,4.8501362397820165,8.340909090909092,2.0544959128065394,15,0.4114441416893733,2.0544959128065394,1.8092643051771118,1.5286103542234333,0.9291553133514986,0.329700272479564,0.23978201634877383,0.1335149863760218,0.19618528610354224,0.02452316076294278,0.0,0.7735042735042735,0.7236467236467237,0.7435897435897436,0.8067961165048544,0.6679611650485436,0.6912621359223301,1
tag_l1_063,112,18,1.2857142857142858,4.0,6.222222222222222,1.7946428571428572,1,0.36607142857142855,1.7946428571428572,1.4196428571428572,1.1339285714285714,0.5535714285714286,0.25,0.11607142857142858,0.044642857142857144,0.16071428571428573,0.017857142857142856,0.0,0.7410714285714286,0.7291666666666666,0.7202380952380952,0.7777777777777778,0.5822222222222222,0.6222222222222222,1
tag_l1_064,103,12,1.6666666666666667,5.310679611650485,8.583333333333334,2.1553398058252426,2,0.5436893203883495,2.1553398058252426,1.9514563106796117,1.7475728155339805,1.0097087378640777,0.4368932038834951,0.3592233009708738,0.1553398058252427,0.2621359223300971,0.05825242718446602,0.009708737864077669,0.7647058823529411,0.746606334841629,0.7760180995475113,0.8224852071005917,0.7041420118343196,0.7011834319526628,1
tag_l1_065,90,9,1.2222222222222223,4.733333333333333,10.0,1.9555555555555555,3,0.5,1.9555555555555555,1.6333333333333333,1.511111111111111,0.8222222222222222,0.34444444444444444,0.23333333333333334,0.12222222222222222,0.2222222222222222,0.044444444444444446,0.0,0.7537537537537538,0.7687687687687688,0.7057057057057057,0.8708333333333333,0.6375,0.6125,1
tag_l1_066,96,17,1.0833333333333333,4.03125,5.647058823529412,1.7604166666666667,1,0.3020833333333333,1.7604166666666667,1.4375,1.21875,0.6875,0.19791666666666666,0.08333333333333333,0.03125,0.10416666666666667,0.0,0.0,0.7319587628865979,0.7079037800687286,0.7010309278350515,0.7040816326530612,0.5561224489795918,0.6020408163265306,1
tag_l1_067,123,20,1.3529411764705883,4.365853658536586,6.15,1.975609756097561,2,0.23577235772357724,1.975609756097561,1.7804878048780488,1.3089430894308942,0.8211382113821138,0.17073170731707318,0.13821138211382114,0.06504065040650407,0.12195121951219512,0.016260162601626018,0.0,0.8091787439613527,0.748792270531401,0.7801932367149759,0.8934707903780069,0.6632302405498282,0.7044673539518901,1
tag_l1_068,303,37,1.3636363636363635,4.795379537953796,8.18918918918919,2.0165016501650164,7,0.4389438943894389,2.0165016501650164,1.6402640264026402,1.6435643564356435,0.8712871287128713,0.36633663366336633,0.27722772277227725,0.1353135313531353,0.17491749174917492,0.019801980198019802,0.0,0.8085664335664335,0.7526223776223776,0.7587412587412588,0.8240850059031877,0.6635182998819362,0.7083825265643447,1
tag_l1_069,226,34,1.3,5.146017699115045,6.647058823529412,2.234513274336283,10,0.37610619469026546,2.234513274336283,2.0442477876106193,1.668141592920354,1.008849557522124,0.3230088495575221,0.2610619469026549,0.12831858407079647,0.19911504424778761,0.01327433628318584,0.0,0.7997858672376874,0.7537473233404711,0.7376873661670236,0.8170212765957446,0.6539007092198581,0.6936170212765957,1
tag_l1_070,393,35,1.5454545454545454,4.765903307888041,11.228571428571428,2.0330788804071247,9,0.366412213740458,2.0330788804071247,1.7989821882951653,1.5368956743002544,0.8982188295165394,0.30788804071246817,0.23918575063613232,0.09414758269720101,0.1450381679389313,0.015267175572519083,0.0,0.7830508474576271,0.7593220338983051,0.7796610169491526,0.8118628359592215,0.6895273401297498,0.6533827618164968,1
tag_l2_000,826,85,1.2253521126760563,4.780871670702179,9.717647058823529,2.0254237288135593,26,0.44552058111380144,2.0254237288135593,1.7130750605326877,1.4794188861985471,0.8305084745762712,0.31476997578692495,0.2288135593220339,0.09806295399515738,0.1937046004842615,0.025423728813559324,0.0,0.7370275464445868,0.6899423446508648,0.6934657270980141,0.7732811140121845,0.6201044386422977,0.639686684073107,2
