book_title,average_sentence_len,average_syllable_count,grade_level,language,fkgl_score,predicted_label
Ang Aking Mga Anak,7.2,2.0277777777777777,2,tagalog,11.145777777777777,3
Ang Aking Paaralan,10.333333333333334,2.2419354838709675,2,tagalog,14.894838709677419,3
Ang Alamat ng Makahiya,11.31578947368421,2.116279069767442,2,tagalog,13.79525091799266,3
Ang Alamat ng Pinatubo,13.681818181818182,2.1926910299003324,2,tagalog,15.619663243733015,3
Ang Aming Pusa,8.625,1.8115942028985508,2,tagalog,9.150561594202902,3
Ang bagong Pugad,5.704918032786885,2.045977011494253,2,tagalog,10.777446768419068,3
Ang Bahay Kubo ni Itay,8.0,1.9,2,tagalog,9.950000000000003,3
Ang Batang Matulungin,8.11111111111111,2.0753424657534247,2,tagalog,12.062374429223748,3
Ang bigote ni Tatay,10.893617021276595,1.974609375,2,tagalog,11.958901263297875,3
Ang Bisikleta ni Chaku,8.1875,2.068702290076336,2,tagalog,12.013812022900762,3
Ang Buwan at Ang Aking Sumbrero!,8.210526315789474,1.6442307692307692,2,tagalog,7.014028340080973,3
Ang damit para kay Kooru,9.238095238095235,2.015463917525773,2,tagalog,11.79533136966127,3
Ang Hiwaga ni Domeng Dyip,12.818181818181818,1.8368794326241136,2,tagalog,11.084268214055452,3
Ang Ina,9.8,1.9387755102040816,2,tagalog,11.109551020408162,3
Ang Kakaibang Panaginip ni Khutso,9.863636363636363,1.935483870967742,2,tagalog,11.095527859237539,3
Ang Kaklase kong Bulag,5.0,2.1272727272727274,2,tagalog,11.461818181818185,3
Ang Kuting na si Phyu Wah at ang Bully,10.761904761904765,2.057522123893805,2,tagalog,12.88590391908976,3
Ang kwento ng isang Mananayaw,15.382352941176473,2.147227533460803,2,tagalog,15.746402541896302,3
Ang Leon at ang Pagkain Niyang Tuta,9.282051282051285,2.052486187845304,2,tagalog,12.249337016574586,3
Ang mabuting kaibigan,7.407407407407407,2.05,2,tagalog,11.488888888888887,3
Ang Mag-anak na Langgam,13.352941176470589,2.0308370044052864,2,tagalog,13.58152371080591,3
Ang Magandang Balita,10.307692307692308,2.041044776119403,2,tagalog,12.514328358208953,3
Ang Magkaibigan,9.555555555555555,2.104651162790698,2,tagalog,12.971550387596903,3
Ang Magkakaibigang Basurahan,11.285714285714286,2.113924050632912,2,tagalog,13.755732368896936,3
Ang Manggagawa,10.0,2.011764705882353,2,tagalog,12.048823529411766,3
Ang Manggagawang Langgam,7.75,2.193548387096774,2,tagalog,13.316370967741936,3
Ang Manok,10.333333333333334,2.064516129032258,2,tagalog,12.801290322580648,3
Ang mausisang bata,12.0,1.875,2,tagalog,11.215,3
Ang mausisang batang elepante,7.294117647058823,1.9166666666666667,2,tagalog,9.871372549019608,3
Ang mga Mabituing Hiling ni Palaka,7.066666666666666,2.037735849056604,2,tagalog,11.211283018867931,3
Ang paglipad ni Chandu,7.054054054054054,1.9616858237547887,2,tagalog,10.308973801387591,3
Ang Pagtatanghal,6.029411764705882,1.975609756097561,2,tagalog,10.073665710186514,3
Ang Pandaraya ng tandang,9.529411764705882,1.876543209876543,2,tagalog,10.269680464778506,3
Ang Paslit,10.0,1.92,2,tagalog,10.965999999999998,3
Ang Pusa ni Toto,6.766666666666667,2.1970443349753697,2,tagalog,12.974123152709364,3
Ang salamin ni Lola,8.390243902439025,1.9040697674418603,2,tagalog,10.150218377765174,3
Ang Sapatos ni Tatay,6.111111111111111,1.7418181818181817,2,tagalog,7.346787878787879,3
Ang Suklay ni Pipay,6.5,1.7692307692307692,2,tagalog,7.821923076923078,3
Ang Tsinelas ni Pepe,7.181818181818182,1.8860759493670889,2,tagalog,9.46660529344074,3
Ang Ulap ng Basura,9.470588235294118,2.0232919254658386,2,tagalog,11.978374132261603,3
Ang Umaga in Lena,10.4,2.1923076923076925,2,tagalog,14.335230769230773,3
Ayaw at Gusto,3.6666666666666665,2.0454545454545454,2,tagalog,9.976363636363637,3
Bakasyon Na,9.55,2.099476439790576,2,tagalog,12.908321989528798,3
Basketbol,8.833333333333334,2.1320754716981134,2,tagalog,13.013490566037738,3
Bea at Ming-su,11.125,1.8876404494382024,2,tagalog,11.02290730337079,3
Brownout,8.677777777777777,2.1574903969270167,2,tagalog,13.252720017072132,3
COVIBOOK,6.447368421052632,2.179591836734694,2,tagalog,12.643657357679913,3
Cube Cat (Cone Cat),3.023809523809524,1.9133858267716533,2,tagalog,8.167238470191226,3
Dalawang Malilit na Langgam,12.791666666666666,1.977198697068404,2,tagalog,12.729694625407166,3
Don’t Wake the Baby!,7.222222222222222,1.9138461538461535,2,tagalog,9.81005128205128,3
Espesyal na Regalo kay Ling,6.4,1.9427083333333333,2,tagalog,9.829958333333334,3
Galawang Daga,7.743589743589744,2.094922737306843,2,tagalog,12.150088300220748,3
Gustong gumuhit ng aking Apo,7.875,1.7142857142857142,2,tagalog,7.709821428571427,3
Gustong Kumanta ni Cuckoo,8.966101694915254,1.835538752362949,2,tagalog,9.566136938899746,3
Hoy Makaw!,5.8,2.0948275862068964,2,tagalog,11.39096551724138,3
Huwag mo akong abalahin,7.088888888888889,1.9529780564263324,2,tagalog,10.21980773249739,3
huwag mo akong maliitin,8.574074074074074,1.958963282937365,2,tagalog,10.869655627549797,3
Iba’t ibang Uri ng bahay,9.3125,1.7718120805369129,2,tagalog,8.949257550335574,3
Itago,7.5,2.05,2,tagalog,11.524999999999999,3
Kaya rin iyan ni Duma,4.631578947368421,1.8465909090909087,2,tagalog,8.006088516746406,3
Kumain ng Gulay,6.181818181818182,2.147058823529412,2,tagalog,12.156203208556153,3
Kung Bakit May Sungay ang Usa,11.176470588235292,2.068421052631579,2,tagalog,13.1761919504644,3
Mabuti na Lang,8.428571428571429,2.1864406779661016,2,tagalog,13.497142857142858,3
Madali Lang Pala,7.736842105263157,2.095238095238096,2,tagalog,12.151177944862162,3
Magbilang ng Ibon,6.352941176470588,1.7037037037037035,2,tagalog,6.9913507625272295,3
Malusog na Katawan,7.428571428571429,2.269230769230769,2,tagalog,14.084065934065936,3
Matibay Nga,11.235294117647058,1.968586387434555,2,tagalog,12.021084077610105,3
Nagkakaisa Kami,13.153846153846152,2.0935672514619883,2,tagalog,14.244093567251461,3
Nagmamadaling mga Drayber,4.567567567567568,2.0710059171597632,2,tagalog,10.629221173836559,3
Nagtanim si Sophy ng Biik,9.142857142857142,1.884375,2,tagalog,10.211339285714285,3
Nang Dahil sa Telepono,13.159090909090908,2.09153713298791,2,tagalog,14.222183623802799,3
Natuto nang Tumawa si Rene,8.4,2.1050420168067228,2,tagalog,12.52549579831933,3
Pagluluto,5.75,1.891304347826087,2,tagalog,8.969891304347826,3
Pagpapaligo sa Kamelyo,8.851851851851851,2.01673640167364,2,tagalog,11.659711761971174,3
Sa Sapa,5.818181818181818,1.90625,2,tagalog,9.172840909090912,3
Sayaw (Mihlali!),5.411764705882353,2.114130434782609,2,tagalog,11.467327365728902,3
Si Ama,10.090909090909092,2.045045045045045,2,tagalog,12.47698607698608,3
Si Asheela,8.893617021276595,2.0322966507177034,2,tagalog,11.859611116766771,3
Si Bantay at ang Kanyang Kaibigan,9.4,1.9148936170212767,2,tagalog,10.671744680851067,3
Si Chisay,5.857142857142857,2.1707317073170733,2,tagalog,12.308919860627181,3
Si Didi at ang Makulay na Kayamanan,8.696428571428571,1.915811088295688,2,tagalog,10.408177984746263,3
Si Isa (ang Dilaw na Kulisap),9.538461538461538,2.024193548387097,2,tagalog,12.015483870967746,3
Si Itong Ang Bibong Talangka,7.086956521739131,1.987730061349693,2,tagalog,10.629127767404643,3
Si Lalu ang Kuwago,10.0,1.9555555555555555,2,tagalog,11.385555555555559,3
Si Lolo at ang kanyang mga Kaibigan,6.966666666666667,2.200956937799043,2,tagalog,13.098291866028706,3
Si Nanay,8.347826086956522,2.125,2,tagalog,12.740652173913045,3
Si Tagpi (Ang Asong Kawili-wili),9.2,2.0380434782608696,2,tagalog,12.046913043478263,3
Sino ang Kumagat ng Bayabas?,4.222222222222222,1.819078947368421,2,tagalog,7.521798245614036,3
Sino ang Tutulong sa Akin,5.65625,1.7348066298342542,2,tagalog,7.0866557320442,3
Super Nanay,10.625,1.952941176470588,2,tagalog,11.59845588235294,3
Ulap,6.25,1.5,2,tagalog,4.547500000000003,3
Umulan sa Bukid,4.888888888888889,1.8863636363636365,2,tagalog,8.575757575757578,3
Unang Araw ng Eskwela,9.434782608695652,1.9631336405529956,2,tagalog,11.25454217591665,3
Unang Operasyon ni Doktor Sokha,10.193877551020408,1.992992992992993,2,tagalog,11.902929562215277,3
Who Will Win?,8.764705882352942,2.040268456375839,2,tagalog,11.90340307935255,3
3…2…1… Blast Off,14.5,2.1149425287356323,3,tagalog,15.021321839080464,3
Ang Aming Pangarap,10.375,1.9397590361445785,3,tagalog,11.345406626506026,3
Ang Araw at Gabi,12.5,2.0,3,tagalog,12.885000000000002,3
Ang Bagong Sapatos ni Lito,9.8,1.9387755102040816,3,tagalog,11.109551020408162,3
Ang Bangka ni Tatay,6.715909090909091,1.9746192893401016,3,tagalog,10.329712159667746,3
Ang Batang Kambing at ang Kanyang mga Kaibigan,8.88888888888889,1.868055555555556,3,tagalog,9.91972222222223,3
Ang Batang Matapat,8.777777777777779,1.9746835443037976,3,tagalog,11.134599156118146,3
Ang Batang si Pat,9.3,2.075268817204301,3,tagalog,12.525172043010752,3
Ang Buhok ni Donna,7.304347826086956,1.956845238095238,3,tagalog,10.349469461697723,3
Ang Butas sa Itim na Sapatos ni Lito,9.0,2.3703703703703702,3,tagalog,15.890370370370373,3
Ang Dula,7.475409836065574,2.026864035087719,3,tagalog,11.242405450100662,3
Ang Gamit sa Paaralan,9.3125,1.9843400447427293,3,tagalog,11.457087527964209,3
Ang Gintong Kudong,11.0,2.0439882697947214,3,tagalog,12.819061583577714,3
Ang Ibon sa Kakahuyan,11.7,1.948717948717949,3,tagalog,11.967871794871797,3
Ang Idolo ni Beatrice,7.288590604026845,2.1372007366482504,3,tagalog,12.471519028019824,3
Ang Inuuwian ng mga Pawikan,8.49367088607595,1.965722801788376,3,tagalog,10.91806070667246,3
Ang Kabutihan ng Tao,8.117647058823529,1.920289855072464,3,tagalog,10.235302642796253,3
Ang Kambal na Kabute,10.933333333333334,2.179878048780488,3,tagalog,14.39656097560976,3
Ang Kasal ni Lobo,11.951219512195122,2.006122448979592,3,tagalog,12.743220507715286,3
Ang Kuneho at Ang Matapang Niyang Kaibigan,5.483870967741935,2.070588235294118,3,tagalog,10.981650853889949,3
Ang Kwento ni Josenette,7.0,1.9327731092436973,3,tagalog,9.946722689075632,3
Ang Kwento ni Jovie,13.563218390804598,2.145762711864407,3,tagalog,15.019655172413795,3
Ang Kwento ni Leah,7.030769230769231,1.811816192560175,3,tagalog,8.531431072210069,3
Ang Kwento sa Cordillera,9.42,2.0042462845010616,3,tagalog,11.733906157112528,3
Ang Kwento sa Kindergarten,6.92,2.057803468208093,3,tagalog,11.390880924855498,3
Ang Lapis ni Ningning,8.5,2.01038062283737,3,tagalog,11.44749134948097,3
Ang Lola ng Batikang Manok,8.327272727272728,1.9017467248908295,3,tagalog,10.098247717348155,3
Ang Mag-aaral Kong si Richard,16.035714285714285,1.979955456570156,3,tagalog,14.027402958956412,3
Ang Magkaibigang Bitoy at Caloy,11.209302325581396,2.107883817427386,3,tagalog,13.654656952619899,3
Ang Magkapatid,12.0,2.075757575757576,3,tagalog,13.5839393939394,3
Ang Magkapatid na Sina Ben at Sam,7.5,2.6666666666666665,3,tagalog,18.801666666666666,3
Ang Mahiwagang Bulaklak,8.78125,1.99288256227758,3,tagalog,11.350701734875447,3
Ang Manikang Hiling ni Amanda,8.833333333333334,1.987993138936535,3,tagalog,11.313319039451116,3
Ang Masayang Tagpuan,10.083333333333334,2.231404958677686,3,tagalog,14.6730785123967,3
Ang Masusustansyang Gulay,8.583333333333334,1.951456310679612,3,tagalog,10.78468446601942,3
Ang mga Bulaklak ni Celine,7.503759398496241,2.156312625250501,3,tagalog,12.780955143369447,3
Ang Ambisyosong si Turing,10.818181818181818,2.034813925570228,3,tagalog,12.639895230819604,3
Ang Muling Paglipad ni Gero Paruparo,8.925925925925926,2.240663900414938,3,tagalog,14.33094513600738,3
Ang Munting Palaka,19.428571428571427,2.0808823529411766,3,tagalog,16.541554621848743,3
Ang Munting Parol ni Carol,11.024390243902438,1.9601769911504423,3,tagalog,11.839600690697171,3
Ang Nawawalang Paraiso,10.548387096774194,2.018348623853211,3,tagalog,12.340384729209823,3
Ang Nawawalang Pusa,10.80952380952381,2.004405286343612,3,tagalog,12.27769666456891,3
Ang Ngiti ni Ningning,8.53191489361702,2.1408977556109727,3,tagalog,13.000040324720121,3
Ang Pagbubuklod ng Pamilya,10.867924528301886,2.046875,3,tagalog,12.80161556603774,3
Ang Paghihintay,22.0,2.015151515151515,3,tagalog,16.76878787878788,3
Ang Pagiging Matapat,8.909090909090908,1.9285714285714288,3,tagalog,10.641688311688313,3
Ang Pamilya,12.625,1.99009900990099,3,tagalog,12.816918316831686,3
Ang Pamilyang Nagkakaisa,10.444444444444445,2.3404255319148937,3,tagalog,16.10035460992908,3
Ang Panaginip ni Dholma,9.166666666666666,1.8745454545454543,3,tagalog,10.104636363636363,3
Ang Pangarap ni Raprap,12.6,2.023809523809524,3,tagalog,13.204952380952388,3
Ang Selosong Ulap,11.725,1.914712153518124,3,tagalog,11.576353411513864,3
Ang Sombrero ni Lolo,7.585714285714285,1.9246704331450093,3,tagalog,10.079539682539686,3
Ang Tagahagis ng Bituin,12.666666666666666,2.088345864661654,3,tagalog,13.992481203007518,3
Ang Umaga ni Ding,12.625,2.207920792079208,3,tagalog,15.387215346534656,3
Bakit Bawal Lumabas,16.0,2.1160714285714284,3,tagalog,15.619642857142853,3
Batang Matulungin,11.545454545454543,2.094488188976378,3,tagalog,13.627687902648528,3
Benepisyo ng Tsokolate,14.15,2.120141342756184,3,tagalog,14.946167844522975,3
Best Programmer,8.72645739910314,2.014388489208633,3,tagalog,11.583102558312095,3
Gumawa si Edi ng Saranggola,11.68421052631579,1.9684684684684688,3,tagalog,12.19477003319109,3
Habal-Habal ni Hannibal,9.3125,2.077181208053691,3,tagalog,12.552613255033556,3
Hindi Ako Si Pangga,7.058252427184466,1.9573590096286104,3,tagalog,10.259554760219547,3
Kaibigan sa Kagubatan,10.023255813953488,1.9443155452436196,3,tagalog,11.261993201316574,3
Mangarap Tayo,12.571428571428571,2.1931818181818183,3,tagalog,15.192402597402602,3
May Bisita sa Manokan,8.361702127659575,1.9923664122137408,3,tagalog,11.180987493909374,3
Mga Bayani sa Komunidad,8.458452722063038,1.98340108401084,3,tagalog,11.1129293529325,3
Mga Kabuhayan sa Eastern Samar Apektado ng Pananalasa ng Bagyong Ambo,22.75,2.0494505494505493,3,tagalog,17.466016483516487,3
Misyon ni Alates,7.0256410256410255,1.9762773722627736,3,tagalog,10.470072992700732,3
Nagsalita na si Tipaklong,9.053571428571429,2.076923076923077,3,tagalog,12.448585164835166,3
Nakababagot na Araw,10.0625,2.0434782608695654,3,tagalog,12.447418478260875,3
Oh Kalikasan!,13.152173913043478,2.021487603305785,3,tagalog,13.39290154509522,3
Paano Nailigtas ng Langgam ang Kalapati,9.51219512195122,2.056410256410256,3,tagalog,12.385397123202,3
Pandemic Crisis Covid-19,35.75,2.055944055944056,3,tagalog,22.61263986013986,3
Pasukan Na Naman,10.1,2.089108910891089,3,tagalog,13.000485148514855,3
Sa Panahon ng Pandemya,10.727272727272728,2.135593220338983,3,tagalog,13.793636363636367,3
Si Ada at Neneng,6.0,2.048245614035088,3,tagalog,10.91929824561404,3
Si Aling Nating at ang Kaniyang Walis Tingting,8.6875,2.0449640287769784,3,tagalog,11.928700539568347,3
Si Allen at si Ningning,11.157894736842104,2.0235849056603774,3,tagalog,12.639880834160873,3
Si Asi,12.25,1.969387755102041,3,tagalog,12.426275510204086,3
Si Bentong,5.475,1.9246575342465757,3,tagalog,9.256208904109595,3
Si Diday,8.924528301886792,2.06553911205074,3,tagalog,12.263927559934583,3
Si Didi at ang kanyang Motorsiklo,10.115384615384617,2.026615969581749,3,tagalog,12.269068441064643,3
Si Dira at Chaku,8.882352941176471,1.9403973509933772,3,tagalog,10.770806388780677,3
Si Dolly at ang Kaniyang Munting Pulang Payong,9.233333333333333,1.895306859205776,3,tagalog,10.375620938628156,3
Si Kabugwasun at ang mga Bituin,8.296875,2.056497175141243,3,tagalog,11.912447916666668,3
Si Langgam at si Kalapati,12.035714285714286,2.148367952522255,3,tagalog,14.454670411191184,3
Si Mamertong Madungis,8.576,1.9944029850746268,3,tagalog,11.288595223880598,3
Si Pam,11.0,2.115702479338843,3,tagalog,13.66528925619835,3
Si Santol,7.961538461538462,1.9420289855072463,3,tagalog,10.430942028985509,3
Si Tintin,7.729166666666667,2.059299191374663,3,tagalog,11.724105458221025,3
Si Wangari Maathai,12.394736842105264,1.9575371549893843,3,tagalog,12.34288579729579,3
Sina Bulilit at Kulilit,7.712643678160919,2.150521609538003,3,tagalog,12.794086027031199,3
Super Wanda,4.651162790697675,2.145,3,tagalog,11.534953488372096,3
Tatlong Magkakaibigan,7.5,2.1266666666666665,3,tagalog,12.429666666666666,3
Tayo ang Magbilang Kasama si Moru,12.063953488372093,1.976385542168675,3,tagalog,12.43629125805548,3
The King’s Secret,9.0,2.014141414141414,3,tagalog,11.686868686868689,3
Tungkulin sa Tahanan,12.22222222222222,2.163636363636364,3,tagalog,14.707575757575764,3
Unang Kaibigan ni Iko,7.75,2.0023041474654377,3,tagalog,11.059688940092169,3
Akong Higala,3.9,2.128205128205128,1,cebuano,11.043820512820517,3
Alibangbang ug Kalaw,5.714285714285714,2.05,1,cebuano,10.828571428571426,3
Amigo Kong Piso,2.9166666666666665,2.1142857142857143,1,cebuano,10.49607142857143,3
An Akon Pamilya,5.5,2.121212121212121,1,cebuano,11.58530303030303,3
Ang  Paypay ni Pipay,4.25,1.8823529411764703,1,cebuano,8.279264705882351,3
Ang Adlaw,3.4761904761904763,2.3013698630136985,1,cebuano,12.92187866927593,3
Ang Akong Alkansiya,3.2,2.0625,1,cebuano,9.995500000000003,3
Ang Akong Dulaan,4.777777777777778,1.9534883720930232,1,cebuano,9.324496124031008,3
Ang Akong Higala,6.4,2.15625,1,cebuano,12.349750000000004,3
Ang Akong Suod Nga Amigo,5.583333333333333,1.9402985074626864,1,cebuano,9.483022388059698,3
Ang Among Pamilya,4.521739130434782,2.0673076923076925,1,cebuano,10.567709030100339,3
Ang Anak ug Amahan,5.166666666666667,2.129032258064516,1,cebuano,11.54758064516129,3
Ang Baka,12.125,1.855670103092784,1,cebuano,11.035657216494851,3
Ang Baki,8.88888888888889,2.075,1,cebuano,12.361666666666668,3
Ang Bangaw,4.125,1.9393939393939397,1,cebuano,8.90359848484849,3
Ang Bao,3.6,2.0,1,cebuano,9.414000000000001,3
Ang Bato,3.0,2.333333333333333,1,cebuano,13.113333333333333,3
Ang Birthday ni Jennilyn,5.111111111111111,2.152173913043478,1,cebuano,11.798985507246375,3
Ang Bitoon,7.571428571428571,2.0,1,cebuano,10.962857142857143,3
Ang Bola ni Mila,5.571428571428571,1.8974358974358971,1,cebuano,8.972600732600732,3
Ang Buhok,3.8333333333333335,1.608695652173913,1,cebuano,4.887608695652176,3
Ang Bulak nga Santan,4.2,1.6666666666666667,1,cebuano,5.71466666666667,3
Ang Celfon ni Niña,5.111111111111111,1.891304347826087,1,cebuano,8.720724637681158,3
Ang Dagat,3.5,2.0,1,cebuano,9.375,3
Ang Dala ni Almaug Mama,4.25,1.8235294117647056,1,cebuano,7.585147058823527,3
Ang Dalunggan,3.941176470588236,2.238805970149253,1,cebuano,12.364969271290601,3
Ang French Fries,4.3,2.046511627906977,1,cebuano,10.235837209302328,3
Ang Gasa ni Mama,3.571428571428572,1.68,1,cebuano,5.626857142857144,3
Ang Gasa,3.4,1.6470588235294117,1,cebuano,5.1712941176470615,3
Ang Gatas sa Lata,3.8333333333333335,1.6956521739130437,1,cebuano,5.913695652173917,3
Ang Hardin Ni Balaraw,15.133333333333333,2.0837004405286343,1,cebuano,14.899665198237887,3
Ang Hardin Ni Hannah,6.611111111111111,1.8739495798319328,1,cebuano,9.10093837535014,3
Ang Hardin Ni Susan,10.444444444444445,1.946808510638298,1,cebuano,11.455673758865252,3
Ang Hiniktan ni Islaw,5.454545454545454,2.1166666666666667,1,cebuano,11.513939393939399,3
Ang Iring ni Ling,2.875,1.4782608695652173,1,cebuano,2.974728260869565,2
Ang Iring ni Luming,3.0,1.9375,1,cebuano,8.442499999999999,3
Ang Iro ni Pedro,5.538461538461538,2.013888888888889,1,cebuano,10.33388888888889,3
Ang Itoy ni Ikoy,4.9,1.836734693877551,1,cebuano,7.994469387755107,3
Ang Kabaw nga si Kulas,3.2857142857142856,1.7391304347826086,1,cebuano,6.213167701863355,3
Ang Kabaw ni lolo,3.1666666666666665,1.736842105263158,1,cebuano,6.139736842105265,3
Ang Kaka ni Katkat,2.0,1.6666666666666667,1,cebuano,4.856666666666669,3
Ang Kaka ni Tata,4.0,1.5,1,cebuano,3.6700000000000017,3
Ang Kaka,4.0,1.55,1,cebuano,4.260000000000002,3
Ang Kalikupan,3.0,2.282051282051282,1,cebuano,12.50820512820513,3
